                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   45166045 |    6620473 |    5687914 |    6353790 |    9103351 |    9010414
  Cycles                             |   30654700 |   30654700 |   30654700 |   30654700 |   30654700 |   30654700
  IPC                                |       1.47 |       0.22 |       0.19 |       0.21 |       0.30 |       0.29
  Time (ns)                          |   30654700 |   30654700 |   30654700 |   30654700 |   30654700 |   30654700
  Idle time (ns)                     |     195510 |   25701951 |   25542704 |   25542161 |   25711930 |   25808938
  Idle time (%)                      |       0.6% |      83.8% |      83.3% |      83.3% |      83.9% |      84.2%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5020508 |    1817247 |    1347713 |    1649426 |    2645202 |    2630018
  num incorrect                      |     352650 |      36361 |      56592 |      46205 |      36232 |      33634
  misprediction rate                 |      6.56% |      1.96% |      4.03% |      2.72% |      1.35% |      1.26%
  mpki                               |       7.81 |       5.49 |       9.95 |       7.27 |       3.98 |       3.73
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    5251326 |     242146 |     363775 |     295917 |     242440 |     229635
    num misses                       |        183 |         31 |         50 |         48 |         48 |         46
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   10458465 |    1647425 |    1604616 |    1656943 |    2064445 |    2031371
    num misses                       |      13581 |      11886 |      12020 |      12021 |      11936 |      12020
    miss rate                        |      0.13% |      0.72% |      0.75% |      0.73% |      0.58% |      0.59%
    mpki                             |       0.30 |       1.80 |       2.11 |       1.89 |       1.31 |       1.33
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      13764 |      11917 |      12070 |      12069 |      11984 |      12066
    num misses                       |        903 |        350 |        378 |        379 |        368 |        368
    miss rate                        |      6.56% |      2.94% |      3.13% |      3.14% |      3.07% |      3.05%
    mpki                             |       0.02 |       0.05 |       0.07 |       0.06 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    5251326 |     242146 |     363775 |     295917 |     242440 |     229635
    num cache misses                 |       3516 |        246 |        545 |        511 |        433 |        420
    miss rate                        |      0.07% |      0.10% |      0.15% |      0.17% |      0.18% |      0.18%
    mpki                             |       0.08 |       0.04 |       0.10 |       0.08 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   10458465 |    1647425 |    1604616 |    1656943 |    2064445 |    2031371
    num cache misses                 |     100054 |      66922 |      70681 |      68258 |      65143 |      65021
    miss rate                        |      0.96% |      4.06% |      4.40% |      4.12% |      3.16% |      3.20%
    mpki                             |       2.22 |      10.11 |      12.43 |      10.74 |       7.16 |       7.22
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     106065 |      67448 |      71525 |      69104 |      67944 |      67739
    num cache misses                 |      85888 |      58999 |      60470 |      59797 |      56755 |      56625
    miss rate                        |     80.98% |     87.47% |     84.54% |     86.53% |     83.53% |     83.59%
    mpki                             |       1.90 |       8.91 |      10.63 |       9.41 |       6.23 |       6.28
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      88666 |      59321 |      60838 |      60183 |      59167 |      58939
    num cache misses                 |      44257 |      21133 |      21634 |      21635 |      41840 |      41647
    miss rate                        |     49.91% |     35.62% |     35.56% |     35.95% |     70.72% |     70.66%
    mpki                             |       0.98 |       3.19 |       3.80 |       3.41 |       4.60 |       4.62
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      20127 |          0 |          0 |          0 |      20057 |          0
  average dram access latency (ns)   |      61.29 |        inf |        inf |        inf |      61.29 |        inf
  average dram queueing delay        |       0.04 |       0.00 |       0.00 |       0.00 |       0.03 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      11082 |        851 |       1055 |        926 |        453 |        469
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       6447 |       6378 |       6472 |       6376 |       9656 |       9356
