                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   45965024 |   45070520 |          0 |          0 |   46370033 |          0 |          0 |          0 |          0 |          0 |   44596857 |   46647880 |   46227224 |          0 |   45676733 |   43938476
  Cycles                             |   43768250 |   43768250 |   43768250 |   43768250 |   33203500 |   33203500 |   33203500 |   33203500 |   43768250 |   43768250 |   43768250 |   43768250 |   33203500 |   33203500 |   33203500 |   33203500
  IPC                                |       1.05 |       1.03 |       0.00 |       0.00 |       1.40 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.02 |       1.07 |       1.39 |       0.00 |       1.38 |       1.32
  Time (ns)                          |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500
  Idle time (ns)                     |     461087 |     688313 |   15092500 |   15092500 |     271722 |   15092500 |   15092500 |   15092500 |   15092500 |   15092500 |     494743 |     528275 |     460326 |   15092500 |     565523 |     462866
  Idle time (%)                      |       3.1% |       4.6% |     100.0% |     100.0% |       1.8% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |       3.3% |       3.5% |       3.1% |     100.0% |       3.7% |       3.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    7983553 |    7720529 |          0 |          0 |    7918734 |          0 |          0 |          0 |          0 |          0 |    7651429 |    8327772 |    8108842 |          0 |    7914216 |    7258424
  num incorrect                      |     244391 |     235788 |          0 |          0 |     246103 |          0 |          0 |          0 |          0 |          0 |     237613 |     238031 |     241806 |          0 |     235123 |     246070
  misprediction rate                 |      2.97% |      2.96% |      0.00% |      0.00% |      3.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      3.01% |      2.78% |      2.90% |      0.00% |      2.89% |      3.28%
  mpki                               |       5.32 |       5.23 |       0.00 |       0.00 |       5.31 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       5.33 |       5.10 |       5.23 |       0.00 |       5.15 |       5.60
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1468614 |    1434592 |          0 |          0 |    1578691 |          0 |          0 |          0 |          0 |          0 |    1474024 |    1384083 |    1416833 |          0 |    1425675 |    1553326
    num misses                       |         29 |         29 |          0 |          0 |        354 |          0 |          0 |          0 |          0 |          0 |         29 |         29 |         29 |          0 |         29 |         29
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   16019595 |   15956308 |          0 |          0 |   16533275 |          0 |          0 |          0 |          0 |          0 |   15691827 |   15824393 |   15955154 |          0 |   15988054 |   16032723
    num misses                       |       1606 |       2018 |          0 |          0 |       3785 |          0 |          0 |          0 |          0 |          0 |       4895 |       1986 |        351 |          0 |       4503 |       3635
    miss rate                        |      0.01% |      0.01% |      0.00% |      0.00% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.03% |      0.01% |      0.00% |      0.00% |      0.03% |      0.02%
    mpki                             |       0.03 |       0.04 |       0.00 |       0.00 |       0.08 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.11 |       0.04 |       0.01 |       0.00 |       0.10 |       0.08
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1635 |       2047 |          0 |          0 |       4139 |          0 |          0 |          0 |          0 |          0 |       4924 |       2015 |        380 |          0 |       4532 |       3664
