                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10935140 |    3022473 |    2976985 |    3065490 |    2726836 |    3072821 |    3023050 |    2936474 |    2565889 |    2990780 |    3028591 |    3011665 |    2818454 |    2994834 |    3035738 |    3004139
  Cycles                             |   10968000 |   10968000 |   10968000 |   10968000 |    8226000 |    8226000 |    8226000 |    8226000 |   10968000 |   10968000 |   10968000 |   10968000 |    8226000 |    8226000 |    8226000 |    8226000
  IPC                                |       1.00 |       0.28 |       0.27 |       0.28 |       0.33 |       0.37 |       0.37 |       0.36 |       0.23 |       0.27 |       0.28 |       0.27 |       0.34 |       0.36 |       0.37 |       0.37
  Time (ns)                          |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000 |    2742000
  Idle time (ns)                     |       1380 |    2279045 |    2279489 |    2279454 |    2269819 |    2269635 |    2269748 |    2269886 |    2280234 |    2280234 |    2280517 |    2280689 |    2270637 |    2270626 |    2270747 |    2270731
  Idle time (%)                      |       0.1% |      83.1% |      83.1% |      83.1% |      82.8% |      82.8% |      82.8% |      82.8% |      83.2% |      83.2% |      83.2% |      83.2% |      82.8% |      82.8% |      82.8% |      82.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1316171 |     971423 |     953580 |     989124 |     852375 |     997896 |     976759 |     940719 |     780604 |     958225 |     973804 |     967726 |     889869 |     964460 |     981913 |     968702
  num incorrect                      |      74035 |       3448 |       3867 |       2739 |       6930 |       1782 |       2509 |       3796 |       9485 |       3915 |       3309 |       3620 |       5612 |       3071 |       2429 |       2833
  misprediction rate                 |      5.33% |      0.35% |      0.40% |      0.28% |      0.81% |      0.18% |      0.26% |      0.40% |      1.20% |      0.41% |      0.34% |      0.37% |      0.63% |      0.32% |      0.25% |      0.29%
  mpki                               |       6.77 |       1.14 |       1.30 |       0.89 |       2.54 |       0.58 |       0.83 |       1.29 |       3.70 |       1.31 |       1.09 |       1.20 |       1.99 |       1.03 |       0.80 |       0.94
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1620033 |      15169 |      16435 |      15329 |      20694 |      13337 |      14258 |      15673 |      23838 |      16008 |      15997 |      15214 |      18463 |      15157 |      14009 |      15036
    num misses                       |        172 |         26 |         26 |         28 |         26 |         28 |         26 |         26 |         26 |         28 |         28 |         26 |         26 |         28 |         26 |         26
