                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2525079247 |  2529878912 |  2541416532 |  2551845679 |  2549834697 |  2550965852 |  2538866853 |  2532306044
  Cycles                             |   850164580 |   850164580 |   850164580 |   850164580 |   850164580 |   850164580 |   850164580 |   850164580
  IPC                                |        2.97 |        2.98 |        2.99 |        3.00 |        3.00 |        3.00 |        2.99 |        2.98
  Time (ns)                          |   293160200 |   293160200 |   293160200 |   293160200 |   293160200 |   293160200 |   293160200 |   293160200
  Idle time (ns)                     |         305 |      257326 |      258863 |      260237 |      261555 |      262865 |      264175 |      265506
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    12742247 |    14844360 |    22344447 |    25821307 |    25151078 |    25527627 |   292098904 |   289907934
  num incorrect                      |       55432 |       45510 |       40732 |       41012 |       40605 |       40884 |       28393 |       32429
  misprediction rate                 |       0.43% |       0.31% |       0.18% |       0.16% |       0.16% |       0.16% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   237288217 |   236970771 |   235978604 |   235978558 |   235978646 |   235978664 |   158651336 |   158651339
    num misses                       |         297 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1160676886 |  1160591079 |  1159077182 |  1160814165 |  1160479384 |  1160668265 |   917660558 |   916567085
    num misses                       |     1383903 |     1427259 |     1408325 |     1436547 |     1358958 |     1411054 |      938503 |      935283
    miss rate                        |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.12% |       0.10% |       0.10%
    mpki                             |        0.55 |        0.56 |        0.55 |        0.56 |        0.53 |        0.55 |        0.37 |        0.37
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1384200 |     1427297 |     1408363 |     1436585 |     1358996 |     1411092 |      938541 |      935321
    num misses                       |       37781 |       37919 |       34969 |       31744 |       30130 |       34959 |       23201 |       26224
    miss rate                        |       2.73% |       2.66% |       2.48% |       2.21% |       2.22% |       2.48% |       2.47% |       2.80%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   237288217 |   236970771 |   235978604 |   235978558 |   235978646 |   235978664 |   158651336 |   158651339
    num cache misses                 |      250127 |      188967 |      189011 |      188668 |      188925 |      189051 |      187362 |      187362
    miss rate                        |       0.11% |       0.08% |       0.08% |       0.08% |       0.08% |       0.08% |       0.12% |       0.12%
    mpki                             |        0.10 |        0.07 |        0.07 |        0.07 |        0.07 |        0.07 |        0.07 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1160676886 |  1160591079 |  1159077182 |  1160814165 |  1160479384 |  1160668265 |   917660558 |   916567085
    num cache misses                 |     8168986 |     8003888 |     7631358 |     7685168 |     7678448 |     7669027 |     5664191 |     5633410
    miss rate                        |       0.70% |       0.69% |       0.66% |       0.66% |       0.66% |       0.66% |       0.62% |       0.61%
    mpki                             |        3.24 |        3.16 |        3.00 |        3.01 |        3.01 |        3.01 |        2.23 |        2.22
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |     8697118 |     8526889 |     8153915 |     8142208 |     8071114 |     8191753 |     6182371 |     6063345
    num cache misses                 |     1084679 |     1127619 |     1024161 |      902213 |      969826 |     1021728 |      781379 |      777155
    miss rate                        |      12.47% |      13.22% |      12.56% |      11.08% |      12.02% |      12.47% |      12.64% |      12.82%
    mpki                             |        0.43 |        0.45 |        0.40 |        0.35 |        0.38 |        0.40 |        0.31 |        0.31
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     1626831 |     1845780 |     1742939 |     1556219 |     1558396 |     1743047 |     1563156 |     1330196
    num cache misses                 |       18977 |        5003 |        4940 |        4978 |        4940 |        4989 |        5025 |        5121
    miss rate                        |       1.17% |       0.27% |       0.28% |       0.32% |       0.32% |       0.29% |       0.32% |       0.38%
    mpki                             |        0.01 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |       53518 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |     2834.29 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |     2773.04 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |        6862 |         202 |         191 |         193 |         192 |         191 |         203 |          83
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
