                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5586078 |    5477123 |    5421427 |    5383408 |    5245792 |    5197362 |    5180011 |    5112400
  Cycles                             |    9163600 |    9163600 |    9163600 |    9163600 |    6872700 |    6872700 |    6872700 |    6872700
  IPC                                |       0.61 |       0.60 |       0.59 |       0.59 |       0.76 |       0.76 |       0.75 |       0.74
  Time (ns)                          |    2290900 |    2290900 |    2290900 |    2290900 |    2290900 |    2290900 |    2290900 |    2290900
  Idle time (ns)                     |        207 |     205575 |     206069 |     206338 |     206572 |     206816 |     207025 |     207272
  Idle time (%)                      |       0.0% |       9.0% |       9.0% |       9.0% |       9.0% |       9.0% |       9.0% |       9.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     535334 |     568472 |     556236 |     542926 |     517183 |     508008 |     502170 |     488582
  num incorrect                      |       4458 |        543 |        611 |       1119 |       1232 |       1366 |       1400 |       1460
  misprediction rate                 |      0.83% |      0.10% |      0.11% |      0.21% |      0.24% |      0.27% |      0.28% |      0.30%
  mpki                               |       0.80 |       0.10 |       0.11 |       0.21 |       0.23 |       0.26 |       0.27 |       0.29
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     440150 |     377922 |     366994 |     356421 |     345317 |     334326 |     324565 |     304653
    num misses                       |        117 |         22 |         24 |         24 |         22 |         24 |         24 |         24
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2114108 |    1998642 |    1966553 |    1960615 |    1897965 |    1874003 |    1865312 |    1849244
    num misses                       |       7901 |       6899 |       6776 |       6801 |       6427 |       6925 |       6524 |       6361
    miss rate                        |      0.37% |      0.35% |      0.34% |      0.35% |      0.34% |      0.37% |      0.35% |      0.34%
    mpki                             |       1.41 |       1.26 |       1.25 |       1.26 |       1.23 |       1.33 |       1.26 |       1.24
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       8018 |       6921 |       6800 |       6825 |       6449 |       6949 |       6548 |       6385
    num misses                       |        549 |        263 |        250 |        280 |        219 |        274 |        235 |        286
    miss rate                        |      6.85% |      3.80% |      3.68% |      4.10% |      3.40% |      3.94% |      3.59% |      4.48%
    mpki                             |       0.10 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     440150 |     377922 |     366994 |     356421 |     345317 |     334326 |     324565 |     304653
    num cache misses                 |       1907 |        137 |        141 |        140 |        138 |        150 |        165 |        158
    miss rate                        |      0.43% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05% |      0.05%
    mpki                             |       0.34 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2114108 |    1998642 |    1966553 |    1960615 |    1897965 |    1874003 |    1865312 |    1849244
    num cache misses                 |      96231 |      85388 |      85336 |      83857 |      81144 |      81511 |      81872 |      81472
    miss rate                        |      4.55% |      4.27% |      4.34% |      4.28% |      4.28% |      4.35% |      4.39% |      4.41%
    mpki                             |      17.23 |      15.59 |      15.74 |      15.58 |      15.47 |      15.68 |      15.81 |      15.94
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     114849 |      99759 |      98918 |      98394 |      94728 |      94768 |      94443 |      94506
    num cache misses                 |      51672 |      42539 |      42877 |      43538 |      41296 |      41660 |      41443 |      41370
    miss rate                        |     44.99% |     42.64% |     43.35% |     44.25% |     43.59% |     43.96% |     43.88% |     43.77%
    mpki                             |       9.25 |       7.77 |       7.91 |       8.09 |       7.87 |       8.02 |       8.00 |       8.09
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      71765 |      59229 |      58865 |      60388 |      57122 |      57115 |      56234 |      56592
    num cache misses                 |      10649 |       1109 |       1110 |       1112 |       1099 |       1099 |       1110 |       1123
    miss rate                        |     14.84% |      1.87% |      1.89% |      1.84% |      1.92% |      1.92% |      1.97% |      1.98%
    mpki                             |       1.91 |       0.20 |       0.20 |       0.21 |       0.21 |       0.21 |       0.21 |       0.22
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      18381 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     531.81 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     470.56 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6142 |         28 |         28 |         20 |         21 |         24 |         29 |         30
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
