                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   24249976 |   24730634 |   24661689 |   24693199 |   24861805 |   24848144 |   25127114 |   24945470 |   24387950 |   24378908 |   24158890 |   24448421 |   24047597 |   24085800 |   23784524 |   24327485
  Cycles                             |   12411000 |   12411000 |   12411000 |   12411000 |   16548000 |   16548000 |   16548000 |   16548000 |   12411000 |   12411000 |   12411000 |   12411000 |   16548000 |   16548000 |   16548000 |   16548000
  IPC                                |       1.95 |       1.99 |       1.99 |       1.99 |       1.50 |       1.50 |       1.52 |       1.51 |       1.97 |       1.96 |       1.95 |       1.97 |       1.45 |       1.46 |       1.44 |       1.47
  Time (ns)                          |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000 |    4137000
  Idle time (ns)                     |     190467 |     480370 |     456384 |     432172 |     405427 |     379601 |     354166 |     326922 |     314655 |     314815 |     314943 |     315121 |     315286 |     315422 |     315564 |     316700
  Idle time (%)                      |       4.6% |      11.6% |      11.0% |      10.4% |       9.8% |       9.2% |       8.6% |       7.9% |       7.6% |       7.6% |       7.6% |       7.6% |       7.6% |       7.6% |       7.6% |       7.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4335076 |    4806231 |    4802101 |    4671389 |    4803839 |    4801113 |    5054872 |    4794795 |    4734122 |    4637352 |    4627311 |    4633346 |    4495344 |    4347539 |    4388544 |    4721760
  num incorrect                      |      27115 |      17195 |      18484 |      19564 |      20275 |      20929 |      20252 |      21568 |      21194 |      21569 |      21434 |      21686 |      21225 |      20990 |      20410 |      17780
  misprediction rate                 |      0.62% |      0.36% |      0.38% |      0.42% |      0.42% |      0.43% |      0.40% |      0.45% |      0.45% |      0.46% |      0.46% |      0.47% |      0.47% |      0.48% |      0.46% |      0.38%
  mpki                               |       1.12 |       0.70 |       0.75 |       0.79 |       0.82 |       0.84 |       0.81 |       0.86 |       0.87 |       0.88 |       0.89 |       0.89 |       0.88 |       0.87 |       0.86 |       0.73
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     930399 |     740768 |     758191 |     789302 |     776979 |     778859 |     736770 |     811086 |     775264 |     806914 |     798113 |     846840 |     829258 |     906616 |     880206 |     767822
    num misses                       |        233 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.03% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    8824451 |    8456310 |    8409516 |    8598627 |    8521241 |    8513982 |    8346869 |    8568323 |    8315119 |    8431343 |    8306558 |    8467911 |    8408396 |    8614927 |    8375784 |    8283785
    num misses                       |       1880 |        230 |        257 |       1069 |        235 |       1087 |        231 |        221 |       1068 |        235 |        219 |        227 |        260 |        267 |        244 |       2706
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.01% |      0.00% |      0.01% |      0.00% |      0.00% |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.03%
    mpki                             |       0.08 |       0.01 |       0.01 |       0.04 |       0.01 |       0.04 |       0.01 |       0.01 |       0.04 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.11
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2113 |        257 |        284 |       1096 |        262 |       1114 |        258 |        248 |       1095 |        262 |        246 |        254 |        287 |        294 |        271 |       2733
    num misses                       |        539 |        173 |        174 |        178 |        175 |        176 |        169 |        170 |        169 |        170 |        169 |        169 |        170 |        171 |        169 |        169
    miss rate                        |     25.51% |     67.32% |     61.27% |     16.24% |     66.79% |     15.80% |     65.50% |     68.55% |     15.43% |     64.89% |     68.70% |     66.54% |     59.23% |     58.16% |     62.36% |      6.18%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     930399 |     740768 |     758191 |     789302 |     776979 |     778859 |     736770 |     811086 |     775264 |     806914 |     798113 |     846840 |     829258 |     906616 |     880206 |     767822
    num cache misses                 |      13035 |        348 |        349 |        335 |        292 |        292 |        291 |        293 |        342 |        353 |        338 |        349 |        297 |        295 |        291 |        296
    miss rate                        |      1.40% |      0.05% |      0.05% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.03% |      0.03% |      0.04%
    mpki                             |       0.54 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8824451 |    8456310 |    8409516 |    8598627 |    8521241 |    8513982 |    8346869 |    8568323 |    8315119 |    8431343 |    8306558 |    8467911 |    8408396 |    8614927 |    8375784 |    8283785
    num cache misses                 |     655757 |     626183 |     616725 |     639497 |     626516 |     625832 |     592966 |     620378 |     601284 |     617535 |     596884 |     609507 |     618099 |     643424 |     618046 |     588616
    miss rate                        |      7.43% |      7.40% |      7.33% |      7.44% |      7.35% |      7.35% |      7.10% |      7.24% |      7.23% |      7.32% |      7.19% |      7.20% |      7.35% |      7.47% |      7.38% |      7.11%
    mpki                             |      27.04 |      25.32 |      25.01 |      25.90 |      25.20 |      25.19 |      23.60 |      24.87 |      24.65 |      25.33 |      24.71 |      24.93 |      25.70 |      26.71 |      25.99 |      24.20
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     677988 |     632086 |     622628 |     645947 |     632367 |     631649 |     598844 |     626209 |     608083 |     623460 |     602877 |     615060 |     623981 |     649679 |     623963 |     593700
    num cache misses                 |      93253 |      81173 |      80875 |      80513 |      80977 |      80831 |      80562 |      81846 |      81438 |      81108 |      80558 |      81073 |      80556 |      80626 |      80987 |      81156
    miss rate                        |     13.75% |     12.84% |     12.99% |     12.46% |     12.81% |     12.80% |     13.45% |     13.07% |     13.39% |     13.01% |     13.36% |     13.18% |     12.91% |     12.41% |     12.98% |     13.67%
    mpki                             |       3.85 |       3.28 |       3.28 |       3.26 |       3.26 |       3.25 |       3.21 |       3.28 |       3.34 |       3.33 |       3.33 |       3.32 |       3.35 |       3.35 |       3.41 |       3.34
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     104946 |      87141 |      86841 |      87041 |      86945 |      86767 |      86557 |      87383 |      88322 |      86689 |      86634 |      86699 |      86569 |      87008 |      87037 |      86344
    num cache misses                 |      21899 |      11417 |       6957 |      10909 |      11816 |      11908 |      11666 |      12477 |      13148 |      10593 |      11776 |      11902 |      11568 |      11983 |      11894 |      13775
    miss rate                        |     20.87% |     13.10% |      8.01% |     12.53% |     13.59% |     13.72% |     13.48% |     14.28% |     14.89% |     12.22% |     13.59% |     13.73% |     13.36% |     13.77% |     13.67% |     15.95%
    mpki                             |       0.90 |       0.46 |       0.28 |       0.44 |       0.48 |       0.48 |       0.46 |       0.50 |       0.54 |       0.43 |       0.49 |       0.49 |       0.48 |       0.50 |       0.50 |       0.57
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      23259 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      23246 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    2074.34 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |    2083.32 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |    2013.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |    2022.07 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6685 |         20 |         25 |         22 |         23 |         23 |         20 |         21 |         28 |         18 |         37 |         48 |         72 |         64 |         73 |        107
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       7046 |       8149 |       3775 |       7578 |       8610 |       8626 |       8510 |       9061 |       9878 |       7458 |       8653 |       8811 |       8325 |       8339 |       8693 |      10744
