                                     | Core 0     | Core 1    
  Instructions                       |   17356351 |   17800085
  Cycles                             |   10230800 |   10230800
  IPC                                |       1.70 |       1.74
  Time (ns)                          |    2557700 |    2557700
  Idle time (ns)                     |        218 |     234115
  Idle time (%)                      |       0.0% |       9.2%
Branch predictor stats               |            |           
  num correct                        |     993627 |    1346122
  num incorrect                      |       9577 |       4543
  misprediction rate                 |      0.95% |      0.34%
  mpki                               |       0.55 |       0.26
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1963654 |    1827288
    num misses                       |        189 |         29
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    9226535 |    8988031
    num misses                       |       3905 |       2729
    miss rate                        |      0.04% |      0.03%
    mpki                             |       0.22 |       0.15
  L2 TLB                             |            |           
    num accesses                     |       4094 |       2758
    num misses                       |        830 |        321
    miss rate                        |     20.27% |     11.64%
    mpki                             |       0.05 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1963654 |    1827288
    num cache misses                 |       9207 |       2029
    miss rate                        |      0.47% |      0.11%
    mpki                             |       0.53 |       0.11
  Cache L1-D                         |            |           
    num cache accesses               |    9226535 |    8988031
    num cache misses                 |     312198 |     292077
    miss rate                        |      3.38% |      3.25%
    mpki                             |      17.99 |      16.41
  Cache L2                           |            |           
    num cache accesses               |     326318 |     295641
    num cache misses                 |      56452 |      36910
    miss rate                        |     17.30% |     12.48%
    mpki                             |       3.25 |       2.07
  Cache L3                           |            |           
    num cache accesses               |      64223 |      41580
    num cache misses                 |      18772 |       8598
    miss rate                        |     29.23% |     20.68%
    mpki                             |       1.08 |       0.48
DRAM summary                         |            |           
  num dram accesses                  |      27355 |          0
  average dram access latency (ns)   |     621.09 |        inf
  average dram queueing delay        |     559.84 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       7153 |        279
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
