                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   91517316 |   92164676 |   92157685 |   92228532 |   91736410 |   91687865 |   91712405 |   91776006
  Cycles                             |   30441880 |   30441880 |   30441880 |   30441880 |   30441880 |   30441880 |   30441880 |   30441880
  IPC                                |       3.01 |       3.03 |       3.03 |       3.03 |       3.01 |       3.01 |       3.01 |       3.01
  Time (ns)                          |   10497200 |   10497200 |   10497200 |   10497200 |   10497200 |   10497200 |   10497200 |   10497200
  Idle time (ns)                     |        379 |     359295 |     361147 |     361704 |     362271 |     362818 |     363372 |     363913
  Idle time (%)                      |       0.0% |       3.4% |       3.4% |       3.4% |       3.5% |       3.5% |       3.5% |       3.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4493035 |    4828832 |    4826976 |    4847233 |    4706601 |    4692722 |    4699736 |    4717937
  num incorrect                      |     139074 |     122458 |     122446 |     122446 |     122464 |     122452 |     122468 |     122449
  misprediction rate                 |      3.00% |      2.47% |      2.47% |      2.46% |      2.54% |      2.54% |      2.54% |      2.53%
  mpki                               |       1.52 |       1.33 |       1.33 |       1.33 |       1.33 |       1.34 |       1.34 |       1.33
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    8200861 |    8064461 |    8064360 |    8064356 |    8064362 |    8064367 |    8064363 |    8064353
    num misses                       |        309 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   28597049 |   28372260 |   28370937 |   28381026 |   28310746 |   28303833 |   28307322 |   28316373
    num misses                       |      29148 |      26957 |      26962 |      28161 |      27027 |      27655 |      27591 |      27772
    miss rate                        |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10%
    mpki                             |       0.32 |       0.29 |       0.29 |       0.31 |       0.29 |       0.30 |       0.30 |       0.30
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      29457 |      26985 |      26990 |      28189 |      27055 |      27683 |      27619 |      27800
    num misses                       |       5984 |       4978 |       5104 |       5112 |       5016 |       4999 |       4978 |       4988
    miss rate                        |     20.31% |     18.45% |     18.91% |     18.13% |     18.54% |     18.06% |     18.02% |     17.94%
    mpki                             |       0.07 |       0.05 |       0.06 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    8200861 |    8064461 |    8064360 |    8064356 |    8064362 |    8064367 |    8064363 |    8064353
    num cache misses                 |       9919 |       1207 |       1143 |       1242 |       1244 |       1200 |       1255 |       1190
    miss rate                        |      0.12% |      0.01% |      0.01% |      0.02% |      0.02% |      0.01% |      0.02% |      0.01%
    mpki                             |       0.11 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   28597049 |   28372260 |   28370937 |   28381026 |   28310746 |   28303833 |   28307322 |   28316373
    num cache misses                 |    2799234 |    2789850 |    2792837 |    2793371 |    2789751 |    2792166 |    2792542 |    2792629
    miss rate                        |      9.79% |      9.83% |      9.84% |      9.84% |      9.85% |      9.86% |      9.87% |      9.86%
    mpki                             |      30.59 |      30.27 |      30.30 |      30.29 |      30.41 |      30.45 |      30.45 |      30.43
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    2814637 |    2795251 |    2798169 |    2798794 |    2795212 |    2797593 |    2798015 |    2798037
    num cache misses                 |     242222 |     226229 |     224428 |     225174 |     221677 |     224666 |     223407 |     219794
    miss rate                        |      8.61% |      8.09% |      8.02% |      8.05% |      7.93% |      8.03% |      7.98% |      7.86%
    mpki                             |       2.65 |       2.45 |       2.44 |       2.44 |       2.42 |       2.45 |       2.44 |       2.39
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     310399 |     290630 |     290080 |     290170 |     287390 |     290312 |     289604 |     286021
    num cache misses                 |      98528 |      88778 |      88750 |      89211 |      89292 |      89105 |      89164 |      89487
    miss rate                        |     31.74% |     30.55% |     30.60% |     30.74% |     31.07% |     30.69% |     30.79% |     31.29%
    mpki                             |       1.08 |       0.96 |       0.96 |       0.97 |       0.97 |       0.97 |       0.97 |       0.98
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      92690 |          0 |          0 |          0 |      92577 |          0 |          0 |          0
  average dram access latency (ns)   |   20771.28 |        inf |        inf |        inf |   20795.58 |        inf |        inf |        inf
  average dram queueing delay        |   20710.02 |       0.00 |       0.00 |       0.00 |   20734.33 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       5299 |         51 |         46 |         51 |         67 |         46 |         44 |         44
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      62438 |      62602 |      62590 |      63042 |      63016 |      62916 |      62945 |      63282
