                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   43078719 |    5240630 |    4749575 |    4989573 |    4282816 |    4218599 |    4084218 |    5136725 |    6281254 |    5825797 |    5857434 |    6402854
  Cycles                             |   28583900 |   28583900 |   28583900 |   28583900 |  114335600 |  114335600 |  114335600 |  114335600 |   28583900 |   28583900 |   28583900 |   28583900
  IPC                                |       1.51 |       0.18 |       0.17 |       0.17 |       0.04 |       0.04 |       0.04 |       0.04 |       0.22 |       0.20 |       0.20 |       0.22
  Time (ns)                          |   28583900 |   28583900 |   28583900 |   28583900 |   28583900 |   28583900 |   28583900 |   28583900 |   28583900 |   28583900 |   28583900 |   28583900
  Idle time (ns)                     |       1559 |   25458636 |   25425098 |   25425335 |   25455933 |   25456364 |   25457534 |   25456769 |   25426000 |   25426697 |   25427111 |   25429236
  Idle time (%)                      |       0.0% |      89.1% |      88.9% |      88.9% |      89.1% |      89.1% |      89.1% |      89.1% |      89.0% |      89.0% |      89.0% |      89.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4487125 |    1597095 |    1383943 |    1485815 |    1182902 |    1147640 |    1101606 |    1537823 |    1927373 |    1735528 |    1750171 |    1980100
  num incorrect                      |     339388 |      11895 |      19843 |      16785 |      28129 |      28777 |      30187 |      16260 |      14831 |      21226 |      20944 |      13020
  misprediction rate                 |      7.03% |      0.74% |      1.41% |      1.12% |      2.32% |      2.45% |      2.67% |      1.05% |      0.76% |      1.21% |      1.18% |      0.65%
  mpki                               |       7.88 |       2.27 |       4.18 |       3.36 |       6.57 |       6.82 |       7.39 |       3.17 |       2.36 |       3.64 |       3.58 |       2.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5215575 |     123631 |     179015 |     152919 |     224326 |     243722 |     240444 |     150637 |     142964 |     188615 |     180935 |     130099
    num misses                       |        176 |         27 |         27 |         29 |         27 |         27 |         27 |         27 |         29 |         27 |         27 |         27
    miss rate                        |      0.00% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.01% |      0.01% |      0.02%
    mpki                             |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9865268 |    1110353 |    1068364 |    1090384 |    1026523 |    1018790 |    1003052 |    1111295 |    1297208 |    1254154 |    1256272 |    1307162
    num misses                       |       8214 |       6166 |       6167 |       6195 |       6237 |       6287 |       6192 |       6243 |       6163 |       6228 |       6270 |       6219
    miss rate                        |      0.08% |      0.56% |      0.58% |      0.57% |      0.61% |      0.62% |      0.62% |      0.56% |      0.48% |      0.50% |      0.50% |      0.48%
    mpki                             |       0.19 |       1.18 |       1.30 |       1.24 |       1.46 |       1.49 |       1.52 |       1.22 |       0.98 |       1.07 |       1.07 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       8390 |       6193 |       6194 |       6224 |       6264 |       6314 |       6219 |       6270 |       6192 |       6255 |       6297 |       6246
    num misses                       |        887 |        292 |        305 |        297 |        302 |        311 |        296 |        284 |        282 |        280 |        278 |        284
    miss rate                        |     10.57% |      4.72% |      4.92% |      4.77% |      4.82% |      4.93% |      4.76% |      4.53% |      4.55% |      4.48% |      4.41% |      4.55%
    mpki                             |       0.02 |       0.06 |       0.06 |       0.06 |       0.07 |       0.07 |       0.07 |       0.06 |       0.04 |       0.05 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5215575 |     123631 |     179015 |     152919 |     224326 |     243722 |     240444 |     150637 |     142964 |     188615 |     180935 |     130099
    num cache misses                 |       3254 |        185 |        180 |        197 |        171 |        171 |        172 |        171 |        179 |        170 |        172 |        171
    miss rate                        |      0.06% |      0.15% |      0.10% |      0.13% |      0.08% |      0.07% |      0.07% |      0.11% |      0.13% |      0.09% |      0.10% |      0.13%
    mpki                             |       0.08 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    9865268 |    1110353 |    1068364 |    1090384 |    1026523 |    1018790 |    1003052 |    1111295 |    1297208 |    1254154 |    1256272 |    1307162
    num cache misses                 |      69942 |      35661 |      36280 |      36085 |      36568 |      37192 |      36827 |      35963 |      35274 |      35909 |      35722 |      35215
    miss rate                        |      0.71% |      3.21% |      3.40% |      3.31% |      3.56% |      3.65% |      3.67% |      3.24% |      2.72% |      2.86% |      2.84% |      2.69%
    mpki                             |       1.62 |       6.80 |       7.64 |       7.23 |       8.54 |       8.82 |       9.02 |       7.00 |       5.62 |       6.16 |       6.10 |       5.50
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      75448 |      35944 |      36597 |      36403 |      36895 |      37488 |      37170 |      36256 |      36599 |      37382 |      37162 |      36478
    num cache misses                 |      59852 |      32374 |      32849 |      32711 |      33048 |      33024 |      33154 |      32710 |      31966 |      32416 |      32345 |      31927
    miss rate                        |     79.33% |     90.07% |     89.76% |     89.86% |     89.57% |     88.09% |     89.20% |     90.22% |     87.34% |     86.72% |     87.04% |     87.52%
    mpki                             |       1.39 |       6.18 |       6.92 |       6.56 |       7.72 |       7.83 |       8.12 |       6.37 |       5.09 |       5.56 |       5.52 |       4.99
