                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11014230 |    3067834 |    3107035 |    2857463 |    3150535 |    3012294 |    2600595 |    3033144 |    3174449 |    3076443 |    3298219 |    3275817
  Cycles                             |   11157200 |   11157200 |   11157200 |   11157200 |    8367900 |    8367900 |    8367900 |    8367900 |   11157200 |   11157200 |   11157200 |   11157200
  IPC                                |       0.99 |       0.27 |       0.28 |       0.26 |       0.38 |       0.36 |       0.31 |       0.36 |       0.28 |       0.28 |       0.30 |       0.29
  Time (ns)                          |    2789300 |    2789300 |    2789300 |    2789300 |    2789300 |    2789300 |    2789300 |    2789300 |    2789300 |    2789300 |    2789300 |    2789300
  Idle time (ns)                     |       1443 |    2275566 |    2275976 |    2275812 |    2266153 |    2266256 |    2266295 |    2266584 |    2276600 |    2276581 |    2276863 |    2277061
  Idle time (%)                      |       0.1% |      81.6% |      81.6% |      81.6% |      81.2% |      81.2% |      81.2% |      81.3% |      81.6% |      81.6% |      81.6% |      81.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1336045 |     973314 |     989804 |     887201 |    1013937 |     956341 |     782878 |     965585 |    1006603 |     967441 |    1058414 |    1048699
  num incorrect                      |      74672 |       4787 |       4235 |       7531 |       2568 |       4590 |      10364 |       4158 |       5203 |       6515 |       3526 |       3887
  misprediction rate                 |      5.29% |      0.49% |      0.43% |      0.84% |      0.25% |      0.48% |      1.31% |      0.43% |      0.51% |      0.67% |      0.33% |      0.37%
  mpki                               |       6.78 |       1.56 |       1.36 |       2.64 |       0.82 |       1.52 |       3.99 |       1.37 |       1.64 |       2.12 |       1.07 |       1.19
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1622846 |      20154 |      20130 |      24373 |      17641 |      19695 |      27556 |      18798 |      20828 |      22244 |      18464 |      19349
    num misses                       |        173 |         26 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.13% |      0.13% |      0.11% |      0.15% |      0.13% |      0.09% |      0.14% |      0.12% |      0.12% |      0.14% |      0.13%
