                                     | Core 0     | Core 1    
  Instructions                       |   24849659 |    5989625
  Cycles                             |   20682000 |   20682000
  IPC                                |       1.20 |       0.29
  Time (ns)                          |    5170500 |    5170500
  Idle time (ns)                     |       1258 |    3466519
  Idle time (%)                      |       0.0% |      67.0%
Branch predictor stats               |            |           
  num correct                        |    3125306 |    1366482
  num incorrect                      |     203596 |      66713
  misprediction rate                 |      6.12% |      4.65%
  mpki                               |       8.19 |      11.14
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3166492 |     574199
    num misses                       |        168 |         26
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6203511 |    1852764
    num misses                       |       5603 |       4181
    miss rate                        |      0.09% |      0.23%
    mpki                             |       0.23 |       0.70
  L2 TLB                             |            |           
    num accesses                     |       5771 |       4207
    num misses                       |        685 |        240
    miss rate                        |     11.87% |      5.70%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3166492 |     574199
    num cache misses                 |       2854 |        196
    miss rate                        |      0.09% |      0.03%
    mpki                             |       0.11 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    6203511 |    1852764
    num cache misses                 |     100327 |      74887
    miss rate                        |      1.62% |      4.04%
    mpki                             |       4.04 |      12.50
  Cache L2                           |            |           
    num cache accesses               |     105332 |      75084
    num cache misses                 |      73025 |      56393
    miss rate                        |     69.33% |     75.11%
    mpki                             |       2.94 |       9.42
  Cache L3                           |            |           
    num cache accesses               |      75297 |      56469
    num cache misses                 |      22490 |       4084
    miss rate                        |     29.87% |      7.23%
    mpki                             |       0.91 |       0.68
DRAM summary                         |            |           
  num dram accesses                  |      26553 |          0
  average dram access latency (ns)   |      61.86 |        inf
  average dram queueing delay        |       0.61 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11868 |       1827
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
