                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   43202307 |    5118084 |    4721048 |    4946482 |    4025976 |    4044199 |    4013425 |    5024052 |    5144216 |    4638098 |    4587815 |    5134310
  Cycles                             |  117237200 |  117237200 |  117237200 |  117237200 |   29309300 |   29309300 |  117237200 |  117237200 |  117237200 |  117237200 |   29309300 |   29309300
  IPC                                |       0.37 |       0.04 |       0.04 |       0.04 |       0.14 |       0.14 |       0.03 |       0.04 |       0.04 |       0.04 |       0.16 |       0.18
  Time (ns)                          |   29309300 |   29309300 |   29309300 |   29309300 |   29309300 |   29309300 |   29309300 |   29309300 |   29309300 |   29309300 |   29309300 |   29309300
  Idle time (ns)                     |       1445 |   26549302 |   26475406 |   26475802 |   26445645 |   26445786 |   26477083 |   26476401 |   26476651 |   26476973 |   26447342 |   26447773
  Idle time (%)                      |       0.0% |      90.6% |      90.3% |      90.3% |      90.2% |      90.2% |      90.3% |      90.3% |      90.3% |      90.3% |      90.2% |      90.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4530090 |    1556401 |    1374602 |    1470571 |    1098244 |    1090350 |    1077930 |    1500462 |    1547116 |    1340628 |    1327126 |    1557220
  num incorrect                      |     334568 |      11367 |      19825 |      16526 |      28199 |      28127 |      30196 |      16214 |      14625 |      21484 |      20983 |      12840
  misprediction rate                 |      6.88% |      0.73% |      1.42% |      1.11% |      2.50% |      2.51% |      2.72% |      1.07% |      0.94% |      1.58% |      1.56% |      0.82%
  mpki                               |       7.74 |       2.22 |       4.20 |       3.34 |       7.00 |       6.95 |       7.52 |       3.23 |       2.84 |       4.63 |       4.57 |       2.50
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6821202 |      65483 |      77312 |      71368 |      84877 |      83265 |      88317 |      69632 |      70385 |      78296 |      76193 |      65545
    num misses                       |        174 |         26 |         26 |         28 |         28 |         28 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.00% |      0.04% |      0.03% |      0.04% |      0.03% |      0.03% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.04%
    mpki                             |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9888192 |    1089105 |    1063442 |    1083118 |     983507 |     989127 |     992504 |    1093129 |    1108361 |    1056768 |    1044186 |    1095894
    num misses                       |       7672 |       6194 |       6187 |       6217 |       6132 |       6230 |       6195 |       6215 |       6122 |       6162 |       6183 |       6172
    miss rate                        |      0.08% |      0.57% |      0.58% |      0.57% |      0.62% |      0.63% |      0.62% |      0.57% |      0.55% |      0.58% |      0.59% |      0.56%
    mpki                             |       0.18 |       1.21 |       1.31 |       1.26 |       1.52 |       1.54 |       1.54 |       1.24 |       1.19 |       1.33 |       1.35 |       1.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       7846 |       6220 |       6213 |       6245 |       6160 |       6258 |       6221 |       6241 |       6148 |       6188 |       6209 |       6198
    num misses                       |        885 |        306 |        311 |        302 |        283 |        284 |        293 |        294 |        287 |        294 |        287 |        282
    miss rate                        |     11.28% |      4.92% |      5.01% |      4.84% |      4.59% |      4.54% |      4.71% |      4.71% |      4.67% |      4.75% |      4.62% |      4.55%
    mpki                             |       0.02 |       0.06 |       0.07 |       0.06 |       0.07 |       0.07 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6821202 |      65483 |      77312 |      71368 |      84877 |      83265 |      88317 |      69632 |      70385 |      78296 |      76193 |      65545
    num cache misses                 |       3126 |        175 |        174 |        184 |        189 |        187 |        174 |        174 |        173 |        173 |        176 |        177
    miss rate                        |      0.05% |      0.27% |      0.23% |      0.26% |      0.22% |      0.22% |      0.20% |      0.25% |      0.25% |      0.22% |      0.23% |      0.27%
    mpki                             |       0.07 |       0.03 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04 |       0.03 |       0.03 |       0.04 |       0.04 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    9888192 |    1089105 |    1063442 |    1083118 |     983507 |     989127 |     992504 |    1093129 |    1108361 |    1056768 |    1044186 |    1095894
    num cache misses                 |      69793 |      35824 |      36439 |      36227 |      36662 |      37222 |      36949 |      36085 |      35946 |      36513 |      36400 |      35855
    miss rate                        |      0.71% |      3.29% |      3.43% |      3.34% |      3.73% |      3.76% |      3.72% |      3.30% |      3.24% |      3.46% |      3.49% |      3.27%
    mpki                             |       1.62 |       7.00 |       7.72 |       7.32 |       9.11 |       9.20 |       9.21 |       7.18 |       6.99 |       7.87 |       7.93 |       6.98
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      75618 |      36240 |      36961 |      36722 |      37286 |      37838 |      38291 |      37219 |      37085 |      37736 |      37621 |      36973
    num cache misses                 |      57880 |      32530 |      33018 |      32838 |      33237 |      33202 |      33359 |      32848 |      32708 |      33110 |      33058 |      32630
    miss rate                        |     76.54% |     89.76% |     89.33% |     89.42% |     89.14% |     87.75% |     87.12% |     88.26% |     88.20% |     87.74% |     87.87% |     88.25%
    mpki                             |       1.34 |       6.36 |       6.99 |       6.64 |       8.26 |       8.21 |       8.31 |       6.54 |       6.36 |       7.14 |       7.21 |       6.36
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      61102 |      32793 |      33389 |      33177 |      33693 |      33652 |      34556 |      33824 |      33692 |      34163 |      34104 |      33571
    num cache misses                 |      42052 |      17586 |      17849 |      17802 |      18102 |      18333 |      19283 |      18688 |      18708 |      19176 |      18953 |      18613
    miss rate                        |     68.82% |     53.63% |     53.46% |     53.66% |     53.73% |     54.48% |     55.80% |     55.25% |     55.53% |     56.13% |     55.57% |     55.44%
    mpki                             |       0.97 |       3.44 |       3.78 |       3.60 |       4.50 |       4.53 |       4.80 |       3.72 |       3.64 |       4.13 |       4.13 |       3.63
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      20155 |          0 |          0 |          0 |          0 |          0 |      20072 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.35 |        inf |        inf |        inf |        inf |        inf |      61.33 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.09 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.08 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10632 |        388 |        410 |        391 |        404 |        372 |        310 |        291 |        294 |        305 |        278 |        308
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       5702 |       5178 |       5267 |       5282 |       5348 |       5371 |       6315 |       6111 |       6169 |       6374 |       6142 |       6101
