                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  283755246 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  283284616 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  374535580 |  374535580 |  374535580 |  374535580 |  284130440 |  284130440 |  284130440 |  284130440 |  374535580 |  374535580 |  374535580 |  374535580 |  284130440 |  284130440 |  284130440 |  284130440
  IPC                                |       0.76 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.76 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200
  Idle time (ns)                     |        174 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |     317220 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200 |  129150200
  Idle time (%)                      |       0.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |       0.2% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   21585024 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   21533825 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      38878 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      29206 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      0.18% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.14% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.14 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   41222655 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   41188955 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |        131 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |         23 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |  105331297 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  105097466 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |    5152701 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    5129691 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      4.89% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      4.88% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |      18.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      18.11 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5152832 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    5129714 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num misses                       |    2099257 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    2089136 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |     40.74% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     40.73% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       7.40 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       7.37 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   41222655 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   41188955 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |       4631 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       1355 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.01% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |      0.00% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.02 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |       0.00 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |  105331297 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |  105097466 |          0 |          0 |          0 |          0 |          0 |          0 |          0
