                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   44671370 |    5950413 |    5988256 |    4910077 |    5268773 |    5762523 |    6051245 |    5918459
  Cycles                             |   32714000 |   32714000 |   32714000 |   32714000 |   32714000 |   32714000 |   32714000 |   32714000
  IPC                                |       1.37 |       0.18 |       0.18 |       0.15 |       0.16 |       0.18 |       0.18 |       0.18
  Time (ns)                          |    8178500 |    8178500 |    8178500 |    8178500 |    8178500 |    8178500 |    8178500 |    8178500
  Idle time (ns)                     |       5466 |    6922640 |    6909000 |    6888978 |    6887926 |    6974271 |    6888010 |    6931255
  Idle time (%)                      |       0.1% |      84.6% |      84.5% |      84.2% |      84.2% |      85.3% |      84.2% |      84.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4952268 |    1711902 |    1716088 |    1239216 |    1396520 |    1682148 |    1724272 |    1707859
  num incorrect                      |     340075 |      25773 |      27417 |      44910 |      40498 |      20083 |      29557 |      24929
  misprediction rate                 |      6.43% |      1.48% |      1.57% |      3.50% |      2.82% |      1.18% |      1.69% |      1.44%
  mpki                               |       7.61 |       4.33 |       4.58 |       9.15 |       7.69 |       3.49 |       4.88 |       4.21
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    6964746 |     222666 |     228699 |     356516 |     308658 |     190565 |     244721 |     220001
    num misses                       |        174 |         26 |         28 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10244470 |    1385518 |    1398586 |    1303167 |    1340127 |    1325999 |    1421479 |    1373564
    num misses                       |      11051 |       9112 |       9076 |       9087 |       9096 |       9147 |       9091 |       9109
    miss rate                        |      0.11% |      0.66% |      0.65% |      0.70% |      0.68% |      0.69% |      0.64% |      0.66%
    mpki                             |       0.25 |       1.53 |       1.52 |       1.85 |       1.73 |       1.59 |       1.50 |       1.54
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      11225 |       9138 |       9104 |       9113 |       9122 |       9173 |       9117 |       9135
    num misses                       |        897 |        323 |        316 |        321 |        328 |        307 |        308 |        295
    miss rate                        |      7.99% |      3.53% |      3.47% |      3.52% |      3.60% |      3.35% |      3.38% |      3.23%
    mpki                             |       0.02 |       0.05 |       0.05 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    6964746 |     222666 |     228699 |     356516 |     308658 |     190565 |     244721 |     220001
    num cache misses                 |       2989 |        173 |        180 |        173 |        175 |        171 |        173 |        171
    miss rate                        |      0.04% |      0.08% |      0.08% |      0.05% |      0.06% |      0.09% |      0.07% |      0.08%
    mpki                             |       0.07 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10244470 |    1385518 |    1398586 |    1303167 |    1340127 |    1325999 |    1421479 |    1373564
    num cache misses                 |      85271 |      52291 |      52338 |      53731 |      53193 |      51932 |      52753 |      52013
    miss rate                        |      0.83% |      3.77% |      3.74% |      4.12% |      3.97% |      3.92% |      3.71% |      3.79%
    mpki                             |       1.91 |       8.79 |       8.74 |      10.94 |      10.10 |       9.01 |       8.72 |       8.79
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      91049 |      52935 |      52967 |      54606 |      55059 |      53521 |      54512 |      53694
    num cache misses                 |      71323 |      46825 |      46812 |      47456 |      47478 |      46629 |      47211 |      46762
    miss rate                        |     78.33% |     88.46% |     88.38% |     86.91% |     86.23% |     87.12% |     86.61% |     87.09%
    mpki                             |       1.60 |       7.87 |       7.82 |       9.67 |       9.01 |       8.09 |       7.80 |       7.90
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      74519 |      47330 |      47296 |      48193 |      49203 |      48075 |      48825 |      48277
    num cache misses                 |      50775 |      26710 |      26611 |      27064 |      28530 |      27902 |      28380 |      28170
    miss rate                        |     68.14% |     56.43% |     56.26% |     56.16% |     57.98% |     58.04% |     58.13% |     58.35%
    mpki                             |       1.14 |       4.49 |       4.44 |       5.51 |       5.41 |       4.84 |       4.69 |       4.76
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19883 |          0 |          0 |          0 |      19817 |          0 |          0 |          0
  average dram access latency (ns)   |      61.54 |        inf |        inf |        inf |      61.56 |        inf |        inf |        inf
  average dram queueing delay        |       0.29 |       0.00 |       0.00 |       0.00 |       0.31 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10766 |        513 |        536 |        584 |        403 |        393 |        423 |        386
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       7898 |       7463 |       7305 |       7618 |       9009 |       8676 |       8853 |       8686
