                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   11227831 |    3088591 |    3388475 |    2855238 |    3000180 |    3320357
  Cycles                             |   32138000 |   32138000 |   32138000 |   32138000 |    8034500 |    8034500
  IPC                                |       0.35 |       0.10 |       0.11 |       0.09 |       0.37 |       0.41
  Time (ns)                          |    8034500 |    8034500 |    8034500 |    8034500 |    8034500 |    8034500
  Idle time (ns)                     |       1537 |    6091392 |    6092592 |    6092578 |    6062680 |    6063056
  Idle time (%)                      |       0.0% |      75.8% |      75.8% |      75.8% |      75.5% |      75.5%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1364319 |     922941 |    1048661 |     824904 |     892610 |    1026303
  num incorrect                      |      80093 |      11264 |       7062 |      14518 |      11502 |       7066
  misprediction rate                 |      5.55% |      1.21% |      0.67% |      1.73% |      1.27% |      0.68%
  mpki                               |       7.13 |       3.65 |       2.08 |       5.08 |       3.83 |       2.13
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    1316808 |      93867 |      65244 |     113696 |      93820 |      66161
    num misses                       |        178 |         29 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.02% |      0.03% |      0.04%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    2766494 |     659677 |     688223 |     636290 |     643753 |     676923
    num misses                       |       2094 |        139 |        132 |        172 |        136 |        133
    miss rate                        |      0.08% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02%
    mpki                             |       0.19 |       0.05 |       0.04 |       0.06 |       0.05 |       0.04
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2272 |        168 |        159 |        199 |        163 |        160
    num misses                       |        615 |        134 |        130 |        146 |        133 |        131
    miss rate                        |     27.07% |     79.76% |     81.76% |     73.37% |     81.60% |     81.88%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    1316808 |      93867 |      65244 |     113696 |      93820 |      66161
    num cache misses                 |       2789 |        179 |        171 |        173 |        171 |        171
    miss rate                        |      0.21% |      0.19% |      0.26% |      0.15% |      0.18% |      0.26%
    mpki                             |       0.25 |       0.06 |       0.05 |       0.06 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    2766494 |     659677 |     688223 |     636290 |     643753 |     676923
    num cache misses                 |      40852 |      16892 |      16587 |      16945 |      16894 |      16521
    miss rate                        |      1.48% |      2.56% |      2.41% |      2.66% |      2.62% |      2.44%
    mpki                             |       3.64 |       5.47 |       4.90 |       5.93 |       5.63 |       4.98
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      45795 |      17079 |      16759 |      17121 |      17068 |      16693
    num cache misses                 |      32107 |      15398 |      15237 |      15368 |      15402 |      15111
    miss rate                        |     70.11% |     90.16% |     90.92% |     89.76% |     90.24% |     90.52%
    mpki                             |       2.86 |       4.99 |       4.50 |       5.38 |       5.13 |       4.55
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      34537 |      15414 |      15242 |      15372 |      15409 |      15114
    num cache misses                 |      17322 |        764 |        697 |        782 |        807 |        730
    miss rate                        |     50.15% |      4.96% |      4.57% |      5.09% |      5.24% |      4.83%
    mpki                             |       1.54 |       0.25 |       0.21 |       0.27 |       0.27 |       0.22
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      21041 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.38 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.13 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10609 |        349 |        353 |        340 |        402 |        380
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
