                                     | Core 0     | Core 1    
  Instructions                       |   12315134 |    3970395
  Cycles                             |   10904400 |   10904400
  IPC                                |       1.13 |       0.36
  Time (ns)                          |    2726100 |    2726100
  Idle time (ns)                     |       1310 |    1799925
  Idle time (%)                      |       0.0% |      66.0%
Branch predictor stats               |            |           
  num correct                        |    1548922 |    1013830
  num incorrect                      |      97897 |      32090
  misprediction rate                 |      5.94% |      3.07%
  mpki                               |       7.95 |       8.08
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1470756 |     276912
    num misses                       |        176 |         29
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3206108 |    1085004
    num misses                       |       1573 |        204
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.13 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1749 |        233
    num misses                       |        596 |        171
    miss rate                        |     34.08% |     73.39%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1470756 |     276912
    num cache misses                 |       2779 |        180
    miss rate                        |      0.19% |      0.07%
    mpki                             |       0.23 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3206108 |    1085004
    num cache misses                 |      58160 |      35098
    miss rate                        |      1.81% |      3.23%
    mpki                             |       4.72 |       8.84
  Cache L2                           |            |           
    num cache accesses               |      63097 |      35279
    num cache misses                 |      43874 |      28329
    miss rate                        |     69.53% |     80.30%
    mpki                             |       3.56 |       7.14
  Cache L3                           |            |           
    num cache accesses               |      46115 |      28360
    num cache misses                 |      18495 |       2081
    miss rate                        |     40.11% |      7.34%
    mpki                             |       1.50 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      20560 |          0
  average dram access latency (ns)   |      62.02 |        inf
  average dram queueing delay        |       0.77 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11085 |        931
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
