                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   44215174 |   43395983 |   43786889 |   43745171 |   37877631 |   37811148 |   37712420 |   37736464 |   43515147 |   43348186 |   43276775 |   43240443 |   37362598 |   37345779 |   37266650 |   37202062
  Cycles                             |   51512700 |   51512700 |   51512700 |   51512700 |   39078600 |   39078600 |   39078600 |   39078600 |   51512700 |   51512700 |   51512700 |   51512700 |   39078600 |   39078600 |   39078600 |   39078600
  IPC                                |       0.86 |       0.84 |       0.85 |       0.85 |       0.97 |       0.97 |       0.97 |       0.97 |       0.84 |       0.84 |       0.84 |       0.84 |       0.96 |       0.96 |       0.95 |       0.95
  Time (ns)                          |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000 |   17763000
  Idle time (ns)                     |        216 |     319565 |     323680 |     326328 |     328936 |     331568 |     334175 |     336821 |     339429 |     342062 |     344664 |     347310 |     349907 |     352545 |     355152 |     357790
  Idle time (%)                      |       0.0% |       1.8% |       1.8% |       1.8% |       1.9% |       1.9% |       1.9% |       1.9% |       1.9% |       1.9% |       1.9% |       2.0% |       2.0% |       2.0% |       2.0% |       2.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4814259 |    4701986 |    4822444 |    4812855 |    3198086 |    3185145 |    3161715 |    3162896 |    4756671 |    4727934 |    4711399 |    4703983 |    3089002 |    3085233 |    3066437 |    3050116
  num incorrect                      |      13002 |       2785 |       2887 |       2986 |       2652 |       2711 |       2801 |       2863 |       3547 |       3595 |       4485 |       4678 |       4454 |       4547 |       4784 |       5095
  misprediction rate                 |      0.27% |      0.06% |      0.06% |      0.06% |      0.08% |      0.09% |      0.09% |      0.09% |      0.07% |      0.08% |      0.10% |      0.10% |      0.14% |      0.15% |      0.16% |      0.17%
  mpki                               |       0.29 |       0.06 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.08 |       0.08 |       0.08 |       0.10 |       0.11 |       0.12 |       0.12 |       0.13 |       0.14
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5260944 |    5172012 |    5167013 |    5181128 |    5064638 |    5069288 |    5081060 |    5115174 |    5262638 |    5235905 |    5241976 |    5257918 |    5133723 |    5153583 |    5157056 |    5195675
    num misses                       |        131 |         21 |         23 |         23 |         23 |         23 |         23 |         23 |         21 |         21 |         23 |         21 |         21 |         21 |         23 |         23
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15452513 |   15014759 |   15038219 |   15029137 |   13982306 |   13955145 |   13932340 |   13964629 |   14992533 |   14898395 |   14869447 |   14859596 |   13799844 |   13799553 |   13767723 |   13783115
    num misses                       |     650245 |     643208 |     642633 |     642304 |     643477 |     643595 |     642984 |     643625 |     642434 |     642188 |     643419 |     642260 |     642561 |     644521 |     640051 |     642526
    miss rate                        |      4.21% |      4.28% |      4.27% |      4.27% |      4.60% |      4.61% |      4.62% |      4.61% |      4.29% |      4.31% |      4.33% |      4.32% |      4.66% |      4.67% |      4.65% |      4.66%
    mpki                             |      14.71 |      14.82 |      14.68 |      14.68 |      16.99 |      17.02 |      17.05 |      17.06 |      14.76 |      14.81 |      14.87 |      14.85 |      17.20 |      17.26 |      17.17 |      17.27
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     650376 |     643229 |     642656 |     642327 |     643500 |     643618 |     643007 |     643648 |     642455 |     642209 |     643442 |     642281 |     642582 |     644542 |     640074 |     642549
    num misses                       |     264470 |     263259 |     260376 |     263331 |     263088 |     261740 |     264184 |     265717 |     263543 |     260923 |     263754 |     263412 |     264843 |     263117 |     260262 |     260170
    miss rate                        |     40.66% |     40.93% |     40.52% |     41.00% |     40.88% |     40.67% |     41.09% |     41.28% |     41.02% |     40.63% |     40.99% |     41.01% |     41.22% |     40.82% |     40.66% |     40.49%
    mpki                             |       5.98 |       6.07 |       5.95 |       6.02 |       6.95 |       6.92 |       7.01 |       7.04 |       6.06 |       6.02 |       6.09 |       6.09 |       7.09 |       7.05 |       6.98 |       6.99
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5260944 |    5172012 |    5167013 |    5181128 |    5064638 |    5069288 |    5081060 |    5115174 |    5262638 |    5235905 |    5241976 |    5257918 |    5133723 |    5153583 |    5157056 |    5195675
    num cache misses                 |       2421 |        189 |        199 |        312 |        793 |        760 |        772 |        819 |        230 |        263 |        172 |        210 |        778 |        772 |        782 |        875
    miss rate                        |      0.05% |      0.00% |      0.00% |      0.01% |      0.02% |      0.01% |      0.02% |      0.02% |      0.00% |      0.01% |      0.00% |      0.00% |      0.02% |      0.01% |      0.02% |      0.02%
    mpki                             |       0.05 |       0.00 |       0.00 |       0.01 |       0.02 |       0.02 |       0.02 |       0.02 |       0.01 |       0.01 |       0.00 |       0.00 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15452513 |   15014759 |   15038219 |   15029137 |   13982306 |   13955145 |   13932340 |   13964629 |   14992533 |   14898395 |   14869447 |   14859596 |   13799844 |   13799553 |   13767723 |   13783115
    num cache misses                 |     418531 |     409129 |     411084 |     410921 |     520453 |     522536 |     525717 |     518500 |     407868 |     407357 |     404529 |     404945 |     519641 |     519929 |     513969 |     513935
    miss rate                        |      2.71% |      2.72% |      2.73% |      2.73% |      3.72% |      3.74% |      3.77% |      3.71% |      2.72% |      2.73% |      2.72% |      2.73% |      3.77% |      3.77% |      3.73% |      3.73%
    mpki                             |       9.47 |       9.43 |       9.39 |       9.39 |      13.74 |      13.82 |      13.94 |      13.74 |       9.37 |       9.40 |       9.35 |       9.36 |      13.91 |      13.92 |      13.79 |      13.81
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     489664 |     472282 |     474054 |     474128 |     584241 |     584766 |     589290 |     585340 |     474676 |     470392 |     468226 |     468757 |     580403 |     581913 |     576406 |     579823
    num cache misses                 |     173268 |     162142 |     163430 |     165173 |     242467 |     243264 |     242503 |     242753 |     163913 |     166481 |     165563 |     167852 |     241303 |     240115 |     240620 |     242803
    miss rate                        |     35.39% |     34.33% |     34.47% |     34.84% |     41.50% |     41.60% |     41.15% |     41.47% |     34.53% |     35.39% |     35.36% |     35.81% |     41.58% |     41.26% |     41.74% |     41.88%
    mpki                             |       3.92 |       3.74 |       3.73 |       3.78 |       6.40 |       6.43 |       6.43 |       6.43 |       3.77 |       3.84 |       3.83 |       3.88 |       6.46 |       6.43 |       6.46 |       6.53
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     272772 |     255382 |     256186 |     257378 |     305429 |     304521 |     304984 |     308376 |     260645 |     258297 |     258225 |     260628 |     301105 |     300991 |     301935 |     307251
    num cache misses                 |      97630 |      83607 |      82327 |      82245 |      79436 |      79694 |      81028 |      92219 |      89400 |      83328 |      82744 |      85211 |      77310 |      77160 |      79342 |      91966
    miss rate                        |     35.79% |     32.74% |     32.14% |     31.95% |     26.01% |     26.17% |     26.57% |     29.90% |     34.30% |     32.26% |     32.04% |     32.69% |     25.68% |     25.64% |     26.28% |     29.93%
    mpki                             |       2.21 |       1.93 |       1.88 |       1.88 |       2.10 |       2.11 |       2.15 |       2.44 |       2.05 |       1.92 |       1.91 |       1.97 |       2.07 |       2.07 |       2.13 |       2.47
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      73948 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      73835 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    7638.77 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |    7651.60 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
