                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   11215288 |    3062528 |    3001084 |    3084504 |    2748653 |    3092573 |    3064953 |    2961537 |    2585486 |    3010195 |    3069330 |    3047392 |    2855508 |    3025451 |    3068849 |    3042542
  Cycles                             |   29999600 |   29999600 |   29999600 |   29999600 |    7499900 |    7499900 |    7499900 |    7499900 |   29999600 |   29999600 |   29999600 |   29999600 |    7499900 |    7499900 |    7499900 |    7499900
  IPC                                |       0.37 |       0.10 |       0.10 |       0.10 |       0.37 |       0.41 |       0.41 |       0.39 |       0.09 |       0.10 |       0.10 |       0.10 |       0.38 |       0.40 |       0.41 |       0.41
  Time (ns)                          |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900 |    7499900
  Idle time (ns)                     |       1448 |    6233306 |    6234013 |    6234396 |    6204393 |    6204677 |    6205143 |    6205524 |    6235706 |    6235949 |    6236366 |    6236731 |    6206942 |    6207301 |    6207584 |    6208159
  Idle time (%)                      |       0.0% |      83.1% |      83.1% |      83.1% |      82.7% |      82.7% |      82.7% |      82.7% |      83.1% |      83.1% |      83.2% |      83.2% |      82.8% |      82.8% |      82.8% |      82.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1309483 |     984716 |     962283 |     995921 |     859987 |    1004649 |     991228 |     949370 |     788422 |     965074 |     987751 |     980040 |     902221 |     974842 |     993416 |     982402
  num incorrect                      |      77239 |       3327 |       3889 |       2767 |       6896 |       1881 |       2549 |       3900 |       9725 |       3945 |       3355 |       3589 |       5674 |       3156 |       2508 |       2793
  misprediction rate                 |      5.57% |      0.34% |      0.40% |      0.28% |      0.80% |      0.19% |      0.26% |      0.41% |      1.22% |      0.41% |      0.34% |      0.36% |      0.62% |      0.32% |      0.25% |      0.28%
  mpki                               |       6.89 |       1.09 |       1.30 |       0.90 |       2.51 |       0.61 |       0.83 |       1.32 |       3.76 |       1.31 |       1.09 |       1.18 |       1.99 |       1.04 |       0.82 |       0.92
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1221744 |      31285 |      33945 |      27786 |      51325 |      21347 |      25374 |      33842 |      71862 |      34415 |      30632 |      31136 |      45249 |      28913 |      24959 |      26860
    num misses                       |        173 |         26 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.08% |      0.08% |      0.10% |      0.05% |      0.12% |      0.10% |      0.08% |      0.04% |      0.08% |      0.08% |      0.08% |      0.06% |      0.09% |      0.10% |      0.10%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2417198 |     557906 |     550919 |     559250 |     523312 |     555403 |     554492 |     543099 |     510049 |     551293 |     559529 |     555677 |     534489 |     550611 |     554611 |     551826
    num misses                       |       1433 |        145 |        138 |        136 |        131 |        135 |        136 |        126 |        133 |        134 |        136 |        127 |        127 |        121 |        119 |        124
    miss rate                        |      0.06% |      0.03% |      0.03% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1606 |        171 |        164 |        164 |        157 |        161 |        162 |        152 |        159 |        160 |        162 |        153 |        153 |        147 |        145 |        150
    num misses                       |        603 |        139 |        134 |        131 |        132 |        138 |        139 |        136 |        132 |        137 |        138 |        135 |        131 |        128 |        126 |        128
    miss rate                        |     37.55% |     81.29% |     81.71% |     79.88% |     84.08% |     85.71% |     85.80% |     89.47% |     83.02% |     85.62% |     85.19% |     88.24% |     85.62% |     87.07% |     86.90% |     85.33%
    mpki                             |       0.05 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1221744 |      31285 |      33945 |      27786 |      51325 |      21347 |      25374 |      33842 |      71862 |      34415 |      30632 |      31136 |      45249 |      28913 |      24959 |      26860
    num cache misses                 |       2734 |        187 |        187 |        194 |        186 |        186 |        185 |        185 |        187 |        185 |        185 |        185 |        185 |        185 |        185 |        186
    miss rate                        |      0.22% |      0.60% |      0.55% |      0.70% |      0.36% |      0.87% |      0.73% |      0.55% |      0.26% |      0.54% |      0.60% |      0.59% |      0.41% |      0.64% |      0.74% |      0.69%
    mpki                             |       0.24 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2417198 |     557906 |     550919 |     559250 |     523312 |     555403 |     554492 |     543099 |     510049 |     551293 |     559529 |     555677 |     534489 |     550611 |     554611 |     551826
    num cache misses                 |      32506 |       6932 |       7069 |       6907 |       7165 |       6846 |       6838 |       6878 |       7312 |       6923 |       6915 |       6858 |       7050 |       6935 |       6751 |       6907
    miss rate                        |      1.34% |      1.24% |      1.28% |      1.24% |      1.37% |      1.23% |      1.23% |      1.27% |      1.43% |      1.26% |      1.24% |      1.23% |      1.32% |      1.26% |      1.22% |      1.25%
    mpki                             |       2.90 |       2.26 |       2.36 |       2.24 |       2.61 |       2.21 |       2.23 |       2.32 |       2.83 |       2.30 |       2.25 |       2.25 |       2.47 |       2.29 |       2.20 |       2.27
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      37397 |       7179 |       7319 |       7138 |       7466 |       7069 |       7069 |       7132 |       7814 |       7319 |       7303 |       7244 |       7479 |       7319 |       7126 |       7290
    num cache misses                 |      24144 |       6812 |       6913 |       6803 |       6936 |       6801 |       6770 |       6864 |       7033 |       6827 |       6815 |       6861 |       6916 |       6857 |       6698 |       6821
    miss rate                        |     64.56% |     94.89% |     94.45% |     95.31% |     92.90% |     96.21% |     95.77% |     96.24% |     90.01% |     93.28% |     93.32% |     94.71% |     92.47% |     93.69% |     93.99% |     93.57%
    mpki                             |       2.15 |       2.22 |       2.30 |       2.21 |       2.52 |       2.20 |       2.21 |       2.32 |       2.72 |       2.27 |       2.22 |       2.25 |       2.42 |       2.27 |       2.18 |       2.24
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      27036 |       6872 |       6976 |       6840 |       7051 |       6838 |       6816 |       6933 |       7352 |       7038 |       7018 |       7064 |       7159 |       7056 |       6888 |       7019
    num cache misses                 |      20639 |       3494 |       3516 |       3448 |       3577 |       3455 |       3536 |       3550 |       3954 |       3877 |       3948 |       3799 |       3885 |       3736 |       3757 |       3850
    miss rate                        |     76.34% |     50.84% |     50.40% |     50.41% |     50.73% |     50.53% |     51.88% |     51.20% |     53.78% |     55.09% |     56.26% |     53.78% |     54.27% |     52.95% |     54.54% |     54.85%
    mpki                             |       1.84 |       1.14 |       1.17 |       1.12 |       1.30 |       1.12 |       1.15 |       1.20 |       1.53 |       1.29 |       1.29 |       1.25 |       1.36 |       1.23 |       1.22 |       1.27
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      11234 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      11180 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.51 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.42 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.26 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10218 |         89 |         81 |         78 |         79 |         67 |         69 |         82 |         50 |         73 |         74 |         55 |         62 |         60 |         51 |         56
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1197 |       1055 |       1134 |       1081 |       1162 |       1072 |       1047 |       1061 |       1521 |       1456 |       1367 |       1335 |       1425 |       1328 |       1351 |       1378
