                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  138140121 |  139710292 |  140345545 |  139371964 |  143382018 |  143505984 |  143240250 |  143465326 |  141510141 |  139763242 |  141228663 |  142484809 |  145056738 |  145090246 |  145997278 |  145012263
  Cycles                             |   66058800 |   66058800 |   66058800 |   66058800 |   88078400 |   88078400 |   88078400 |   88078400 |   66058800 |   66058800 |   66058800 |   66058800 |   88078400 |   88078400 |   88078400 |   88078400
  IPC                                |       2.09 |       2.11 |       2.12 |       2.11 |       1.63 |       1.63 |       1.63 |       1.63 |       2.14 |       2.12 |       2.14 |       2.16 |       1.65 |       1.65 |       1.66 |       1.65
  Time (ns)                          |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600 |   22019600
  Idle time (ns)                     |    1614051 |    1628885 |    1401919 |    1395877 |    1244070 |    1146022 |    1001027 |     903087 |     856232 |     767364 |     676392 |     585240 |     412731 |     316931 |     317065 |     485325
  Idle time (%)                      |       7.3% |       7.4% |       6.4% |       6.3% |       5.6% |       5.2% |       4.5% |       4.1% |       3.9% |       3.5% |       3.1% |       2.7% |       1.9% |       1.4% |       1.4% |       2.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   24549540 |   24765690 |   24669954 |   25002821 |   26384127 |   26542542 |   26021623 |   26421432 |   25516770 |   25079610 |   24789671 |   25407032 |   26289893 |   26429502 |   26381331 |   26577236
  num incorrect                      |      91885 |      91975 |      99146 |     104257 |     107214 |     108734 |     112599 |     111871 |     112819 |     112616 |     114253 |     111342 |     109584 |     107154 |     104782 |      97341
  misprediction rate                 |      0.37% |      0.37% |      0.40% |      0.42% |      0.40% |      0.41% |      0.43% |      0.42% |      0.44% |      0.45% |      0.46% |      0.44% |      0.42% |      0.40% |      0.40% |      0.36%
  mpki                               |       0.67 |       0.66 |       0.71 |       0.75 |       0.75 |       0.76 |       0.79 |       0.78 |       0.80 |       0.81 |       0.81 |       0.78 |       0.76 |       0.74 |       0.72 |       0.67
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5270253 |    5304297 |    5455304 |    5223619 |    5254365 |    5245532 |    5406368 |    5336173 |    5473906 |    5442001 |    5759169 |    5700801 |    5673173 |    5716100 |    5863176 |    5637850
    num misses                       |        367 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
