                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5     
  Instructions                       |  3356351372 |  3380881498 |  3381744775 |  3366697402 |  3408716579 |  3412832476
  Cycles                             |  1180280000 |  1180280000 |  1180280000 |  1180280000 |  1180280000 |  1180280000
  IPC                                |        2.84 |        2.86 |        2.87 |        2.85 |        2.89 |        2.89
  Time (ns)                          |   295070000 |   295070000 |   295070000 |   295070000 |   295070000 |   295070000
  Idle time (ns)                     |         388 |      255033 |      256298 |      257314 |      258316 |      259273
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |            
  num correct                        |    17421618 |    26050757 |    26337956 |    21321375 |   305929514 |   307301275
  num incorrect                      |       63794 |       53662 |       53852 |       53456 |       44968 |       45170
  misprediction rate                 |       0.36% |       0.21% |       0.20% |       0.25% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |            
    num accesses                     |   315253015 |   314954114 |   314953923 |   314953923 |   237626701 |   237626704
    num misses                       |         416 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |            
    num accesses                     |  1541963673 |  1545273201 |  1545417670 |  1542911749 |  1308921114 |  1309607100
    num misses                       |     1911306 |     1942191 |     1886269 |     1869714 |     1426277 |     1407691
    miss rate                        |       0.12% |       0.13% |       0.12% |       0.12% |       0.11% |       0.11%
    mpki                             |        0.57 |        0.57 |        0.56 |        0.56 |        0.42 |        0.41
  L2 TLB                             |             |             |             |             |             |            
    num accesses                     |     1911722 |     1942229 |     1886307 |     1869752 |     1426315 |     1407729
    num misses                       |       44394 |       49876 |       40216 |       35502 |       33665 |       36090
    miss rate                        |       2.32% |       2.57% |       2.13% |       1.90% |       2.36% |       2.56%
    mpki                             |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |            
    num cache accesses               |   315253015 |   314954114 |   314953923 |   314953923 |   237626701 |   237626704
    num cache misses                 |      277124 |      203399 |      207322 |      213944 |      197069 |      197839
    miss rate                        |       0.09% |       0.06% |       0.07% |       0.07% |       0.08% |       0.08%
    mpki                             |        0.08 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06
  Cache L1-D                         |             |             |             |             |             |            
    num cache accesses               |  1541963673 |  1545273201 |  1545417670 |  1542911749 |  1308921114 |  1309607100
    num cache misses                 |    52399297 |    51841252 |    51839451 |    51851059 |    39474590 |    39423657
    miss rate                        |       3.40% |       3.35% |       3.35% |       3.36% |       3.02% |       3.01%
    mpki                             |       15.61 |       15.33 |       15.33 |       15.40 |       11.58 |       11.55
  Cache L2                           |             |             |             |             |             |            
    num cache accesses               |    53069962 |    52448237 |    52424622 |    52670594 |    40290837 |    40080501
    num cache misses                 |     2497555 |     2172355 |     2197342 |     2468272 |     1919560 |     1954959
    miss rate                        |       4.71% |       4.14% |       4.19% |       4.69% |       4.76% |       4.88%
    mpki                             |        0.74 |        0.64 |        0.65 |        0.73 |        0.56 |        0.57
  Cache L3                           |             |             |             |             |             |            
    num cache accesses               |     3070979 |     2793185 |     2811524 |     3300397 |     2896368 |     2699978
    num cache misses                 |      341668 |      274236 |      274098 |      723447 |      939883 |      639178
    miss rate                        |      11.13% |       9.82% |       9.75% |      21.92% |      32.45% |      23.67%
    mpki                             |        0.10 |        0.08 |        0.08 |        0.21 |        0.28 |        0.19
DRAM summary                         |             |             |             |             |             |            
  num dram accesses                  |       26280 |           0 |           0 |           0 |       26244 |           0
  average dram access latency (ns)   |      540.28 |         inf |         inf |         inf |      540.04 |         inf
  average dram queueing delay        |      479.03 |        0.00 |        0.00 |        0.00 |      478.79 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |            
  num loads from dram                |        6716 |         179 |         171 |         173 |           4 |          15
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      316026 |      267103 |      266792 |      716041 |      917024 |      617792
