                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11022771 |    3054936 |    3119071 |    2860603 |    3137772 |    2996200 |    2634827 |    3108809 |    2981091 |    2960834 |    3104332 |    3119923
  Cycles                             |   11132400 |   11132400 |   11132400 |   11132400 |    8349300 |    8349300 |   11132400 |   11132400 |    8349300 |   11132400 |    8349300 |   11132400
  IPC                                |       0.99 |       0.27 |       0.28 |       0.26 |       0.38 |       0.36 |       0.24 |       0.28 |       0.36 |       0.27 |       0.37 |       0.28
  Time (ns)                          |    2783100 |    2783100 |    2783100 |    2783100 |    2783100 |    2783100 |    2783100 |    2783100 |    2783100 |    2783100 |    2783100 |    2783100
  Idle time (ns)                     |       1495 |    2277632 |    2277692 |    2278018 |    2268207 |    2268123 |    2278324 |    2278309 |    2268404 |    2278725 |    2268729 |    2278734
  Idle time (%)                      |       0.1% |      81.8% |      81.8% |      81.9% |      81.5% |      81.5% |      81.9% |      81.9% |      81.5% |      81.9% |      81.5% |      81.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1339044 |     969105 |     994139 |     887869 |    1009849 |     950859 |     793801 |     990865 |     941429 |     928542 |     993525 |     996530
  num incorrect                      |      74637 |       4817 |       4112 |       7345 |       2623 |       4636 |      10583 |       4146 |       5133 |       6287 |       3522 |       3946
  misprediction rate                 |      5.28% |      0.49% |      0.41% |      0.82% |      0.26% |      0.49% |      1.32% |      0.42% |      0.54% |      0.67% |      0.35% |      0.39%
  mpki                               |       6.77 |       1.58 |       1.32 |       2.57 |       0.84 |       1.55 |       4.02 |       1.33 |       1.72 |       2.12 |       1.13 |       1.26
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1622649 |      19899 |      20174 |      24684 |      17708 |      19857 |      27909 |      19043 |      20837 |      22104 |      18367 |      19504
    num misses                       |        174 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.13% |      0.14% |      0.11% |      0.15% |      0.13% |      0.09% |      0.14% |      0.12% |      0.12% |      0.14% |      0.13%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2675896 |     577084 |     585824 |     559232 |     580949 |     566516 |     536537 |     583082 |     567369 |     568726 |     579518 |     583634
    num misses                       |       1517 |        132 |        127 |        157 |        146 |        134 |        129 |        130 |        133 |        168 |        146 |        125
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.03% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03% |      0.03% |      0.02%
    mpki                             |       0.14 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.06 |       0.05 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1691 |        158 |        155 |        183 |        172 |        160 |        155 |        156 |        159 |        194 |        172 |        151
    num misses                       |        580 |        133 |        128 |        132 |        129 |        138 |        137 |        137 |        137 |        137 |        136 |        134
    miss rate                        |     34.30% |     84.18% |     82.58% |     72.13% |     75.00% |     86.25% |     88.39% |     87.82% |     86.16% |     70.62% |     79.07% |     88.74%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1622649 |      19899 |      20174 |      24684 |      17708 |      19857 |      27909 |      19043 |      20837 |      22104 |      18367 |      19504
    num cache misses                 |       2862 |        176 |        182 |        175 |        175 |        174 |        174 |        173 |        173 |        173 |        174 |        173
    miss rate                        |      0.18% |      0.88% |      0.90% |      0.71% |      0.99% |      0.88% |      0.62% |      0.91% |      0.83% |      0.78% |      0.95% |      0.89%
    mpki                             |       0.26 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2675896 |     577084 |     585824 |     559232 |     580949 |     566516 |     536537 |     583082 |     567369 |     568726 |     579518 |     583634
    num cache misses                 |      34078 |       8895 |       8848 |       9321 |       8863 |       8945 |       9382 |       8912 |       8968 |       9033 |       8860 |       8779
    miss rate                        |      1.27% |      1.54% |      1.51% |      1.67% |      1.53% |      1.58% |      1.75% |      1.53% |      1.58% |      1.59% |      1.53% |      1.50%
    mpki                             |       3.09 |       2.91 |       2.84 |       3.26 |       2.82 |       2.99 |       3.56 |       2.87 |       3.01 |       3.05 |       2.85 |       2.81
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39200 |       9157 |       9101 |       9613 |       9093 |       9215 |       9913 |       9341 |       9419 |       9490 |       9285 |       9207
    num cache misses                 |      24115 |       8677 |       8659 |       8871 |       8626 |       8681 |       8965 |       8677 |       8681 |       8697 |       8631 |       8610
    miss rate                        |     61.52% |     94.76% |     95.14% |     92.28% |     94.86% |     94.21% |     90.44% |     92.89% |     92.16% |     91.64% |     92.96% |     93.52%
    mpki                             |       2.19 |       2.84 |       2.78 |       3.10 |       2.75 |       2.90 |       3.40 |       2.79 |       2.91 |       2.94 |       2.78 |       2.76
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      26895 |       8764 |       8730 |       8988 |       8682 |       8777 |       9323 |       8933 |       8961 |       8980 |       8882 |       8866
