                                     | Core 0      | Core 1     
  Instructions                       |  4387720532 |   449574577
  Cycles                             |  3442735580 |  3442735580
  IPC                                |        1.27 |        0.13
  Time (ns)                          |  1187150200 |  1187150200
  Idle time (ns)                     |      887616 |  1058683226
  Idle time (%)                      |        0.1% |       89.2%
Branch predictor stats               |             |            
  num correct                        |   178276756 |     8691174
  num incorrect                      |     6372718 |      292588
  misprediction rate                 |       3.45% |       3.26%
  mpki                               |        1.45 |        0.65
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   843554179 |    69634393
    num misses                       |         210 |          49
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  2615210252 |   284251116
    num misses                       |    15933021 |     2903569
    miss rate                        |       0.61% |       1.02%
    mpki                             |        3.63 |        6.46
  L2 TLB                             |             |            
    num accesses                     |    15933231 |     2903618
    num misses                       |     7952970 |     1544086
    miss rate                        |      49.91% |      53.18%
    mpki                             |        1.81 |        3.43
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   843554179 |    69634393
    num cache misses                 |     2654798 |        9664
    miss rate                        |       0.31% |       0.01%
    mpki                             |        0.61 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |  2615210252 |   284251116
    num cache misses                 |    23334734 |     2870175
    miss rate                        |       0.89% |       1.01%
    mpki                             |        5.32 |        6.38
  Cache L2                           |             |            
    num cache accesses               |    27212388 |     2880048
    num cache misses                 |    14743656 |     2075488
    miss rate                        |      54.18% |      72.06%
    mpki                             |        3.36 |        4.62
  Cache L3                           |             |            
    num cache accesses               |    15967322 |     2075697
    num cache misses                 |     5115151 |      968536
    miss rate                        |      32.04% |      46.66%
    mpki                             |        1.17 |        2.15
DRAM summary                         |             |            
  num dram accesses                  |     3435942 |     3434854
  average dram access latency (ns)   |       61.26 |       61.26
  average dram queueing delay        |        0.01 |        0.01
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     3595321 |      222773
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |      569535 |      483738
