                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  492857903 |   58169323 |   83346151 |  108504959 |  133674897 |  158833418 |  183997023 |  209168524 |  234336064 |  259492187 |  284660716 |  308031355
  Cycles                             |  738787180 |  560459240 |  738787180 |  738787180 |  738787180 |  560459240 |  560459240 |  560459240 |  738787180 |  560459240 |  560459240 |  738787180
  IPC                                |       0.67 |       0.10 |       0.11 |       0.15 |       0.18 |       0.28 |       0.33 |       0.37 |       0.32 |       0.46 |       0.51 |       0.42
  Time (ns)                          |  254754200 |  254754200 |  254754200 |  254754200 |  254754200 |  254754200 |  254754200 |  254754200 |  254754200 |  254754200 |  254754200 |  254754200
  Idle time (ns)                     |   69970873 |  231987932 |  229391552 |  223040376 |  216681557 |  206498150 |  200429309 |  194448727 |  192037248 |  181447231 |  174736086 |  172526184
  Idle time (%)                      |      27.5% |      91.1% |      90.0% |      87.6% |      85.1% |      81.1% |      78.7% |      76.3% |      75.4% |      71.2% |      68.6% |      67.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   76985393 |    9017631 |   11814254 |   14612954 |   17404948 |   20196638 |   23001739 |   25790578 |   28586396 |   31382963 |   34176198 |   36375090
  num incorrect                      |     567340 |     587157 |     589548 |     585386 |     589824 |     591641 |     583988 |     591115 |     592151 |     589442 |     592176 |     591372
  misprediction rate                 |      0.73% |      6.11% |      4.75% |      3.85% |      3.28% |      2.85% |      2.48% |      2.24% |      2.03% |      1.84% |      1.70% |      1.60%
  mpki                               |       1.15 |      10.09 |       7.07 |       5.40 |       4.41 |       3.72 |       3.17 |       2.83 |       2.53 |       2.27 |       2.08 |       1.92
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      42980 |    5592734 |   11185138 |   16777653 |   22370057 |   27962324 |   33554617 |   39147021 |   44739536 |   50331940 |   55924361 |   61516759
    num misses                       |        109 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.25% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   43794902 |    6201412 |    6202818 |    6202301 |    6202416 |    6200672 |    6200980 |    6200862 |    6201503 |    6200331 |    6200235 |    5901181
    num misses                       |   36021924 |    2768600 |    2779617 |    2774890 |    2784303 |    2779614 |    2769091 |    2779438 |    2783410 |    2785026 |    2785807 |    2779541
    miss rate                        |     82.25% |     44.64% |     44.81% |     44.74% |     44.89% |     44.83% |     44.66% |     44.82% |     44.88% |     44.92% |     44.93% |     47.10%
    mpki                             |      73.09 |      47.60 |      33.35 |      25.57 |      20.83 |      17.50 |      15.05 |      13.29 |      11.88 |      10.73 |       9.79 |       9.02
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   36022033 |    2768616 |    2779633 |    2774906 |    2784319 |    2779630 |    2769107 |    2779454 |    2783426 |    2785042 |    2785823 |    2779557
    num misses                       |   34729687 |    2664679 |    2685761 |    2681061 |    2696030 |    2690107 |    2670630 |    2687928 |    2696138 |    2699471 |    2702721 |    2687714
    miss rate                        |     96.41% |     96.25% |     96.62% |     96.62% |     96.83% |     96.78% |     96.44% |     96.71% |     96.86% |     96.93% |     97.02% |     96.70%
    mpki                             |      70.47 |      45.81 |      32.22 |      24.71 |      20.17 |      16.94 |      14.51 |      12.85 |      11.51 |      10.40 |       9.49 |       8.73
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      42980 |    5592734 |   11185138 |   16777653 |   22370057 |   27962324 |   33554617 |   39147021 |   44739536 |   50331940 |   55924361 |   61516759
    num cache misses                 |       1893 |        108 |        129 |        153 |        184 |        210 |        232 |        254 |         94 |        108 |        131 |        151
    miss rate                        |      4.40% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
