                                     | Core 0     | Core 1    
  Instructions                       |   18528045 |   18260511
  Cycles                             |   20466000 |   20466000
  IPC                                |       0.91 |       0.89
  Time (ns)                          |    5116500 |    5116500
  Idle time (ns)                     |        152 |     186074
  Idle time (%)                      |       0.0% |       3.6%
Branch predictor stats               |            |           
  num correct                        |    1463448 |    1455104
  num incorrect                      |       7380 |       3809
  misprediction rate                 |      0.50% |      0.26%
  mpki                               |       0.40 |       0.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1218245 |    1147660
    num misses                       |        119 |         24
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6884659 |    6699556
    num misses                       |      29035 |      23646
    miss rate                        |      0.42% |      0.35%
    mpki                             |       1.57 |       1.29
  L2 TLB                             |            |           
    num accesses                     |      29154 |      23670
    num misses                       |        582 |        312
    miss rate                        |      2.00% |      1.32%
    mpki                             |       0.03 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1218245 |    1147660
    num cache misses                 |       2104 |        178
    miss rate                        |      0.17% |      0.02%
    mpki                             |       0.11 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |    6884659 |    6699556
    num cache misses                 |     261801 |     250892
    miss rate                        |      3.80% |      3.74%
    mpki                             |      14.13 |      13.74
  Cache L2                           |            |           
    num cache accesses               |     287162 |     271683
    num cache misses                 |      60670 |      50884
    miss rate                        |     21.13% |     18.73%
    mpki                             |       3.27 |       2.79
  Cache L3                           |            |           
    num cache accesses               |      94544 |      83189
    num cache misses                 |      13321 |       4289
    miss rate                        |     14.09% |      5.16%
    mpki                             |       0.72 |       0.23
DRAM summary                         |            |           
  num dram accesses                  |      17607 |          0
  average dram access latency (ns)   |     418.47 |        inf
  average dram queueing delay        |     357.22 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6322 |         83
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
