                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  271037669 |  271107933 |  265420506 |  271599111 |          0 |          0 |          0 |          0 |  267481809 |  267297861 |  272927086 |  267468986 |          0 |          0 |          0 |          0
  Cycles                             |  247140030 |  247140030 |  247140030 |  247140030 |  187485540 |  187485540 |  187485540 |  187485540 |  247140030 |  247140030 |  247140030 |  247140030 |  187485540 |  187485540 |  187485540 |  187485540
  IPC                                |       1.10 |       1.10 |       1.07 |       1.10 |       0.00 |       0.00 |       0.00 |       0.00 |       1.08 |       1.08 |       1.10 |       1.08 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700 |   85220700
  Idle time (ns)                     |     592021 |     749475 |    2414536 |    2783397 |   85220700 |   85220700 |   85220700 |   85220700 |    2468840 |    1841343 |    1332109 |     812953 |   85220700 |   85220700 |   85220700 |   85220700
  Idle time (%)                      |       0.7% |       0.9% |       2.8% |       3.3% |     100.0% |     100.0% |     100.0% |     100.0% |       2.9% |       2.2% |       1.6% |       1.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   45543258 |   45591475 |   43948255 |   45792982 |          0 |          0 |          0 |          0 |   45179366 |   44932919 |   46484214 |   44223343 |          0 |          0 |          0 |          0
  num incorrect                      |    1279013 |    1249558 |    1248761 |    1226722 |          0 |          0 |          0 |          0 |    1256930 |    1282550 |    1276037 |    1298397 |          0 |          0 |          0 |          0
  misprediction rate                 |      2.73% |      2.67% |      2.76% |      2.61% |      0.00% |      0.00% |      0.00% |      0.00% |      2.71% |      2.78% |      2.67% |      2.85% |      0.00% |      0.00% |      0.00% |      0.00%
