                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   44599932 |    5898915 |    5945940 |    4813378 |    5227202 |    5721491 |    5967524 |    5897089
  Cycles                             |   29264200 |   29264200 |   29264200 |   29264200 |   29264200 |   29264200 |   29264200 |   29264200
  IPC                                |       1.52 |       0.20 |       0.20 |       0.16 |       0.18 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   29264200 |   29264200 |   29264200 |   29264200 |   29264200 |   29264200 |   29264200 |   29264200
  Idle time (ns)                     |       1405 |   25546538 |   25491229 |   25428805 |   25427892 |   25755837 |   25428584 |   25576750
  Idle time (%)                      |       0.0% |      87.3% |      87.1% |      86.9% |      86.9% |      88.0% |      86.9% |      87.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    4925943 |    1694215 |    1700518 |    1211931 |    1381021 |    1668273 |    1695722 |    1700936
  num incorrect                      |     344645 |      25748 |      27273 |      46608 |      40544 |      20001 |      29483 |      25134
  misprediction rate                 |      6.54% |      1.50% |      1.58% |      3.70% |      2.85% |      1.18% |      1.71% |      1.46%
  mpki                               |       7.73 |       4.36 |       4.59 |       9.68 |       7.76 |       3.50 |       4.94 |       4.26
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5273280 |     239019 |     248455 |     359223 |     333541 |     204487 |     264998 |     232326
    num misses                       |        185 |         29 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10229997 |    1377697 |    1391224 |    1288252 |    1333325 |    1319892 |    1406124 |    1370771
    num misses                       |      10563 |       9120 |       9134 |       9167 |       9136 |       9148 |       9118 |       9112
    miss rate                        |      0.10% |      0.66% |      0.66% |      0.71% |      0.69% |      0.69% |      0.65% |      0.66%
    mpki                             |       0.24 |       1.55 |       1.54 |       1.90 |       1.75 |       1.60 |       1.53 |       1.55
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      10748 |       9149 |       9161 |       9194 |       9163 |       9175 |       9145 |       9139
    num misses                       |        881 |        319 |        329 |        322 |        319 |        324 |        296 |        303
    miss rate                        |      8.20% |      3.49% |      3.59% |      3.50% |      3.48% |      3.53% |      3.24% |      3.32%
    mpki                             |       0.02 |       0.05 |       0.06 |       0.07 |       0.06 |       0.06 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5273280 |     239019 |     248455 |     359223 |     333541 |     204487 |     264998 |     232326
    num cache misses                 |       3408 |        213 |        199 |        218 |        217 |        192 |        196 |        193
    miss rate                        |      0.06% |      0.09% |      0.08% |      0.06% |      0.07% |      0.09% |      0.07% |      0.08%
    mpki                             |       0.08 |       0.04 |       0.03 |       0.05 |       0.04 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10229997 |    1377697 |    1391224 |    1288252 |    1333325 |    1319892 |    1406124 |    1370771
    num cache misses                 |      85163 |      52268 |      52266 |      53648 |      53149 |      51790 |      52578 |      52023
    miss rate                        |      0.83% |      3.79% |      3.76% |      4.16% |      3.99% |      3.92% |      3.74% |      3.80%
    mpki                             |       1.91 |       8.86 |       8.79 |      11.15 |      10.17 |       9.05 |       8.81 |       8.82
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      91266 |      52941 |      52918 |      54576 |      55046 |      53409 |      54362 |      53715
    num cache misses                 |      73544 |      46790 |      46796 |      47440 |      47517 |      46520 |      47084 |      46718
    miss rate                        |     80.58% |     88.38% |     88.43% |     86.92% |     86.32% |     87.10% |     86.61% |     86.97%
    mpki                             |       1.65 |       7.93 |       7.87 |       9.86 |       9.09 |       8.13 |       7.89 |       7.92
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      76587 |      47282 |      47290 |      48188 |      49233 |      47977 |      48696 |      48217
    num cache misses                 |      50478 |      26523 |      26529 |      26926 |      28410 |      27755 |      27925 |      28103
    miss rate                        |     65.91% |     56.10% |     56.10% |     55.88% |     57.71% |     57.85% |     57.35% |     58.28%
    mpki                             |       1.13 |       4.50 |       4.46 |       5.59 |       5.44 |       4.85 |       4.68 |       4.77
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19875 |          0 |          0 |          0 |      19814 |          0 |          0 |          0
  average dram access latency (ns)   |      61.31 |        inf |        inf |        inf |      61.30 |        inf |        inf |        inf
  average dram queueing delay        |       0.06 |       0.00 |       0.00 |       0.00 |       0.05 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10689 |        538 |        542 |        525 |        400 |        433 |        402 |        379
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       7874 |       7367 |       7282 |       7655 |       8949 |       8574 |       8791 |       8662
