                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   21626867 |    3886957 |    3950964 |    4172671 |    3947612 |    4038088 |    3426047 |    3566602
  Cycles                             |   16625600 |   16625600 |   16625600 |   16625600 |   16625600 |   16625600 |   16625600 |   16625600
  IPC                                |       1.30 |       0.23 |       0.24 |       0.25 |       0.24 |       0.24 |       0.21 |       0.21
  Time (ns)                          |    4156400 |    4156400 |    4156400 |    4156400 |    4156400 |    4156400 |    4156400 |    4156400
  Idle time (ns)                     |       1174 |    3434322 |    3434671 |    3434754 |    3434709 |    3434842 |    3434862 |    3434916
  Idle time (%)                      |       0.0% |      82.6% |      82.6% |      82.6% |      82.6% |      82.6% |      82.6% |      82.6%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    2454822 |    1145452 |    1175047 |    1267115 |    1172045 |    1209981 |     956079 |    1014750
  num incorrect                      |     162151 |      15136 |      14019 |      11061 |      14204 |      12998 |      21543 |      19357
  misprediction rate                 |      6.20% |      1.30% |      1.18% |      0.87% |      1.20% |      1.06% |      2.20% |      1.87%
  mpki                               |       7.50 |       3.89 |       3.55 |       2.65 |       3.60 |       3.22 |       6.29 |       5.43
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2549658 |     130883 |     124067 |     104171 |     127554 |     117564 |     168883 |     160218
    num misses                       |        176 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    5085342 |     854619 |     860613 |     882520 |     861382 |     869420 |     806679 |     822652
    num misses                       |       2335 |        843 |        884 |        869 |        877 |        868 |        852 |        769
    miss rate                        |      0.05% |      0.10% |      0.10% |      0.10% |      0.10% |      0.10% |      0.11% |      0.09%
    mpki                             |       0.11 |       0.22 |       0.22 |       0.21 |       0.22 |       0.21 |       0.25 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2511 |        870 |        911 |        896 |        904 |        895 |        879 |        796
    num misses                       |        682 |        191 |        189 |        195 |        189 |        179 |        186 |        180
    miss rate                        |     27.16% |     21.95% |     20.75% |     21.76% |     20.91% |     20.00% |     21.16% |     22.61%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2549658 |     130883 |     124067 |     104171 |     127554 |     117564 |     168883 |     160218
    num cache misses                 |       2735 |        172 |        172 |        171 |        173 |        171 |        171 |        170
    miss rate                        |      0.11% |      0.13% |      0.14% |      0.16% |      0.14% |      0.15% |      0.10% |      0.11%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    5085342 |     854619 |     860613 |     882520 |     861382 |     869420 |     806679 |     822652
    num cache misses                 |      53045 |      26095 |      26134 |      25934 |      26114 |      25980 |      26226 |      26287
    miss rate                        |      1.04% |      3.05% |      3.04% |      2.94% |      3.03% |      2.99% |      3.25% |      3.20%
    mpki                             |       2.45 |       6.71 |       6.61 |       6.22 |       6.62 |       6.43 |       7.65 |       7.37
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      58228 |      26525 |      26553 |      26312 |      27074 |      26894 |      27277 |      27291
    num cache misses                 |      42816 |      23788 |      23842 |      23717 |      23824 |      23760 |      23950 |      23965
    miss rate                        |     73.53% |     89.68% |     89.79% |     90.14% |     88.00% |     88.35% |     87.80% |     87.81%
    mpki                             |       1.98 |       6.12 |       6.03 |       5.68 |       6.04 |       5.88 |       6.99 |       6.72
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      45632 |      24067 |      24106 |      23945 |      24626 |      24506 |      24830 |      24805
    num cache misses                 |      32712 |      13399 |      13443 |      13380 |      14609 |      14172 |      14282 |      14305
    miss rate                        |     71.69% |     55.67% |     55.77% |     55.88% |     59.32% |     57.83% |     57.52% |     57.67%
    mpki                             |       1.51 |       3.45 |       3.40 |       3.21 |       3.70 |       3.51 |       4.17 |       4.01
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13741 |          0 |          0 |          0 |      13666 |          0 |          0 |          0
  average dram access latency (ns)   |      61.47 |        inf |        inf |        inf |      61.45 |        inf |        inf |        inf
  average dram queueing delay        |       0.22 |       0.00 |       0.00 |       0.00 |       0.20 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10514 |        264 |        278 |        287 |        214 |        192 |        218 |        205
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3915 |       3787 |       3834 |       3819 |       4608 |       4511 |       4669 |       4549
