                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   98647261 |   95655899 |   95597308 |   96837063 |  132318722 |  131990863
  Cycles                             |  111116300 |  111116300 |  111116300 |  111116300 |  111116300 |  111116300
  IPC                                |       0.89 |       0.86 |       0.86 |       0.87 |       1.19 |       1.19
  Time (ns)                          |  111116300 |  111116300 |  111116300 |  111116300 |  111116300 |  111116300
  Idle time (ns)                     |       9322 |     399058 |     400345 |     400422 |    3298965 |    3345297
  Idle time (%)                      |       0.0% |       0.4% |       0.4% |       0.4% |       3.0% |       3.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    8476224 |    7556875 |    7553960 |    7978517 |   19468478 |   19402842
  num incorrect                      |       6421 |        906 |        600 |       2358 |       2835 |       2870
  misprediction rate                 |      0.08% |      0.01% |      0.01% |      0.03% |      0.01% |      0.01%
  mpki                               |       0.07 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   13625212 |   13587008 |   13586824 |   13568850 |   14139033 |   14115993
    num misses                       |        118 |         24 |         24 |         24 |         22 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   35808495 |   35187304 |   35144739 |   35301622 |   42032612 |   41907660
    num misses                       |    1718914 |    1711691 |    1713302 |    1712252 |    1713928 |    1710442
    miss rate                        |      4.80% |      4.86% |      4.87% |      4.85% |      4.08% |      4.08%
    mpki                             |      17.42 |      17.89 |      17.92 |      17.68 |      12.95 |      12.96
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |    1719032 |    1711715 |    1713326 |    1712276 |    1713950 |    1710466
    num misses                       |     698461 |     697636 |     702454 |     698238 |     702679 |     693886
    miss rate                        |     40.63% |     40.76% |     41.00% |     40.78% |     41.00% |     40.57%
    mpki                             |       7.08 |       7.29 |       7.35 |       7.21 |       5.31 |       5.26
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   13625212 |   13587008 |   13586824 |   13568850 |   14139033 |   14115993
    num cache misses                 |       5680 |       1692 |       1682 |       1696 |       1684 |       1895
    miss rate                        |      0.04% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.06 |       0.02 |       0.02 |       0.02 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   35808495 |   35187304 |   35144739 |   35301622 |   42032612 |   41907660
    num cache misses                 |    1922860 |    1917008 |    1914648 |    1911481 |    1966021 |    1956724
    miss rate                        |      5.37% |      5.45% |      5.45% |      5.41% |      4.68% |      4.67%
    mpki                             |      19.49 |      20.04 |      20.03 |      19.74 |      14.86 |      14.82
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    2050627 |    2038699 |    2033946 |    2027948 |    2129424 |    2118207
    num cache misses                 |     693250 |     680003 |     679015 |     677252 |     724279 |     722741
    miss rate                        |     33.81% |     33.35% |     33.38% |     33.40% |     34.01% |     34.12%
    mpki                             |       7.03 |       7.11 |       7.10 |       6.99 |       5.47 |       5.48
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     815019 |     799211 |     795903 |     791369 |     885167 |     880830
    num cache misses                 |     485269 |     484139 |     482757 |     477212 |     293972 |     296604
    miss rate                        |     59.54% |     60.58% |     60.66% |     60.30% |     33.21% |     33.67%
    mpki                             |       4.92 |       5.06 |       5.05 |       4.93 |       2.22 |       2.25
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |    1087521 |          0 |          0 |          0 |    1085732 |          0
  average dram access latency (ns)   |     189.06 |        inf |        inf |        inf |     186.71 |        inf
  average dram queueing delay        |     127.81 |       0.00 |       0.00 |       0.00 |     125.46 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |     254406 |     252953 |     251424 |     246292 |      60534 |      61568
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     119539 |     117425 |     116517 |     115274 |     184617 |     185596
