                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   10986136 |    3078687 |    3121341 |    2899966 |    3304238 |    3163782 |    2725197 |    3181923 |    3182126 |    3099768 |    3305484 |    3276904
  Cycles                             |    8308500 |    8308500 |    8308500 |    8308500 |   11078000 |   11078000 |   11078000 |   11078000 |    8308500 |    8308500 |    8308500 |    8308500
  IPC                                |       1.32 |       0.37 |       0.38 |       0.35 |       0.30 |       0.29 |       0.25 |       0.29 |       0.38 |       0.37 |       0.40 |       0.39
  Time (ns)                          |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500 |    2769500
  Idle time (ns)                     |       1794 |    2236703 |    2237236 |    2237381 |    2247431 |    2247659 |    2247784 |    2247852 |    2237868 |    2237484 |    2238083 |    2238099
  Idle time (%)                      |       0.1% |      80.8% |      80.8% |      80.8% |      81.1% |      81.2% |      81.2% |      81.2% |      80.8% |      80.8% |      80.8% |      80.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1326428 |     976911 |     994467 |     901650 |    1065451 |    1007029 |     822362 |    1015411 |    1009770 |     975007 |    1060562 |    1048999
  num incorrect                      |      74274 |       4808 |       4219 |       7486 |       2610 |       4525 |      10278 |       4316 |       5258 |       6561 |       3529 |       3910
  misprediction rate                 |      5.30% |      0.49% |      0.42% |      0.82% |      0.24% |      0.45% |      1.23% |      0.42% |      0.52% |      0.67% |      0.33% |      0.37%
  mpki                               |       6.76 |       1.56 |       1.35 |       2.58 |       0.79 |       1.43 |       3.77 |       1.36 |       1.65 |       2.12 |       1.07 |       1.19
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1635126 |      39254 |      36574 |      55371 |      26701 |      38933 |      80008 |      35990 |      41521 |      47971 |      32634 |      34147
    num misses                       |        188 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.07% |      0.07% |      0.05% |      0.10% |      0.07% |      0.03% |      0.07% |      0.06% |      0.05% |      0.08% |      0.08%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2668596 |     581346 |     586238 |     565541 |     608709 |     594624 |     551217 |     595415 |     600554 |     592121 |     612947 |     609825
    num misses                       |       1610 |        127 |        130 |        130 |        156 |        150 |        125 |        120 |        129 |        122 |        139 |        113
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.03% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.15 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1798 |        153 |        156 |        156 |        182 |        176 |        151 |        146 |        155 |        148 |        165 |        139
    num misses                       |        593 |        126 |        126 |        126 |        143 |        132 |        127 |        123 |        124 |        125 |        132 |        123
    miss rate                        |     32.98% |     82.35% |     80.77% |     80.77% |     78.57% |     75.00% |     84.11% |     84.25% |     80.00% |     84.46% |     80.00% |     88.49%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1635126 |      39254 |      36574 |      55371 |      26701 |      38933 |      80008 |      35990 |      41521 |      47971 |      32634 |      34147
    num cache misses                 |       3025 |        173 |        173 |        174 |        172 |        172 |        173 |        172 |        171 |        174 |        172 |        171
    miss rate                        |      0.19% |      0.44% |      0.47% |      0.31% |      0.64% |      0.44% |      0.22% |      0.48% |      0.41% |      0.36% |      0.53% |      0.50%
    mpki                             |       0.28 |       0.06 |       0.06 |       0.06 |       0.05 |       0.05 |       0.06 |       0.05 |       0.05 |       0.06 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2668596 |     581346 |     586238 |     565541 |     608709 |     594624 |     551217 |     595415 |     600554 |     592121 |     612947 |     609825
    num cache misses                 |      34144 |       8869 |       8846 |       9156 |       8837 |       9006 |       9272 |       8809 |       8897 |       8939 |       8806 |       8687
    miss rate                        |      1.28% |      1.53% |      1.51% |      1.62% |      1.45% |      1.51% |      1.68% |      1.48% |      1.48% |      1.51% |      1.44% |      1.42%
    mpki                             |       3.11 |       2.88 |       2.83 |       3.16 |       2.67 |       2.85 |       3.40 |       2.77 |       2.80 |       2.88 |       2.66 |       2.65
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39389 |       9084 |       9048 |       9387 |       9031 |       9212 |       9533 |       9020 |       9390 |       9464 |       9257 |       9153
    num cache misses                 |      27280 |       8656 |       8633 |       8794 |       8605 |       8693 |       8853 |       8566 |       8616 |       8619 |       8553 |       8506
    miss rate                        |     69.26% |     95.29% |     95.41% |     93.68% |     95.28% |     94.37% |     92.87% |     94.97% |     91.76% |     91.07% |     92.39% |     92.93%
    mpki                             |       2.48 |       2.81 |       2.77 |       3.03 |       2.60 |       2.75 |       3.25 |       2.69 |       2.71 |       2.78 |       2.59 |       2.60
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      30059 |       8698 |       8663 |       8851 |       8628 |       8726 |       8943 |       8605 |       8938 |       8969 |       8833 |       8802
    num cache misses                 |      19979 |       3237 |       3113 |       3339 |       3136 |       3160 |       3327 |       3203 |       5981 |       6029 |       6121 |       5929
    miss rate                        |     66.47% |     37.22% |     35.93% |     37.72% |     36.35% |     36.21% |     37.20% |     37.22% |     66.92% |     67.22% |     69.30% |     67.36%
    mpki                             |       1.82 |       1.05 |       1.00 |       1.15 |       0.95 |       1.00 |       1.22 |       1.01 |       1.88 |       1.94 |       1.85 |       1.81
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10924 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10862 |          0 |          0 |          0
  average dram access latency (ns)   |      61.42 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.42 |        inf |        inf |        inf
  average dram queueing delay        |       0.17 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.17 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10423 |        147 |        111 |        127 |        129 |        135 |        115 |        129 |         54 |         47 |         46 |         54
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1281 |       1197 |       1164 |       1230 |       1201 |       1195 |       1287 |       1282 |       1547 |       1638 |       1606 |       1521
