                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4487010 |    4102226 |    4080823 |    4036742 |    4523122 |    4480395 |    4450499 |    4455019 |    3885249 |    3850505 |    3801753 |    3757555
  Cycles                             |    5292760 |    5292760 |    5292760 |    5292760 |    6976820 |    6976820 |    6976820 |    6976820 |    5292760 |    5292760 |    5292760 |    5292760
  IPC                                |       0.85 |       0.78 |       0.77 |       0.76 |       0.65 |       0.64 |       0.64 |       0.64 |       0.73 |       0.73 |       0.72 |       0.71
  Time (ns)                          |    2405800 |    2405800 |    2405800 |    2405800 |    2405800 |    2405800 |    2405800 |    2405800 |    2405800 |    2405800 |    2405800 |    2405800
  Idle time (ns)                     |        248 |     352792 |     356031 |     357768 |     359499 |     361212 |     362925 |     364654 |     366352 |     368083 |     369797 |     371520
  Idle time (%)                      |       0.0% |      14.7% |      14.8% |      14.9% |      14.9% |      15.0% |      15.1% |      15.2% |      15.2% |      15.3% |      15.4% |      15.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     466123 |     454916 |     448633 |     439483 |     573098 |     565625 |     557790 |     557591 |     406123 |     399559 |     388896 |     378515
  num incorrect                      |      11521 |       1033 |       1062 |       1084 |       1355 |       1392 |       1570 |       2131 |       1934 |       2029 |       2123 |       2521
  misprediction rate                 |      2.41% |      0.23% |      0.24% |      0.25% |      0.24% |      0.25% |      0.28% |      0.38% |      0.47% |      0.51% |      0.54% |      0.66%
  mpki                               |       2.57 |       0.25 |       0.26 |       0.27 |       0.30 |       0.31 |       0.35 |       0.48 |       0.50 |       0.53 |       0.56 |       0.67
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     401543 |     327016 |     315813 |     304747 |     294649 |     283950 |     273516 |     262766 |     250544 |     239912 |     229684 |     210339
    num misses                       |        131 |         23 |         23 |         23 |         21 |         21 |         21 |         21 |         23 |         21 |         23 |         23
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1781438 |    1490867 |    1491639 |    1474642 |    1562487 |    1545316 |    1540733 |    1545528 |    1417117 |    1402582 |    1384394 |    1378991
    num misses                       |       5708 |       4877 |       4500 |       4735 |       4436 |       4539 |       4456 |       4791 |       4892 |       4473 |       4631 |       4744
    miss rate                        |      0.32% |      0.33% |      0.30% |      0.32% |      0.28% |      0.29% |      0.29% |      0.31% |      0.35% |      0.32% |      0.33% |      0.34%
    mpki                             |       1.27 |       1.19 |       1.10 |       1.17 |       0.98 |       1.01 |       1.00 |       1.08 |       1.26 |       1.16 |       1.22 |       1.26
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       5839 |       4900 |       4523 |       4758 |       4457 |       4560 |       4477 |       4812 |       4915 |       4494 |       4654 |       4767
    num misses                       |        582 |        212 |        258 |        203 |        216 |        255 |        255 |        211 |        263 |        227 |        218 |        267
    miss rate                        |      9.97% |      4.33% |      5.70% |      4.27% |      4.85% |      5.59% |      5.70% |      4.38% |      5.35% |      5.05% |      4.68% |      5.60%
    mpki                             |       0.13 |       0.05 |       0.06 |       0.05 |       0.05 |       0.06 |       0.06 |       0.05 |       0.07 |       0.06 |       0.06 |       0.07
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     401543 |     327016 |     315813 |     304747 |     294649 |     283950 |     273516 |     262766 |     250544 |     239912 |     229684 |     210339
    num cache misses                 |       1921 |        137 |        137 |        137 |        131 |        132 |        131 |        131 |        136 |        131 |        136 |        141
    miss rate                        |      0.48% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.06% |      0.07%
    mpki                             |       0.43 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1781438 |    1490867 |    1491639 |    1474642 |    1562487 |    1545316 |    1540733 |    1545528 |    1417117 |    1402582 |    1384394 |    1378991
    num cache misses                 |      64964 |      51311 |      52390 |      51218 |      49898 |      50693 |      50107 |      50738 |      54686 |      53357 |      52546 |      52736
    miss rate                        |      3.65% |      3.44% |      3.51% |      3.47% |      3.19% |      3.28% |      3.25% |      3.28% |      3.86% |      3.80% |      3.80% |      3.82%
    mpki                             |      14.48 |      12.51 |      12.84 |      12.69 |      11.03 |      11.31 |      11.26 |      11.39 |      14.08 |      13.86 |      13.82 |      14.03
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      83902 |      65037 |      67346 |      66260 |      66712 |      67890 |      67322 |      68304 |      74889 |      74828 |      73820 |      74584
    num cache misses                 |      47705 |      37957 |      39138 |      38405 |      40040 |      41110 |      41172 |      42359 |      41656 |      42642 |      42344 |      42549
    miss rate                        |     56.86% |     58.36% |     58.11% |     57.96% |     60.02% |     60.55% |     61.16% |     62.02% |     55.62% |     56.99% |     57.36% |     57.05%
    mpki                             |      10.63 |       9.25 |       9.59 |       9.51 |       8.85 |       9.18 |       9.25 |       9.51 |      10.72 |      11.07 |      11.14 |      11.32
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      66839 |      51482 |      53600 |      52864 |      55867 |      57356 |      57242 |      58647 |      63401 |      63634 |      63095 |      63799
    num cache misses                 |      22409 |       9799 |      10516 |       9781 |      11502 |      11585 |      12431 |      17856 |      26221 |      23520 |      23143 |      28087
    miss rate                        |     33.53% |     19.03% |     19.62% |     18.50% |     20.59% |     20.20% |     21.72% |     30.45% |     41.36% |     36.96% |     36.68% |     44.02%
    mpki                             |       4.99 |       2.39 |       2.58 |       2.42 |       2.54 |       2.59 |       2.79 |       4.01 |       6.75 |       6.11 |       6.09 |       7.47
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       9725 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |       9629 |          0 |          0 |          0
  average dram access latency (ns)   |     231.14 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |     233.33 |        inf |        inf |        inf
