                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |  3938547540 |   127634558 |   127889274 |   128543073 |   128039711 |   128594789 |   128214493 |   128017193
  Cycles                             |  4275015280 |  4275015280 |  4275015280 |  4275015280 |  3243115040 |  3243115040 |  3243115040 |  3243115040 |  4275015280 |  4275015280 |  4275015280 |  4275015280 |  3243115040 |  3243115040 |  3243115040 |  3243115040
  IPC                                |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.92 |        0.03 |        0.03 |        0.03 |        0.04 |        0.04 |        0.04 |        0.04
  Time (ns)                          |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200
  Idle time (ns)                     |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |  1474143200 |    55312066 |  1423450369 |  1423345079 |  1423076767 |  1419948620 |  1419689354 |  1419892902 |  1419948467
  Idle time (%)                      |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |      100.0% |        3.8% |       96.6% |       96.6% |       96.5% |       96.3% |       96.3% |       96.3% |       96.3%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   169705857 |     2477422 |     2472888 |     2483934 |     2476124 |     2489367 |     2482286 |     2474546
  num incorrect                      |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     5972152 |       84521 |       83821 |       83635 |       83520 |       84508 |       83761 |       83652
  misprediction rate                 |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       3.40% |       3.30% |       3.28% |       3.26% |       3.26% |       3.28% |       3.26% |       3.27%
  mpki                               |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        1.52 |        0.66 |        0.66 |        0.65 |        0.65 |        0.66 |        0.65 |        0.65
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   773980825 |    19768492 |    19808337 |    19908739 |    19831533 |    19914486 |    19855988 |    19828703
    num misses                       |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |         201 |          47 |          43 |          43 |          43 |          48 |          47 |          44
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |  2331212684 |    80655642 |    80857218 |    81268021 |    80949615 |    81283372 |    81036346 |    80937124
    num misses                       |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    13394420 |      825077 |      843837 |      833013 |      824473 |      832018 |      835719 |      819352
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.57% |       1.02% |       1.04% |       1.03% |       1.02% |       1.02% |       1.03% |       1.01%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        3.40 |        6.46 |        6.60 |        6.48 |        6.44 |        6.47 |        6.52 |        6.40
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    13394621 |      825124 |      843880 |      833056 |      824516 |      832066 |      835766 |      819396
    num misses                       |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     6443397 |      437066 |      439292 |      441295 |      438633 |      441575 |      440180 |      439044
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |      48.10% |      52.97% |      52.06% |      52.97% |      53.20% |      53.07% |      52.67% |      53.58%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        1.64 |        3.42 |        3.43 |        3.43 |        3.43 |        3.43 |        3.43 |        3.43
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |   773980825 |    19768492 |    19808337 |    19908739 |    19831533 |    19914486 |    19855988 |    19828703
    num cache misses                 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     2644635 |        2915 |        2776 |        2755 |        7138 |        7480 |        7279 |        7111
    miss rate                        |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |       0.34% |       0.01% |       0.01% |       0.01% |       0.04% |       0.04% |       0.04% |       0.04%
    mpki                             |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |        0.67 |        0.02 |        0.02 |        0.02 |        0.06 |        0.06 |        0.06 |        0.06
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |  2331212684 |    80655642 |    80857218 |    81268021 |    80949615 |    81283372 |    81036346 |    80937124
    num cache misses                 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    20554051 |      812304 |      815003 |      819358 |      824529 |      829631 |      826275 |      824853
    miss rate                        |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |       0.88% |       1.01% |       1.01% |       1.01% |       1.02% |       1.02% |       1.02% |       1.02%
    mpki                             |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |        5.22 |        6.36 |        6.37 |        6.37 |        6.44 |        6.45 |        6.44 |        6.44
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    24417038 |      815962 |      818524 |      822822 |      832301 |      837782 |      834219 |      832623
    num cache misses                 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    12673314 |      584477 |      586407 |      589069 |      702324 |      707256 |      703526 |      701900
    miss rate                        |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |      51.90% |      71.63% |      71.64% |      71.59% |      84.38% |      84.42% |      84.33% |      84.30%
    mpki                             |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |        3.22 |        4.58 |        4.59 |        4.58 |        5.49 |        5.50 |        5.49 |        5.48
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |    13892537 |      585220 |      587152 |      589777 |      702957 |      707926 |      704191 |      702558
    num cache misses                 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     4127609 |      126612 |      127100 |      127407 |      127076 |      127666 |      126903 |      126702
    miss rate                        |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |        inf% |      29.71% |      21.63% |      21.65% |      21.60% |      18.08% |      18.03% |      18.02% |      18.03%
    mpki                             |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |        1.05 |        0.99 |        0.99 |        0.99 |        0.99 |        0.99 |        0.99 |        0.99
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     7490433 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |       61.28 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.03 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |     3445082 |      109023 |      109732 |      110309 |      112066 |      112411 |      112076 |      112031
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
