                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   65620699 |   66328412 |   64975160 |   66757381 |   50249702 |   49175164 |   65418491 |   66578392 |   65610088 |   66485722 |   50536036 |   50566991
  Cycles                             |   81774800 |   81774800 |   81774800 |   81774800 |   61331100 |   61331100 |   81774800 |   81774800 |   81774800 |   81774800 |   61331100 |   61331100
  IPC                                |       0.80 |       0.81 |       0.79 |       0.82 |       0.82 |       0.80 |       0.80 |       0.81 |       0.80 |       0.81 |       0.82 |       0.82
  Time (ns)                          |   20443700 |   20443700 |   20443700 |   20443700 |   20443700 |   20443700 |   20443700 |   20443700 |   20443700 |   20443700 |   20443700 |   20443700
  Idle time (ns)                     |        279 |     208041 |     208616 |     208972 |     209307 |     209608 |     209941 |     210269 |     210575 |     210880 |     211186 |     211488
  Idle time (%)                      |       0.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0% |       1.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    9285457 |    9602497 |    9165994 |    9775089 |    4531176 |    4187537 |    9334941 |    9732674 |    9410140 |    9717938 |    4672112 |    4704655
  num incorrect                      |       4372 |        725 |        526 |        490 |        664 |        557 |        490 |       1505 |       1570 |       1583 |       1588 |       1771
  misprediction rate                 |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02% |      0.03% |      0.04%
  mpki                               |       0.07 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.02 |       0.03 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    7061121 |    7023932 |    7018599 |    7002155 |    6571674 |    6560015 |    7054387 |    7061782 |    7071242 |    7073770 |    6629411 |    6642278
    num misses                       |        118 |         24 |         24 |         22 |         24 |         22 |         24 |         22 |         24 |         22 |         24 |         24
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   21397258 |   21391657 |   21134496 |   21389187 |   17967312 |   17750706 |   21161261 |   21332271 |   21164291 |   21278159 |   17922613 |   17913451
    num misses                       |     861748 |     857300 |     856127 |     858283 |     856811 |     857128 |     856081 |     856619 |     855531 |     858121 |     856105 |     855779
    miss rate                        |      4.03% |      4.01% |      4.05% |      4.01% |      4.77% |      4.83% |      4.05% |      4.02% |      4.04% |      4.03% |      4.78% |      4.78%
    mpki                             |      13.13 |      12.93 |      13.18 |      12.86 |      17.05 |      17.43 |      13.09 |      12.87 |      13.04 |      12.91 |      16.94 |      16.92
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     861866 |     857324 |     856151 |     858305 |     856835 |     857150 |     856105 |     856641 |     855555 |     858143 |     856129 |     855803
    num misses                       |     351825 |     347930 |     349742 |     349968 |     351298 |     352184 |     350036 |     348885 |     350774 |     352158 |     348095 |     346692
    miss rate                        |     40.82% |     40.58% |     40.85% |     40.77% |     41.00% |     41.09% |     40.89% |     40.73% |     41.00% |     41.04% |     40.66% |     40.51%
    mpki                             |       5.36 |       5.25 |       5.38 |       5.24 |       6.99 |       7.16 |       5.35 |       5.24 |       5.35 |       5.30 |       6.89 |       6.86
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    7061121 |    7023932 |    7018599 |    7002155 |    6571674 |    6560015 |    7054387 |    7061782 |    7071242 |    7073770 |    6629411 |    6642278
    num cache misses                 |       4696 |        949 |        937 |        931 |       1252 |       1192 |        919 |        972 |        938 |        926 |       1287 |       1345
    miss rate                        |      0.07% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02%
    mpki                             |       0.07 |       0.01 |       0.01 |       0.01 |       0.02 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   21397258 |   21391657 |   21134496 |   21389187 |   17967312 |   17750706 |   21161261 |   21332271 |   21164291 |   21278159 |   17922613 |   17913451
    num cache misses                 |     986120 |     974453 |     978127 |     976793 |     948180 |     947332 |     972626 |     973001 |     973109 |     973415 |     945669 |     942693
    miss rate                        |      4.61% |      4.56% |      4.63% |      4.57% |      5.28% |      5.34% |      4.60% |      4.56% |      4.60% |      4.57% |      5.28% |      5.26%
    mpki                             |      15.03 |      14.69 |      15.05 |      14.63 |      18.87 |      19.26 |      14.87 |      14.61 |      14.83 |      14.64 |      18.71 |      18.64
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1053958 |    1038625 |    1044329 |    1038054 |     999442 |     998430 |    1034554 |    1036085 |    1036722 |    1035066 |     997778 |     993213
    num cache misses                 |     349478 |     334188 |     336530 |     334088 |     336071 |     334611 |     332118 |     332861 |     333380 |     329417 |     333220 |     334322
    miss rate                        |     33.16% |     32.18% |     32.22% |     32.18% |     33.63% |     33.51% |     32.10% |     32.13% |     32.16% |     31.83% |     33.40% |     33.66%
    mpki                             |       5.33 |       5.04 |       5.18 |       5.00 |       6.69 |       6.80 |       5.08 |       5.00 |       5.08 |       4.95 |       6.59 |       6.61
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     413129 |     397383 |     401819 |     394480 |     385778 |     384247 |     393434 |     394857 |     395900 |     390043 |     383645 |     383145
    num cache misses                 |     205060 |     188361 |     197678 |     189015 |     171184 |     180890 |     194525 |     190843 |     192652 |     185306 |     171840 |     181881
    miss rate                        |     49.64% |     47.40% |     49.20% |     47.91% |     44.37% |     47.08% |     49.44% |     48.33% |     48.66% |     47.51% |     44.79% |     47.47%
    mpki                             |       3.12 |       2.84 |       3.04 |       2.83 |       3.41 |       3.68 |       2.97 |       2.87 |       2.94 |       2.79 |       3.40 |       3.60
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     898741 |          0 |          0 |          0 |          0 |          0 |     897798 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     708.58 |        inf |        inf |        inf |        inf |        inf |     707.55 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     647.33 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |     646.30 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      82733 |      74029 |      78741 |      73383 |      77003 |      79286 |      73988 |      71881 |      74456 |      69804 |      74988 |      75255
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      69273 |      69199 |      74277 |      70566 |      60249 |      63794 |      72749 |      72885 |      72687 |      69158 |      61452 |      66274
