                                     | Core 0     | Core 1    
  Instructions                       |   48561975 |   10615125
  Cycles                             |   39875600 |   39875600
  IPC                                |       1.22 |       0.27
  Time (ns)                          |    9968900 |    9968900
  Idle time (ns)                     |       1313 |    7013218
  Idle time (%)                      |       0.0% |      70.4%
Branch predictor stats               |            |           
  num correct                        |    5312607 |    2390254
  num incorrect                      |     447237 |     113424
  misprediction rate                 |      7.76% |      4.53%
  mpki                               |       9.21 |      10.69
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    6687691 |    1038033
    num misses                       |        169 |         28
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   12155948 |    3390596
    num misses                       |      37147 |      35740
    miss rate                        |      0.31% |      1.05%
    mpki                             |       0.76 |       3.37
  L2 TLB                             |            |           
    num accesses                     |      37316 |      35768
    num misses                       |        955 |        481
    miss rate                        |      2.56% |      1.34%
    mpki                             |       0.02 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    6687691 |    1038033
    num cache misses                 |       3396 |        282
    miss rate                        |      0.05% |      0.03%
    mpki                             |       0.07 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |   12155948 |    3390596
    num cache misses                 |     194866 |     161963
    miss rate                        |      1.60% |      4.78%
    mpki                             |       4.01 |      15.26
  Cache L2                           |            |           
    num cache accesses               |     202614 |     168388
    num cache misses                 |     136166 |     114449
    miss rate                        |     67.20% |     67.97%
    mpki                             |       2.80 |      10.78
  Cache L3                           |            |           
    num cache accesses               |     140713 |     120693
    num cache misses                 |     128315 |     111581
    miss rate                        |     91.19% |     92.45%
    mpki                             |       2.64 |      10.51
DRAM summary                         |            |           
  num dram accesses                  |      18555 |      18514
  average dram access latency (ns)   |      61.35 |      61.34
  average dram queueing delay        |       0.10 |       0.09
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10499 |        243
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |       4433 |       8950
