                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   12479559 |    4632750 |    4684777 |    4402920 |    4678996 |    4490602 |    4009172 |    4518301 |    4927648 |    4825051 |    5075263 |    5055161
  Cycles                             |   32313200 |   32313200 |   32313200 |   32313200 |    8078300 |    8078300 |    8078300 |    8078300 |   32313200 |   32313200 |   32313200 |   32313200
  IPC                                |       0.39 |       0.14 |       0.14 |       0.14 |       0.58 |       0.56 |       0.50 |       0.56 |       0.15 |       0.15 |       0.16 |       0.16
  Time (ns)                          |    8078300 |    8078300 |    8078300 |    8078300 |    8078300 |    8078300 |    8078300 |    8078300 |    8078300 |    8078300 |    8078300 |    8078300
  Idle time (ns)                     |       1299 |    6124261 |    6125065 |    6125193 |    6095386 |    6095740 |    6095785 |    6096169 |    6126516 |    6126721 |    6127142 |    6127625
  Idle time (%)                      |       0.0% |      75.8% |      75.8% |      75.8% |      75.5% |      75.5% |      75.5% |      75.5% |      75.8% |      75.8% |      75.8% |      75.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1566758 |    1474812 |    1499076 |    1369534 |    1513611 |    1429601 |    1200106 |    1443332 |    1569762 |    1522410 |    1636703 |    1626095
  num incorrect                      |      81069 |       5207 |       4371 |       8445 |       2510 |       5138 |      12734 |       4638 |       5800 |       7334 |       3789 |       3996
  misprediction rate                 |      4.92% |      0.35% |      0.29% |      0.61% |      0.17% |      0.36% |      1.05% |      0.32% |      0.37% |      0.48% |      0.23% |      0.25%
  mpki                               |       6.50 |       1.12 |       0.93 |       1.92 |       0.54 |       1.14 |       3.18 |       1.03 |       1.18 |       1.52 |       0.75 |       0.79
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1576173 |      29414 |      26463 |      43646 |      18564 |      27948 |      63093 |      26304 |      31804 |      37400 |      22307 |      24125
    num misses                       |        178 |         24 |         24 |         24 |         24 |         24 |         26 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.08% |      0.09% |      0.05% |      0.13% |      0.09% |      0.04% |      0.09% |      0.08% |      0.06% |      0.11% |      0.10%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2980685 |     847435 |     852864 |     827182 |     841275 |     822142 |     781718 |     824450 |     898726 |     888848 |     912731 |     911797
    num misses                       |       2173 |        371 |        376 |        352 |        339 |        347 |        355 |        326 |        352 |        366 |        370 |        316
    miss rate                        |      0.07% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05% |      0.04% |      0.04% |      0.04% |      0.04% |      0.03%
