                                     | Core 0     | Core 1    
  Instructions                       |  322184365 |  278618622
  Cycles                             |  141592210 |  107414780
  IPC                                |       2.28 |       2.59
  Time (ns)                          |   48824900 |   48824900
  Idle time (ns)                     |        182 |     286861
  Idle time (%)                      |       0.0% |       0.6%
Branch predictor stats               |            |           
  num correct                        |   15822562 |    1517775
  num incorrect                      |      18091 |       9106
  misprediction rate                 |      0.11% |      0.60%
  mpki                               |       0.06 |       0.03
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   26427831 |   26263548
    num misses                       |        375 |         38
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  135730541 |  128135568
    num misses                       |      29248 |      16763
    miss rate                        |      0.02% |      0.01%
    mpki                             |       0.09 |       0.06
  L2 TLB                             |            |           
    num accesses                     |      29623 |      16801
    num misses                       |        621 |        166
    miss rate                        |      2.10% |      0.99%
    mpki                             |       0.00 |       0.00
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   26427831 |   26263548
    num cache misses                 |      82004 |      57111
    miss rate                        |      0.31% |      0.22%
    mpki                             |       0.25 |       0.20
  Cache L1-D                         |            |           
    num cache accesses               |  135730541 |  128135568
    num cache misses                 |     768889 |     820986
    miss rate                        |      0.57% |      0.64%
    mpki                             |       2.39 |       2.95
  Cache L2                           |            |           
    num cache accesses               |     873405 |     897866
    num cache misses                 |      60123 |      52301
    miss rate                        |      6.88% |      5.83%
    mpki                             |       0.19 |       0.19
  Cache L3                           |            |           
    num cache accesses               |     108818 |      96458
    num cache misses                 |      14030 |       3147
    miss rate                        |     12.89% |      3.26%
    mpki                             |       0.04 |       0.01
DRAM summary                         |            |           
  num dram accesses                  |      17165 |          0
  average dram access latency (ns)   |      61.92 |        inf
  average dram queueing delay        |       0.67 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6817 |         44
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
