                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10999986 |    3124615 |    3086371 |    3165648 |    2830950 |    3166046 |    3127398 |    3019317 |    2630284 |    3093173 |    3122920 |    3104556 |    2905990 |    3077591 |    3127981 |    3103290
  Cycles                             |   11048000 |   11048000 |   11048000 |   11048000 |    8286000 |    8286000 |    8286000 |    8286000 |   11048000 |   11048000 |   11048000 |   11048000 |    8286000 |    8286000 |    8286000 |    8286000
  IPC                                |       1.00 |       0.28 |       0.28 |       0.29 |       0.34 |       0.38 |       0.38 |       0.36 |       0.24 |       0.28 |       0.28 |       0.28 |       0.35 |       0.37 |       0.38 |       0.37
  Time (ns)                          |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000 |    2762000
  Idle time (ns)                     |       1738 |    2287785 |    2288194 |    2288130 |    2278188 |    2278303 |    2278425 |    2278488 |    2288484 |    2288686 |    2288574 |    2288961 |    2279009 |    2279070 |    2279220 |    2279337
  Idle time (%)                      |       0.1% |      82.8% |      82.8% |      82.8% |      82.5% |      82.5% |      82.5% |      82.5% |      82.9% |      82.9% |      82.9% |      82.9% |      82.5% |      82.5% |      82.5% |      82.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1337415 |    1003634 |     988154 |    1021018 |     883510 |    1027473 |    1010231 |     966175 |     796271 |     990291 |    1003597 |     996402 |     916634 |     990169 |    1011310 |     999998
  num incorrect                      |      74913 |       3364 |       3748 |       2764 |       6718 |       1812 |       2540 |       3882 |       9736 |       3785 |       3334 |       3612 |       5704 |       3146 |       2586 |       2708
  misprediction rate                 |      5.30% |      0.33% |      0.38% |      0.27% |      0.75% |      0.18% |      0.25% |      0.40% |      1.21% |      0.38% |      0.33% |      0.36% |      0.62% |      0.32% |      0.26% |      0.27%
  mpki                               |       6.81 |       1.08 |       1.21 |       0.87 |       2.37 |       0.57 |       0.81 |       1.29 |       3.70 |       1.22 |       1.07 |       1.16 |       1.96 |       1.02 |       0.83 |       0.87
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1264817 |      22466 |      24291 |      19854 |      39517 |      15360 |      17526 |      24538 |      55214 |      24824 |      21779 |      24016 |      32353 |      20792 |      17621 |      20197
    num misses                       |        179 |         29 |         29 |         29 |         29 |         29 |         29 |         28 |         46 |         29 |         30 |         29 |         29 |         29 |         28 |         29
    miss rate                        |      0.01% |      0.13% |      0.12% |      0.15% |      0.07% |      0.19% |      0.17% |      0.11% |      0.08% |      0.12% |      0.14% |      0.12% |      0.09% |      0.14% |      0.16% |      0.14%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2660572 |     572398 |     569203 |     576725 |     541234 |     571812 |     569134 |     556971 |     527184 |     569601 |     572555 |     569427 |     547553 |     563112 |     568554 |     566465
    num misses                       |       1617 |        144 |        146 |        148 |        130 |        129 |        130 |        116 |        157 |        135 |        138 |        116 |        127 |        112 |        121 |        126
    miss rate                        |      0.06% |      0.03% |      0.03% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.15 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.06 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       1796 |        173 |        175 |        177 |        159 |        158 |        159 |        144 |        203 |        164 |        168 |        145 |        156 |        141 |        149 |        155
    num misses                       |        610 |        136 |        134 |        135 |        131 |        130 |        131 |        127 |        171 |        133 |        135 |        128 |        130 |        127 |        129 |        133
    miss rate                        |     33.96% |     78.61% |     76.57% |     76.27% |     82.39% |     82.28% |     82.39% |     88.19% |     84.24% |     81.10% |     80.36% |     88.28% |     83.33% |     90.07% |     86.58% |     85.81%
