                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11445806 |    3339855 |    3169356 |    3339019 |    2824482 |    3298491 |    3163812 |    3431448
  Cycles                             |    9249200 |    9249200 |    9249200 |    9249200 |    9249200 |    9249200 |    9249200 |    9249200
  IPC                                |       1.24 |       0.36 |       0.34 |       0.36 |       0.31 |       0.36 |       0.34 |       0.37
  Time (ns)                          |    2312300 |    2312300 |    2312300 |    2312300 |    2312300 |    2312300 |    2312300 |    2312300
  Idle time (ns)                     |       1538 |    1841649 |    1841908 |    1842018 |    1842154 |    1842114 |    1842272 |    1842295
  Idle time (%)                      |       0.1% |      79.6% |      79.7% |      79.7% |      79.7% |      79.7% |      79.7% |      79.7%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1356446 |    1046876 |     977924 |    1046912 |     833954 |    1031075 |     975022 |    1085549
  num incorrect                      |      79993 |       6178 |       8344 |       6230 |      13251 |       6703 |       8449 |       5154
  misprediction rate                 |      5.57% |      0.59% |      0.85% |      0.59% |      1.56% |      0.65% |      0.86% |      0.47%
  mpki                               |       6.99 |       1.85 |       2.63 |       1.87 |       4.69 |       2.03 |       2.67 |       1.50
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1262966 |      49052 |      59448 |      50136 |      88824 |      51430 |      62228 |      43380
    num misses                       |        177 |         26 |         25 |         25 |         23 |         25 |         25 |         25
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05% |      0.03% |      0.05% |      0.04% |      0.06%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2496590 |     649364 |     631654 |     648502 |     597767 |     643946 |     630453 |     658284
    num misses                       |       1437 |        139 |        141 |        145 |        142 |        124 |        118 |        115
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1614 |        165 |        166 |        170 |        165 |        149 |        143 |        140
    num misses                       |        601 |        130 |        129 |        130 |        126 |        127 |        125 |        126
    miss rate                        |     37.24% |     78.79% |     77.71% |     76.47% |     76.36% |     85.23% |     87.41% |     90.00%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1262966 |      49052 |      59448 |      50136 |      88824 |      51430 |      62228 |      43380
    num cache misses                 |       2972 |        187 |        185 |        184 |        182 |        183 |        183 |        183
    miss rate                        |      0.24% |      0.38% |      0.31% |      0.37% |      0.20% |      0.36% |      0.29% |      0.42%
    mpki                             |       0.26 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2496590 |     649364 |     631654 |     648502 |     597767 |     643946 |     630453 |     658284
    num cache misses                 |      37289 |      13097 |      13335 |      13081 |      13516 |      13104 |      13196 |      12916
    miss rate                        |      1.49% |      2.02% |      2.11% |      2.02% |      2.26% |      2.03% |      2.09% |      1.96%
    mpki                             |       3.26 |       3.92 |       4.21 |       3.92 |       4.79 |       3.97 |       4.17 |       3.76
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42552 |      13396 |      13654 |      13391 |      14183 |      13672 |      13794 |      13469
    num cache misses                 |      28971 |      12079 |      12278 |      12079 |      12408 |      12119 |      12184 |      12009
    miss rate                        |     68.08% |     90.17% |     89.92% |     90.20% |     87.49% |     88.64% |     88.33% |     89.16%
    mpki                             |       2.53 |       3.62 |       3.87 |       3.62 |       4.39 |       3.67 |       3.85 |       3.50
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31607 |      12199 |      12416 |      12205 |      12893 |      12509 |      12599 |      12381
    num cache misses                 |      23637 |       6725 |       6919 |       6717 |       7555 |       7256 |       7234 |       7249
    miss rate                        |     74.78% |     55.13% |     55.73% |     55.03% |     58.60% |     58.01% |     57.42% |     58.55%
    mpki                             |       2.07 |       2.01 |       2.18 |       2.01 |       2.67 |       2.20 |       2.29 |       2.11
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10665 |          0 |          0 |          0 |      10614 |          0 |          0 |          0
  average dram access latency (ns)   |      61.50 |        inf |        inf |        inf |      61.50 |        inf |        inf |        inf
  average dram queueing delay        |       0.25 |       0.00 |       0.00 |       0.00 |       0.25 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10421 |        144 |        146 |        148 |         94 |         85 |        111 |        122
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2012 |       1916 |       1982 |       1915 |       2542 |       2440 |       2420 |       2319
