                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   65849301 |   66297128 |   66263430 |   66281367 |   57324832 |   57088321 |   67195288 |   67029427 |   67144859 |   67431982 |   60931697 |   61227086
  Cycles                             |   32512770 |   32512770 |   32512770 |   32512770 |   24664860 |   24664860 |   32512770 |   32512770 |   32512770 |   32512770 |   24664860 |   24664860
  IPC                                |       2.03 |       2.04 |       2.04 |       2.04 |       2.32 |       2.31 |       2.07 |       2.06 |       2.07 |       2.07 |       2.47 |       2.48
  Time (ns)                          |   11211300 |   11211300 |   11211300 |   11211300 |   11211300 |   11211300 |   11211300 |   11211300 |   11211300 |   11211300 |   11211300 |   11211300
  Idle time (ns)                     |        169 |     289801 |     291005 |     292063 |     293037 |     294026 |     295007 |     295990 |     296973 |     297958 |     298935 |     299914
  Idle time (%)                      |       0.0% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.6% |       2.7% |       2.7% |       2.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3304128 |    3750644 |    3739651 |    3745624 |     759754 |     680771 |    4287019 |    4231726 |    4270158 |    4365900 |   20080212 |   20178869
  num incorrect                      |      11832 |       3802 |       3790 |       3798 |       3654 |       3749 |       3231 |       3247 |       3289 |       3260 |       1031 |       1025
  misprediction rate                 |      0.36% |      0.10% |      0.10% |      0.10% |      0.48% |      0.55% |      0.08% |      0.08% |      0.08% |      0.07% |      0.01% |      0.01%
  mpki                               |       0.18 |       0.06 |       0.06 |       0.06 |       0.06 |       0.07 |       0.05 |       0.05 |       0.05 |       0.05 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5469486 |    5275573 |    5275382 |    5275382 |    5275235 |    5275236 |    5211212 |    5211212 |    5211214 |    5211212 |      81881 |      81735
    num misses                       |        314 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   27892100 |   27459794 |   27453771 |   27456757 |   25964806 |   25925479 |   27382105 |   27354446 |   27373688 |   27421534 |   10384047 |   10432973
    num misses                       |       4508 |       1510 |       1250 |        981 |       2136 |       1104 |       6800 |       1067 |       3113 |       3749 |         47 |         52
    miss rate                        |      0.02% |      0.01% |      0.00% |      0.00% |      0.01% |      0.00% |      0.02% |      0.00% |      0.01% |      0.01% |      0.00% |      0.00%
    mpki                             |       0.07 |       0.02 |       0.02 |       0.01 |       0.04 |       0.02 |       0.10 |       0.02 |       0.05 |       0.06 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4822 |       1548 |       1288 |       1019 |       2174 |       1142 |       6838 |       1105 |       3151 |       3787 |         78 |         83
    num misses                       |        564 |        147 |        133 |        133 |        134 |        134 |        131 |        130 |        132 |        128 |         78 |         83
    miss rate                        |     11.70% |      9.50% |     10.33% |     13.05% |      6.16% |     11.73% |      1.92% |     11.76% |      4.19% |      3.38% |    100.00% |    100.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5469486 |    5275573 |    5275382 |    5275382 |    5275235 |    5275236 |    5211212 |    5211212 |    5211214 |    5211212 |      81881 |      81735
    num cache misses                 |      76028 |      56782 |      56782 |      56781 |      56856 |      56855 |      54587 |      54584 |      54584 |      54583 |        222 |        223
    miss rate                        |      1.39% |      1.08% |      1.08% |      1.08% |      1.08% |      1.08% |      1.05% |      1.05% |      1.05% |      1.05% |      0.27% |      0.27%
    mpki                             |       1.15 |       0.86 |       0.86 |       0.86 |       0.99 |       1.00 |       0.81 |       0.81 |       0.81 |       0.81 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   27892100 |   27459794 |   27453771 |   27456757 |   25964806 |   25925479 |   27382105 |   27354446 |   27373688 |   27421534 |   10384047 |   10432973
    num cache misses                 |     149493 |     116115 |     115328 |     115887 |     155675 |     151776 |      94097 |      96614 |      95400 |      95508 |      18797 |      15420
    miss rate                        |      0.54% |      0.42% |      0.42% |      0.42% |      0.60% |      0.59% |      0.34% |      0.35% |      0.35% |      0.35% |      0.18% |      0.15%
    mpki                             |       2.27 |       1.75 |       1.74 |       1.75 |       2.72 |       2.66 |       1.40 |       1.44 |       1.42 |       1.42 |       0.31 |       0.25
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     242586 |     185828 |     186144 |     185232 |     229633 |     231265 |     163792 |     166809 |     164618 |     165235 |      24328 |      19872
    num cache misses                 |      77247 |      68626 |      66809 |      68096 |      68084 |      68286 |      58425 |      57406 |      56018 |      50061 |      12709 |       7199
    miss rate                        |     31.84% |     36.93% |     35.89% |     36.76% |     29.65% |     29.53% |     35.67% |     34.41% |     34.03% |     30.30% |     52.24% |     36.23%
    mpki                             |       1.17 |       1.04 |       1.01 |       1.03 |       1.19 |       1.20 |       0.87 |       0.86 |       0.83 |       0.74 |       0.21 |       0.12
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     103462 |      90254 |      89715 |      89287 |      94055 |      99669 |      79625 |      79893 |      77030 |      73287 |      22324 |      15346
    num cache misses                 |      25570 |       8807 |       7279 |      10356 |      16807 |      39843 |      25915 |      17406 |      15838 |      16084 |       3408 |       6112
    miss rate                        |     24.71% |      9.76% |      8.11% |     11.60% |     17.87% |     39.98% |     32.55% |     21.79% |     20.56% |     21.95% |     15.27% |     39.83%
    mpki                             |       0.39 |       0.13 |       0.11 |       0.16 |       0.29 |       0.70 |       0.39 |       0.26 |       0.24 |       0.24 |       0.06 |       0.10
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10065 |          0 |          0 |          0 |          0 |          0 |      10029 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      76.77 |        inf |        inf |        inf |        inf |        inf |      77.14 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      15.52 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      15.89 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6683 |         57 |         50 |         53 |         50 |         49 |         11 |         54 |         51 |         54 |         55 |         22
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       7673 |       7643 |       6086 |       9057 |      15999 |      38994 |      20438 |      16131 |      14501 |      14643 |       2536 |       2665
