                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   45273364 |    6622971 |    5679415 |    6450159 |    6472584 |    6379647
  Cycles                             |  130136400 |  130136400 |  130136400 |  130136400 |   32534100 |   32534100
  IPC                                |       0.35 |       0.05 |       0.04 |       0.05 |       0.20 |       0.20
  Time (ns)                          |   32534100 |   32534100 |   32534100 |   32534100 |   32534100 |   32534100
  Idle time (ns)                     |     239353 |   26933218 |   26734705 |   26733506 |   26867782 |   26966043
  Idle time (%)                      |       0.7% |      82.8% |      82.2% |      82.2% |      82.6% |      82.9%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5056274 |    1817991 |    1347335 |    1679905 |    1769233 |    1751920
  num incorrect                      |     352217 |      36585 |      57467 |      45947 |      36230 |      33380
  misprediction rate                 |      6.51% |      1.97% |      4.09% |      2.66% |      2.01% |      1.87%
  mpki                               |       7.78 |       5.52 |      10.12 |       7.12 |       5.60 |       5.23
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    5253074 |     239688 |     360002 |     301622 |     241777 |     232678
    num misses                       |        180 |         29 |         48 |         48 |         46 |         45
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   10475788 |    1648602 |    1602427 |    1672629 |    1624709 |    1592484
    num misses                       |      13810 |      12052 |      12253 |      12288 |      12166 |      12201
    miss rate                        |      0.13% |      0.73% |      0.76% |      0.73% |      0.75% |      0.77%
    mpki                             |       0.31 |       1.82 |       2.16 |       1.91 |       1.88 |       1.91
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      13990 |      12081 |      12301 |      12336 |      12212 |      12246
    num misses                       |        902 |        356 |        375 |        371 |        348 |        346
    miss rate                        |      6.45% |      2.95% |      3.05% |      3.01% |      2.85% |      2.83%
    mpki                             |       0.02 |       0.05 |       0.07 |       0.06 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    5253074 |     239688 |     360002 |     301622 |     241777 |     232678
    num cache misses                 |       3180 |        182 |        536 |        505 |        442 |        430
    miss rate                        |      0.06% |      0.08% |      0.15% |      0.17% |      0.18% |      0.18%
    mpki                             |       0.07 |       0.03 |       0.09 |       0.08 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   10475788 |    1648602 |    1602427 |    1672629 |    1624709 |    1592484
    num cache misses                 |     100371 |      67587 |      71156 |      69106 |      67856 |      67818
    miss rate                        |      0.96% |      4.10% |      4.44% |      4.13% |      4.18% |      4.26%
    mpki                             |       2.22 |      10.20 |      12.53 |      10.71 |      10.48 |      10.63
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     105693 |      67780 |      71692 |      69617 |      68299 |      68249
    num cache misses                 |      83163 |      59441 |      60732 |      60561 |      60317 |      60331
    miss rate                        |     78.68% |     87.70% |     84.71% |     86.99% |     88.31% |     88.40%
    mpki                             |       1.84 |       8.97 |      10.69 |       9.39 |       9.32 |       9.46
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      85639 |      59490 |      60777 |      60623 |      60352 |      60338
    num cache misses                 |      25687 |       2739 |       3159 |       3062 |       2835 |       2780
    miss rate                        |     29.99% |      4.60% |      5.20% |      5.05% |      4.70% |      4.61%
    mpki                             |       0.57 |       0.41 |       0.56 |       0.47 |       0.44 |       0.44
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      40191 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.36 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.11 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      11596 |       1426 |       1666 |       1555 |       1511 |       1515
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
