                                     | Core 0     | Core 1    
  Instructions                       |   24847350 |    6036642
  Cycles                             |   19584000 |   19584000
  IPC                                |       1.27 |       0.31
  Time (ns)                          |    6528000 |    6528000
  Idle time (ns)                     |       1471 |    4304835
  Idle time (%)                      |       0.0% |      65.9%
Branch predictor stats               |            |           
  num correct                        |    3126713 |    1381852
  num incorrect                      |     199433 |      66489
  misprediction rate                 |      6.00% |      4.59%
  mpki                               |       8.03 |      11.01
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3438842 |     229627
    num misses                       |        175 |         26
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6206121 |    1859627
    num misses                       |       7248 |       3760
    miss rate                        |      0.12% |      0.20%
    mpki                             |       0.29 |       0.62
  L2 TLB                             |            |           
    num accesses                     |       7423 |       3786
    num misses                       |        753 |        246
    miss rate                        |     10.14% |      6.50%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3438842 |     229627
    num cache misses                 |       3689 |        304
    miss rate                        |      0.11% |      0.13%
    mpki                             |       0.15 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    6206121 |    1859627
    num cache misses                 |     100286 |      74638
    miss rate                        |      1.62% |      4.01%
    mpki                             |       4.04 |      12.36
  Cache L2                           |            |           
    num cache accesses               |     105969 |      74949
    num cache misses                 |      78242 |      58026
    miss rate                        |     73.83% |     77.42%
    mpki                             |       3.15 |       9.61
  Cache L3                           |            |           
    num cache accesses               |      80332 |      58070
    num cache misses                 |      22578 |       4065
    miss rate                        |     28.11% |      7.00%
    mpki                             |       0.91 |       0.67
DRAM summary                         |            |           
  num dram accesses                  |      26620 |          0
  average dram access latency (ns)   |      61.52 |        inf
  average dram queueing delay        |       0.27 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11908 |       2014
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
