feature,importance
avg_ipc,0.03732938622224337
ipc_cv,0.04824376059896893
pe_ratio,0.03985570381998955
local_ratio,0.008552770939378082
remote_ratio,0.015878198190698193
l2_intensity,0.06295358342054772
l3_intensity,0.027595037700394846
mem_intensity,0.023007193368800513
read_ratio,0.03743841030001744
cpi_l3_ratio,0.02817788957074672
cpi_dram_local_ratio,0.02437914268271411
cpi_dram_remote_ratio,0.012103008273692798
cpi_branch_ratio,0.036997630676202105
cpi_sync_ratio,0.06913637602476888
uop_load_ratio,0.08252976190476188
uop_store_ratio,0.055585935889507325
uop_fp_ratio,0.03418027210884354
dtlb_miss_rate,0.015091599620617478
branch_mispredict_rate,0.02649358082393797
avg_dram_latency,0.027292862230362227
dram_queue_ratio,0.019114354395604397
l1d_hit_ratio,0.09364454110704114
futex_wake_per_minst,0.016844931259216978
mem_bw_mbps,0.03779712271855128
operational_intensity,0.027316981629481634
itlb_miss_rate,0.027701471808614667
stlb_miss_rate,0.048649944797266226
load_l1_ratio,0.016108547917030064
