                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  428325098 |  468407867 |  421229958 |  415535560 |  769247672 |  767944005
  Cycles                             |  297028000 |  297028000 |  297028000 |  297028000 |  297028000 |  297028000
  IPC                                |       1.44 |       1.58 |       1.42 |       1.40 |       2.59 |       2.59
  Time (ns)                          |  297028000 |  297028000 |  297028000 |  297028000 |  297028000 |  297028000
  Idle time (ns)                     |    3557704 |    3351318 |    2230455 |    1352129 |     627372 |     529543
  Idle time (%)                      |       1.2% |       1.1% |       0.8% |       0.5% |       0.2% |       0.2%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   85019939 |   99674240 |   84046994 |   81606641 |  198830558 |  198510556
  num incorrect                      |     229310 |     235190 |     244421 |     248510 |     247192 |     234600
  misprediction rate                 |      0.27% |      0.24% |      0.29% |      0.30% |      0.12% |      0.12%
  mpki                               |       0.54 |       0.50 |       0.58 |       0.60 |       0.32 |       0.31
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   13688542 |   13214884 |   13304317 |   13606113 |   13918102 |   14042364
    num misses                       |        284 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |  144677417 |  149572406 |  141511441 |  141207166 |  201014355 |  200608043
    num misses                       |     132156 |     129149 |     129430 |     129249 |     131954 |     129336
    miss rate                        |      0.09% |      0.09% |      0.09% |      0.09% |      0.07% |      0.06%
    mpki                             |       0.31 |       0.28 |       0.31 |       0.31 |       0.17 |       0.17
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |     132440 |     129176 |     129457 |     129276 |     131981 |     129363
    num misses                       |      17896 |       9672 |      22978 |      11871 |      15287 |      23313
    miss rate                        |     13.51% |      7.49% |     17.75% |      9.18% |     11.58% |     18.02%
    mpki                             |       0.04 |       0.02 |       0.05 |       0.03 |       0.02 |       0.03
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   13688542 |   13214884 |   13304317 |   13606113 |   13918102 |   14042364
    num cache misses                 |      30740 |      14359 |      14212 |      14607 |      14135 |      14265
    miss rate                        |      0.22% |      0.11% |      0.11% |      0.11% |      0.10% |      0.10%
    mpki                             |       0.07 |       0.03 |       0.03 |       0.04 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |  144677417 |  149572406 |  141511441 |  141207166 |  201014355 |  200608043
    num cache misses                 |   34752096 |   34008340 |   33855712 |   34141675 |   34457698 |   34321423
    miss rate                        |     24.02% |     22.74% |     23.92% |     24.18% |     17.14% |     17.11%
    mpki                             |      81.13 |      72.60 |      80.37 |      82.16 |      44.79 |      44.69
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |   34909563 |   34147150 |   33995171 |   34282936 |   34531013 |   34395233
    num cache misses                 |    7584497 |    7373771 |    7367307 |    7413025 |    7409016 |    7375709
    miss rate                        |     21.73% |     21.59% |     21.67% |     21.62% |     21.46% |     21.44%
    mpki                             |      17.71 |      15.74 |      17.49 |      17.84 |       9.63 |       9.60
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |    7716613 |    7501474 |    7505561 |    7552978 |    7470801 |    7437477
    num cache misses                 |    2143077 |    1876164 |    1914522 |    2219717 |     171989 |     170195
    miss rate                        |     27.77% |     25.01% |     25.51% |     29.39% |      2.30% |      2.29%
    mpki                             |       5.00 |       4.01 |       4.55 |       5.34 |       0.22 |       0.22
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |    4293509 |          0 |          0 |          0 |    4282887 |          0
  average dram access latency (ns)   |      61.37 |        inf |        inf |        inf |      61.49 |        inf
  average dram queueing delay        |       0.11 |       0.00 |       0.00 |       0.00 |       0.23 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |    2055312 |    1791316 |    1843200 |    2145550 |      19631 |      17305
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      31339 |      42879 |      28453 |      28834 |     128811 |     128554
