                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  3938564207 |    56452550 |   113789648 |    56029885 |    56180084 |    56100762 |    55809879 |    56119113 |    55934913 |    56417500 |    55786740 |    56223929 |    56294640 |    56228748 |    55629049 |    56219204
  Cycles                             |  3434763420 |  3434763420 |  3434763420 |  3434763420 |  4527642690 |  4527642690 |  4527642690 |  4527642690 |  3434763420 |  3434763420 |  3434763420 |  3434763420 |  4527642690 |  4527642690 |  4527642690 |  4527642690
  IPC                                |        1.15 |        0.02 |        0.03 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01
  Time (ns)                          |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100 |  1561256100
  Idle time (ns)                     |    47503750 |  1537563873 |  1513896732 |  1537767178 |  1539097425 |  1539138399 |  1539284071 |  1539159014 |  1537689059 |  1537456256 |  1537764538 |  1537588020 |  1538943977 |  1539022826 |  1539262754 |  1539025352
  Idle time (%)                      |        3.0% |       98.5% |       97.0% |       98.5% |       98.6% |       98.6% |       98.6% |       98.6% |       98.5% |       98.5% |       98.5% |       98.5% |       98.6% |       98.6% |       98.6% |       98.6%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   169505711 |     1090064 |     2259655 |     1085080 |     1089845 |     1085817 |     1081899 |     1084908 |     1083488 |     1092242 |     1081228 |     1087424 |     1087319 |     1087061 |     1077671 |     1086889
  num incorrect                      |     6175251 |       36913 |       72895 |       36728 |       37065 |       36953 |       36421 |       36842 |       36457 |       37187 |       36434 |       36629 |       36405 |       36291 |       36962 |       36622
  misprediction rate                 |       3.52% |       3.28% |       3.13% |       3.27% |       3.29% |       3.29% |       3.26% |       3.28% |       3.26% |       3.29% |       3.26% |       3.26% |       3.24% |       3.23% |       3.32% |       3.26%
  mpki                               |        1.57 |        0.65 |        0.64 |        0.66 |        0.66 |        0.66 |        0.65 |        0.66 |        0.65 |        0.66 |        0.65 |        0.65 |        0.65 |        0.65 |        0.66 |        0.65
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
