                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |  326864656 |  329932030 |  356102776 |  354151397 |  371283322 |  375668260
  Cycles                             |  405636400 |  405636400 |  405636400 |  405636400 |  405636400 |  405636400
  IPC                                |       0.81 |       0.81 |       0.88 |       0.87 |       0.92 |       0.93
  Time (ns)                          |  101409100 |  101409100 |  101409100 |  101409100 |  101409100 |  101409100
  Idle time (ns)                     |      13364 |     446958 |    1063443 |     714334 |    1003336 |    2027486
  Idle time (%)                      |       0.0% |       0.4% |       1.0% |       0.7% |       1.0% |       2.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   17941031 |   19167395 |   31505119 |   30978111 |   37580876 |   39496176
  num incorrect                      |      14266 |       7566 |       7436 |       7366 |       6899 |       6888
  misprediction rate                 |      0.08% |      0.04% |      0.02% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.04 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |   35189674 |   35048039 |   33665248 |   33614613 |   33277867 |   33089424
    num misses                       |        187 |         28 |         28 |         28 |         29 |         29
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |  179423197 |  179597848 |  178950638 |  178485526 |  180082390 |  180308511
    num misses                       |     101523 |     102339 |      96001 |      95939 |      94921 |      96770
    miss rate                        |      0.06% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.31 |       0.31 |       0.27 |       0.27 |       0.26 |       0.26
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |     101710 |     102367 |      96029 |      95967 |      94950 |      96799
    num misses                       |      70298 |      69267 |      66761 |      66631 |      65851 |      65408
    miss rate                        |     69.12% |     67.67% |     69.52% |     69.43% |     69.35% |     67.57%
    mpki                             |       0.22 |       0.21 |       0.19 |       0.19 |       0.18 |       0.17
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |   35189674 |   35048039 |   33665248 |   33614613 |   33277867 |   33089424
    num cache misses                 |      35025 |      21921 |      21494 |      22019 |      21120 |      20967
    miss rate                        |      0.10% |      0.06% |      0.06% |      0.07% |      0.06% |      0.06%
    mpki                             |       0.11 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |  179423197 |  179597848 |  178950638 |  178485526 |  180082390 |  180308511
    num cache misses                 |    7284567 |    7265886 |    6993257 |    6985789 |    6893130 |    6865106
    miss rate                        |      4.06% |      4.05% |      3.91% |      3.91% |      3.83% |      3.81%
    mpki                             |      22.29 |      22.02 |      19.64 |      19.73 |      18.57 |      18.27
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    7861331 |    7821805 |    7539799 |    7542995 |    7419413 |    7368886
    num cache misses                 |    5290483 |    5285492 |    5096146 |    5091362 |    5027186 |    4989521
    miss rate                        |     67.30% |     67.57% |     67.59% |     67.50% |     67.76% |     67.71%
    mpki                             |      16.19 |      16.02 |      14.31 |      14.38 |      13.54 |      13.28
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |    5834915 |    5819947 |    5621706 |    5627076 |    5532695 |    5472575
    num cache misses                 |    3524827 |    3484590 |    3368957 |    3418426 |    3328074 |    3213433
    miss rate                        |     60.41% |     59.87% |     59.93% |     60.75% |     60.15% |     58.72%
    mpki                             |      10.78 |      10.56 |       9.46 |       9.65 |       8.96 |       8.55
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |   14602682 |          0 |          0 |          0 |   14604259 |          0
  average dram access latency (ns)   |    2818.32 |        inf |        inf |        inf |    2824.75 |        inf
  average dram queueing delay        |    2757.07 |       0.00 |       0.00 |       0.00 |    2763.50 |       0.00
  average dram bandwidth utilization |     18.00% |      0.00% |      0.00% |      0.00% |     18.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |    2487152 |    2499190 |    2410942 |    2430135 |    2344763 |    2279490
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      29649 |       8934 |       9056 |      24567 |      47204 |      10971
