                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11192947 |    3316701 |    3144465 |    3321284 |    2754192 |    3204268 |    3085156 |    3321020
  Cycles                             |   11752400 |   11752400 |   11752400 |   11752400 |    8814300 |    8814300 |    8814300 |    8814300
  IPC                                |       0.95 |       0.28 |       0.27 |       0.28 |       0.31 |       0.36 |       0.35 |       0.38
  Time (ns)                          |    2938100 |    2938100 |    2938100 |    2938100 |    2938100 |    2938100 |    2938100 |    2938100
  Idle time (ns)                     |       1564 |    2314440 |    2314939 |    2314691 |    2305218 |    2304979 |    2305170 |    2305266
  Idle time (%)                      |       0.1% |      78.8% |      78.8% |      78.8% |      78.5% |      78.5% |      78.5% |      78.5%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1373237 |    1038205 |     968436 |    1040710 |     808302 |     999318 |     947686 |    1047910
  num incorrect                      |      79611 |       6272 |       8220 |       6147 |      12876 |       6546 |       8271 |       5044
  misprediction rate                 |      5.48% |      0.60% |      0.84% |      0.59% |      1.57% |      0.65% |      0.87% |      0.48%
  mpki                               |       7.11 |       1.89 |       2.61 |       1.85 |       4.68 |       2.04 |       2.68 |       1.52
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1414995 |      56602 |      70209 |      55323 |     102996 |      58740 |      71524 |      47842
    num misses                       |        172 |         25 |         25 |         25 |         24 |         25 |         25 |         25
    miss rate                        |      0.01% |      0.04% |      0.04% |      0.05% |      0.02% |      0.04% |      0.03% |      0.05%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2730967 |     650934 |     632417 |     650643 |     590294 |     633319 |     622138 |     645032
    num misses                       |       1417 |        136 |        170 |        135 |        115 |        130 |        176 |        116
    miss rate                        |      0.05% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02%
    mpki                             |       0.13 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.06 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1589 |        161 |        195 |        160 |        139 |        155 |        201 |        141
    num misses                       |        567 |        127 |        129 |        128 |        119 |        124 |        122 |        125
    miss rate                        |     35.68% |     78.88% |     66.15% |     80.00% |     85.61% |     80.00% |     60.70% |     88.65%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1414995 |      56602 |      70209 |      55323 |     102996 |      58740 |      71524 |      47842
    num cache misses                 |       2722 |        168 |        168 |        169 |        164 |        167 |        168 |        168
    miss rate                        |      0.19% |      0.30% |      0.24% |      0.31% |      0.16% |      0.28% |      0.23% |      0.35%
    mpki                             |       0.24 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2730967 |     650934 |     632417 |     650643 |     590294 |     633319 |     622138 |     645032
    num cache misses                 |      37291 |      13043 |      13279 |      13033 |      13360 |      13100 |      13202 |      12886
    miss rate                        |      1.37% |      2.00% |      2.10% |      2.00% |      2.26% |      2.07% |      2.12% |      2.00%
    mpki                             |       3.33 |       3.93 |       4.22 |       3.92 |       4.85 |       4.09 |       4.28 |       3.88
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42181 |      13213 |      13453 |      13203 |      13526 |      13268 |      13371 |      13056
    num cache misses                 |      26857 |      11978 |      12186 |      12016 |      12273 |      12085 |      12152 |      11945
    miss rate                        |     63.67% |     90.65% |     90.58% |     91.01% |     90.74% |     91.08% |     90.88% |     91.49%
    mpki                             |       2.40 |       3.61 |       3.88 |       3.62 |       4.46 |       3.77 |       3.94 |       3.60
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      29433 |      11987 |      12195 |      12017 |      12276 |      12089 |      12153 |      11947
    num cache misses                 |      15244 |        565 |        631 |        554 |        651 |        538 |        586 |        540
    miss rate                        |     51.79% |      4.71% |      5.17% |      4.61% |      5.30% |      4.45% |      4.82% |      4.52%
    mpki                             |       1.36 |       0.17 |       0.20 |       0.17 |       0.24 |       0.17 |       0.19 |       0.16
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19219 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.96 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.71 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10611 |        268 |        288 |        258 |        276 |        244 |        265 |        273
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
