                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   43355864 |    5203007 |    4936894 |    5152777 |    4259111 |    4207230 |    4023001 |    5051164 |    6530828 |    6066471 |    6070706 |    6422396
  Cycles                             |  119699600 |  119699600 |  119699600 |  119699600 |   29924900 |   29924900 |   29924900 |   29924900 |  119699600 |  119699600 |  119699600 |  119699600
  IPC                                |       0.36 |       0.04 |       0.04 |       0.04 |       0.14 |       0.14 |       0.13 |       0.17 |       0.05 |       0.05 |       0.05 |       0.05
  Time (ns)                          |   29924900 |   29924900 |   29924900 |   29924900 |   29924900 |   29924900 |   29924900 |   29924900 |   29924900 |   29924900 |   29924900 |   29924900
  Idle time (ns)                     |       1419 |   26882810 |   26763521 |   26763818 |   26733626 |   26733651 |   26735085 |   26734636 |   26780969 |   26765115 |   26765318 |   26850310
  Idle time (%)                      |       0.0% |      89.8% |      89.4% |      89.4% |      89.3% |      89.3% |      89.3% |      89.3% |      89.5% |      89.4% |      89.4% |      89.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4563868 |    1577681 |    1438608 |    1532120 |    1153983 |    1119738 |    1052561 |    1501714 |    2003003 |    1804534 |    1806417 |    1979872
  num incorrect                      |     341193 |      11822 |      20089 |      16880 |      27989 |      28999 |      31077 |      16262 |      14805 |      21362 |      21267 |      13112
  misprediction rate                 |      6.96% |      0.74% |      1.38% |      1.09% |      2.37% |      2.52% |      2.87% |      1.07% |      0.73% |      1.17% |      1.16% |      0.66%
  mpki                               |       7.87 |       2.27 |       4.07 |       3.28 |       6.57 |       6.89 |       7.72 |       3.22 |       2.27 |       3.52 |       3.50 |       2.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5167270 |      91725 |     128618 |     112308 |     172896 |     189716 |     180306 |     110217 |     106217 |     139323 |     135232 |      96099
    num misses                       |        177 |         31 |         31 |         29 |         50 |         50 |         50 |         29 |         31 |         46 |         48 |         31
    miss rate                        |      0.00% |      0.03% |      0.02% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.04% |      0.03%
    mpki                             |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9925010 |    1109252 |    1105633 |    1123001 |    1037816 |    1030122 |    1011088 |    1102574 |    1344063 |    1304301 |    1299338 |    1315264
    num misses                       |       7802 |       6144 |       6173 |       6195 |       6142 |       6170 |       6183 |       6187 |       6042 |       6158 |       6147 |       6127
    miss rate                        |      0.08% |      0.55% |      0.56% |      0.55% |      0.59% |      0.60% |      0.61% |      0.56% |      0.45% |      0.47% |      0.47% |      0.47%
    mpki                             |       0.18 |       1.18 |       1.25 |       1.20 |       1.44 |       1.47 |       1.54 |       1.22 |       0.93 |       1.02 |       1.01 |       0.95
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       7979 |       6175 |       6204 |       6224 |       6192 |       6220 |       6233 |       6216 |       6073 |       6204 |       6195 |       6158
    num misses                       |        908 |        311 |        317 |        317 |        324 |        326 |        325 |        304 |        297 |        317 |        318 |        297
    miss rate                        |     11.38% |      5.04% |      5.11% |      5.09% |      5.23% |      5.24% |      5.21% |      4.89% |      4.89% |      5.11% |      5.13% |      4.82%
    mpki                             |       0.02 |       0.06 |       0.06 |       0.06 |       0.08 |       0.08 |       0.08 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5167270 |      91725 |     128618 |     112308 |     172896 |     189716 |     180306 |     110217 |     106217 |     139323 |     135232 |      96099
    num cache misses                 |       3151 |        184 |        184 |        177 |        472 |        437 |        517 |        188 |        183 |        372 |        374 |        184
    miss rate                        |      0.06% |      0.20% |      0.14% |      0.16% |      0.27% |      0.23% |      0.29% |      0.17% |      0.17% |      0.27% |      0.28% |      0.19%
    mpki                             |       0.07 |       0.04 |       0.04 |       0.03 |       0.11 |       0.10 |       0.13 |       0.04 |       0.03 |       0.06 |       0.06 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    9925010 |    1109252 |    1105633 |    1123001 |    1037816 |    1030122 |    1011088 |    1102574 |    1344063 |    1304301 |    1299338 |    1315264
    num cache misses                 |      70258 |      35767 |      36349 |      36153 |      37191 |      38675 |      37554 |      36081 |      35373 |      36157 |      36290 |      35327
    miss rate                        |      0.71% |      3.22% |      3.29% |      3.22% |      3.58% |      3.75% |      3.71% |      3.27% |      2.63% |      2.77% |      2.79% |      2.69%
    mpki                             |       1.62 |       6.87 |       7.36 |       7.02 |       8.73 |       9.19 |       9.33 |       7.14 |       5.42 |       5.96 |       5.98 |       5.50
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      75796 |      36049 |      36696 |      36446 |      37820 |      39224 |      38245 |      36391 |      36705 |      37801 |      37921 |      36594
    num cache misses                 |      57752 |      32490 |      32814 |      32726 |      33448 |      33644 |      33594 |      32744 |      31999 |      32741 |      32924 |      32022
    miss rate                        |     76.19% |     90.13% |     89.42% |     89.79% |     88.44% |     85.77% |     87.84% |     89.98% |     87.18% |     86.61% |     86.82% |     87.51%
    mpki                             |       1.33 |       6.24 |       6.65 |       6.35 |       7.85 |       8.00 |       8.35 |       6.48 |       4.90 |       5.40 |       5.42 |       4.99
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      60680 |      32612 |      33000 |      32865 |      33630 |      33796 |      33800 |      32891 |      33166 |      34025 |      34194 |      33106
    num cache misses                 |      34592 |      11140 |      11082 |      10948 |      11301 |      11606 |      11348 |      11218 |      21632 |      22258 |      21959 |      21412
    miss rate                        |     57.01% |     34.16% |     33.58% |     33.31% |     33.60% |     34.34% |     33.57% |     34.11% |     65.22% |     65.42% |     64.22% |     64.68%
    mpki                             |       0.80 |       2.14 |       2.24 |       2.12 |       2.65 |       2.76 |       2.82 |       2.22 |       3.31 |       3.67 |       3.62 |       3.33
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      20586 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      20504 |          0 |          0 |          0
