                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  102771898 |  103677188 |  104578272 |  103881045 |  133791128 |  134413201 |  133852374 |  134188737 |  133971152 |  133823662 |  134798052 |  134239870 |  105376773 |  105112391 |  104508823 |  105029590
  Cycles                             |   42416660 |   42416660 |   42416660 |   42416660 |   55912870 |   55912870 |   55912870 |   55912870 |   55912870 |   55912870 |   55912870 |   55912870 |   42416660 |   42416660 |   42416660 |   42416660
  IPC                                |       2.42 |       2.44 |       2.47 |       2.45 |       2.39 |       2.40 |       2.39 |       2.40 |       2.40 |       2.39 |       2.41 |       2.40 |       2.48 |       2.48 |       2.46 |       2.48
  Time (ns)                          |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300 |   19280300
  Idle time (ns)                     |        227 |     460948 |     463220 |     464036 |     464827 |     465592 |     466386 |     467151 |     467937 |     468699 |     469495 |     470262 |     471052 |     471805 |     472607 |     473369
  Idle time (%)                      |       0.0% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.4% |       2.5% |       2.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    5761236 |    6189982 |    6447417 |    6248213 |   14793841 |   14971585 |   14811196 |   14907451 |   14845421 |   14803291 |   15081529 |   14922060 |    6675590 |    6600045 |    6427591 |    6576389
  num incorrect                      |     140600 |     122597 |     122604 |     122608 |     122646 |     122640 |     122658 |     122642 |     122612 |     122605 |     122650 |     122641 |     122592 |     122595 |     122601 |     122585
  misprediction rate                 |      2.38% |      1.94% |      1.87% |      1.92% |      0.82% |      0.81% |      0.82% |      0.82% |      0.82% |      0.82% |      0.81% |      0.82% |      1.80% |      1.82% |      1.87% |      1.83%
  mpki                               |       1.37 |       1.18 |       1.17 |       1.18 |       0.92 |       0.91 |       0.92 |       0.91 |       0.92 |       0.92 |       0.91 |       0.91 |       1.16 |       1.17 |       1.17 |       1.17
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    8757336 |    8611743 |    8611751 |    8611742 |    8611831 |    8611827 |    8611933 |    8611827 |    8611734 |    8611733 |    8611831 |    8611830 |    8611737 |    8611739 |    8611739 |    8611743
    num misses                       |        382 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   32957708 |   32735307 |   32864067 |   32764434 |   37037595 |   37126451 |   37046675 |   37094384 |   37063001 |   37041925 |   37181441 |   37101695 |   32978082 |   32940324 |   32854100 |   32928517
    num misses                       |      27160 |      23320 |      23165 |      23253 |      23505 |      22760 |      23207 |      23061 |      23439 |      22944 |      23552 |      22683 |      23019 |      23198 |      23360 |      23347
    miss rate                        |      0.08% |      0.07% |      0.07% |      0.07% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.26 |       0.22 |       0.22 |       0.22 |       0.18 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.22 |       0.22 |       0.22 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      27542 |      23348 |      23193 |      23281 |      23533 |      22788 |      23235 |      23089 |      23467 |      22972 |      23580 |      22711 |      23047 |      23226 |      23388 |      23375
    num misses                       |       5754 |       4599 |       4563 |       4511 |       4774 |       4475 |       4606 |       4555 |       4559 |       4609 |       4536 |       4617 |       4596 |       4575 |       4551 |       4547
    miss rate                        |     20.89% |     19.70% |     19.67% |     19.38% |     20.29% |     19.64% |     19.82% |     19.73% |     19.43% |     20.06% |     19.24% |     20.33% |     19.94% |     19.70% |     19.46% |     19.45%
    mpki                             |       0.06 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8757336 |    8611743 |    8611751 |    8611742 |    8611831 |    8611827 |    8611933 |    8611827 |    8611734 |    8611733 |    8611831 |    8611830 |    8611737 |    8611739 |    8611739 |    8611743
    num cache misses                 |      13127 |       3144 |       3181 |       3252 |       1243 |       1203 |       1300 |       1236 |       1219 |       1260 |       1281 |       1226 |       3201 |       3243 |       3217 |       3136
