                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |    7342052 |    7741408 |    8326971 |    8319661 |    8408492 |    8540774
  Cycles                             |    4957600 |    4957600 |    4957600 |    4957600 |    4957600 |    4957600
  IPC                                |       1.48 |       1.56 |       1.68 |       1.68 |       1.70 |       1.72
  Time (ns)                          |    1239400 |    1239400 |    1239400 |    1239400 |    1239400 |    1239400
  Idle time (ns)                     |        345 |     227401 |     227778 |     227898 |     228000 |     228115
  Idle time (%)                      |       0.0% |      18.3% |      18.4% |      18.4% |      18.4% |      18.4%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |     518084 |     829270 |    1271633 |    1281707 |    1382556 |    1460037
  num incorrect                      |       8177 |       2673 |       2623 |       2372 |       2299 |       2092
  misprediction rate                 |      1.55% |      0.32% |      0.21% |      0.18% |      0.17% |      0.14%
  mpki                               |       1.11 |       0.35 |       0.32 |       0.29 |       0.27 |       0.24
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |     824968 |     697414 |     600665 |     596156 |     569133 |     557313
    num misses                       |        204 |         27 |         28 |         28 |         29 |         29
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00% |      0.01% |      0.01%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    3817834 |    3593037 |    3365643 |    3347354 |    3269040 |    3249040
    num misses                       |       1645 |        646 |        678 |        624 |        530 |        407
    miss rate                        |      0.04% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01%
    mpki                             |       0.22 |       0.08 |       0.08 |       0.08 |       0.06 |       0.05
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       1849 |        673 |        706 |        652 |        559 |        436
    num misses                       |        564 |        170 |        179 |        170 |        161 |        143
    miss rate                        |     30.50% |     25.26% |     25.35% |     26.07% |     28.80% |     32.80%
    mpki                             |       0.08 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |     824968 |     697414 |     600665 |     596156 |     569133 |     557313
    num cache misses                 |       6942 |        404 |        416 |        416 |        417 |        404
    miss rate                        |      0.84% |      0.06% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.95 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    3817834 |    3593037 |    3365643 |    3347354 |    3269040 |    3249040
    num cache misses                 |     131208 |     111395 |      98007 |      97276 |      91632 |      88812
    miss rate                        |      3.44% |      3.10% |      2.91% |      2.91% |      2.80% |      2.73%
    mpki                             |      17.87 |      14.39 |      11.77 |      11.69 |      10.90 |      10.40
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     142819 |     114767 |     102961 |     102771 |      95869 |      91419
    num cache misses                 |      24819 |      15720 |      14783 |      15809 |      16491 |      13927
    miss rate                        |     17.38% |     13.70% |     14.36% |     15.38% |     17.20% |     15.23%
    mpki                             |       3.38 |       2.03 |       1.78 |       1.90 |       1.96 |       1.63
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      34798 |      22627 |      23382 |      25703 |      25546 |      21006
    num cache misses                 |      15943 |       4398 |       4118 |       9055 |      10745 |       7868
    miss rate                        |     45.82% |     19.44% |     17.61% |     35.23% |     42.06% |     37.46%
    mpki                             |       2.17 |       0.57 |       0.49 |       1.09 |       1.28 |       0.92
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      13832 |          0 |          0 |          0 |      13811 |          0
  average dram access latency (ns)   |     420.41 |        inf |        inf |        inf |     421.02 |        inf
  average dram queueing delay        |     359.16 |       0.00 |       0.00 |       0.00 |     359.76 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6908 |        182 |        159 |         96 |         82 |         48
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1353 |        833 |        871 |       5492 |       7108 |       4495
