                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11019891 |    3019876 |    3062190 |    2842632 |    3108707 |    2968243 |    2580757 |    2997173 |    3307882 |    3218193 |    3409931 |    3396183
  Cycles                             |   29639200 |   29639200 |   29639200 |   29639200 |    7409800 |    7409800 |    7409800 |    7409800 |   29639200 |   29639200 |   29639200 |   29639200
  IPC                                |       0.37 |       0.10 |       0.10 |       0.10 |       0.42 |       0.40 |       0.35 |       0.40 |       0.11 |       0.11 |       0.12 |       0.11
  Time (ns)                          |    7409800 |    7409800 |    7409800 |    7409800 |    7409800 |    7409800 |    7409800 |    7409800 |    7409800 |    7409800 |    7409800 |    7409800
  Idle time (ns)                     |       1560 |    6015612 |    6016819 |    6017058 |    5986860 |    5987128 |    5987420 |    5987681 |    6017819 |    6018419 |    6018121 |    6019065
  Idle time (%)                      |       0.0% |      81.2% |      81.2% |      81.2% |      80.8% |      80.8% |      80.8% |      80.8% |      81.2% |      81.2% |      81.2% |      81.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1338127 |     957592 |     974449 |     882039 |    1000256 |     941423 |     775551 |     953716 |    1051065 |    1014393 |    1095595 |    1089212
  num incorrect                      |      74449 |       4716 |       4213 |       7276 |       2578 |       4607 |      10457 |       4240 |       5179 |       6336 |       3625 |       3893
  misprediction rate                 |      5.27% |      0.49% |      0.43% |      0.82% |      0.26% |      0.49% |      1.33% |      0.44% |      0.49% |      0.62% |      0.33% |      0.36%
  mpki                               |       6.76 |       1.56 |       1.38 |       2.56 |       0.83 |       1.55 |       4.05 |       1.41 |       1.57 |       1.97 |       1.06 |       1.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
