                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11170605 |    3274692 |    3115243 |    3290652 |    2774593 |    3254772 |    3122815 |    3381142
  Cycles                             |    9037200 |    9037200 |    9037200 |    9037200 |    9037200 |    9037200 |    9037200 |    9037200
  IPC                                |       1.24 |       0.36 |       0.34 |       0.36 |       0.31 |       0.36 |       0.35 |       0.37
  Time (ns)                          |    2259300 |    2259300 |    2259300 |    2259300 |    2259300 |    2259300 |    2259300 |    2259300
  Idle time (ns)                     |       1398 |    1791854 |    1792390 |    1792418 |    1792347 |    1792704 |    1792881 |    1792819
  Idle time (%)                      |       0.1% |      79.3% |      79.3% |      79.3% |      79.3% |      79.3% |      79.4% |      79.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1365985 |    1023946 |     958566 |    1030117 |     813997 |    1015932 |     960835 |    1068228
  num incorrect                      |      77098 |       6234 |       8361 |       6053 |      12972 |       6605 |       8429 |       4962
  misprediction rate                 |      5.34% |      0.61% |      0.86% |      0.58% |      1.57% |      0.65% |      0.87% |      0.46%
  mpki                               |       6.90 |       1.90 |       2.68 |       1.84 |       4.68 |       2.03 |       2.70 |       1.47
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1630369 |      28912 |      31502 |      28326 |      37520 |      28365 |      31087 |      26057
    num misses                       |        173 |         28 |         26 |         28 |         28 |         28 |         26 |         28
    miss rate                        |      0.01% |      0.10% |      0.08% |      0.10% |      0.07% |      0.10% |      0.08% |      0.11%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2730128 |     644234 |     627772 |     645614 |     594011 |     641468 |     628398 |     654598
    num misses                       |       1868 |        143 |        152 |        160 |        153 |        126 |        151 |        134
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.17 |       0.04 |       0.05 |       0.05 |       0.06 |       0.04 |       0.05 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       2041 |        171 |        178 |        188 |        181 |        154 |        177 |        162
    num misses                       |        599 |        133 |        141 |        139 |        134 |        128 |        136 |        128
    miss rate                        |     29.35% |     77.78% |     79.21% |     73.94% |     74.03% |     83.12% |     76.84% |     79.01%
    mpki                             |       0.05 |       0.04 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1630369 |      28912 |      31502 |      28326 |      37520 |      28365 |      31087 |      26057
    num cache misses                 |       2946 |        182 |        176 |        183 |        184 |        181 |        174 |        181
    miss rate                        |      0.18% |      0.63% |      0.56% |      0.65% |      0.49% |      0.64% |      0.56% |      0.69%
    mpki                             |       0.26 |       0.06 |       0.06 |       0.06 |       0.07 |       0.06 |       0.06 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2730128 |     644234 |     627772 |     645614 |     594011 |     641468 |     628398 |     654598
    num cache misses                 |      37487 |      13157 |      13269 |      13122 |      13557 |      13109 |      13180 |      12935
    miss rate                        |      1.37% |      2.04% |      2.11% |      2.03% |      2.28% |      2.04% |      2.10% |      1.98%
    mpki                             |       3.36 |       4.02 |       4.26 |       3.99 |       4.89 |       4.03 |       4.22 |       3.83
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42739 |      13455 |      13604 |      13423 |      14238 |      13674 |      13755 |      13476
    num cache misses                 |      29087 |      12124 |      12201 |      12100 |      12444 |      12133 |      12150 |      12019
    miss rate                        |     68.06% |     90.11% |     89.69% |     90.14% |     87.40% |     88.73% |     88.33% |     89.19%
    mpki                             |       2.60 |       3.70 |       3.92 |       3.68 |       4.48 |       3.73 |       3.89 |       3.55
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      31710 |      12249 |      12366 |      12218 |      12941 |      12517 |      12551 |      12382
    num cache misses                 |      23552 |       6739 |       6831 |       6681 |       7585 |       7216 |       7177 |       7081
    miss rate                        |     74.27% |     55.02% |     55.24% |     54.68% |     58.61% |     57.65% |     57.18% |     57.19%
    mpki                             |       2.11 |       2.06 |       2.19 |       2.03 |       2.73 |       2.22 |       2.30 |       2.09
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10691 |          0 |          0 |          0 |      10618 |          0 |          0 |          0
  average dram access latency (ns)   |      61.47 |        inf |        inf |        inf |      61.46 |        inf |        inf |        inf
  average dram queueing delay        |       0.22 |       0.00 |       0.00 |       0.00 |       0.21 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10422 |        146 |        176 |        131 |         88 |        108 |         97 |         93
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1965 |       1930 |       1975 |       1931 |       2616 |       2380 |       2424 |       2340
