                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  236785073 |   28032705 |   37807562 |   47601398 |   57378045 |   67170635 |   76957712 |   86742368 |   96526457 |  106304784 |  114507121 |  123781257
  Cycles                             |  283697140 |  283697140 |  215218520 |  283697140 |  215218520 |  283697140 |  283697140 |  283697140 |  283697140 |  215218520 |  215218520 |  283697140
  IPC                                |       0.83 |       0.10 |       0.18 |       0.17 |       0.27 |       0.24 |       0.27 |       0.31 |       0.34 |       0.49 |       0.53 |       0.44
  Time (ns)                          |   97826600 |   97826600 |   97826600 |   97826600 |   97826600 |   97826600 |   97826600 |   97826600 |   97826600 |   97826600 |   97826600 |   97826600
  Idle time (ns)                     |   20956343 |   90007607 |   86134713 |   86126134 |   82732397 |   82722002 |   80957390 |   78817230 |   76600561 |   72799121 |   71132721 |   71177154
  Idle time (%)                      |      21.4% |      92.0% |      88.0% |      88.0% |      84.6% |      84.6% |      82.8% |      80.6% |      78.3% |      74.4% |      72.7% |      72.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   20948497 |    4014352 |    5409026 |    6809206 |    8204405 |    9604214 |   11002421 |   12399936 |   13797289 |   15192968 |   16138394 |   17390064
  num incorrect                      |       8779 |         89 |         90 |         89 |         89 |         89 |         89 |         89 |         89 |         89 |         88 |         88
  misprediction rate                 |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   37800107 |        312 |        318 |        312 |        312 |        312 |        312 |        312 |        312 |        312 |        312 |        313
    num misses                       |        115 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.00% |      5.13% |      5.03% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.11%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   23588758 |    4804615 |    4802929 |    4803941 |    4802490 |    4803344 |    4803397 |    4803104 |    4802730 |    4801519 |    4575181 |    4501982
    num misses                       |   17861981 |    1366981 |    1379478 |    1375605 |    1384364 |    1383665 |    1377830 |    1383962 |    1386625 |    1386856 |    1387709 |    1380932
    miss rate                        |     75.72% |     28.45% |     28.72% |     28.63% |     28.83% |     28.81% |     28.68% |     28.81% |     28.87% |     28.88% |     30.33% |     30.67%
    mpki                             |      75.44 |      48.76 |      36.49 |      28.90 |      24.13 |      20.60 |      17.90 |      15.95 |      14.37 |      13.05 |      12.12 |      11.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17862096 |    1366997 |    1379494 |    1375621 |    1384380 |    1383681 |    1377846 |    1383978 |    1386641 |    1386872 |    1387725 |    1380948
    num misses                       |   16632529 |    1264285 |    1285776 |    1283048 |    1296798 |    1295590 |    1285845 |    1300112 |    1303500 |    1300552 |    1304462 |    1293691
    miss rate                        |     93.12% |     92.49% |     93.21% |     93.27% |     93.67% |     93.63% |     93.32% |     93.94% |     94.00% |     93.78% |     94.00% |     93.68%
    mpki                             |      70.24 |      45.10 |      34.01 |      26.95 |      22.60 |      19.29 |      16.71 |      14.99 |      13.50 |      12.23 |      11.39 |      10.45
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   37800107 |        312 |        318 |        312 |        312 |        312 |        312 |        312 |        312 |        312 |        312 |        313
    num cache misses                 |       3521 |         95 |         95 |         95 |         94 |         94 |         95 |         95 |         95 |         95 |         94 |         94
