                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   12358785 |    4650641 |    4632125 |    4728119 |    4258308 |    4655928 |    4606738 |    4476621 |    4070108 |    4637726 |    4688725 |    4640151 |    4354708 |    4566526 |    4607906 |    4581586
  Cycles                             |   11818400 |   11818400 |   11818400 |   11818400 |    8863800 |    8863800 |    8863800 |    8863800 |   11818400 |   11818400 |   11818400 |   11818400 |    8863800 |    8863800 |    8863800 |    8863800
  IPC                                |       1.05 |       0.39 |       0.39 |       0.40 |       0.48 |       0.53 |       0.52 |       0.51 |       0.34 |       0.39 |       0.40 |       0.39 |       0.49 |       0.52 |       0.52 |       0.52
  Time (ns)                          |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600 |    2954600
  Idle time (ns)                     |       1677 |    2303349 |    2303777 |    2303759 |    2293913 |    2293913 |    2294124 |    2294219 |    2303699 |    2304180 |    2304433 |    2304682 |    2294663 |    2294662 |    2294734 |    2295021
  Idle time (%)                      |       0.1% |      78.0% |      78.0% |      78.0% |      77.6% |      77.6% |      77.6% |      77.6% |      78.0% |      78.0% |      78.0% |      78.0% |      77.7% |      77.7% |      77.7% |      77.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1534529 |    1499671 |    1490477 |    1533195 |    1333872 |    1518848 |    1494548 |    1437054 |    1234258 |    1491327 |    1514277 |    1494934 |    1377656 |    1475697 |    1495604 |    1483424
  num incorrect                      |      80353 |       3816 |       3937 |       2873 |       7592 |       1710 |       2553 |       4262 |      12283 |       4301 |       3463 |       4117 |       6526 |       3230 |       2592 |       3002
  misprediction rate                 |      4.98% |      0.25% |      0.26% |      0.19% |      0.57% |      0.11% |      0.17% |      0.30% |      0.99% |      0.29% |      0.23% |      0.27% |      0.47% |      0.22% |      0.17% |      0.20%
  mpki                               |       6.50 |       0.82 |       0.85 |       0.61 |       1.78 |       0.37 |       0.55 |       0.95 |       3.02 |       0.93 |       0.74 |       0.89 |       1.50 |       0.71 |       0.56 |       0.66
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1571803 |      21891 |      23456 |      17155 |      38158 |      12838 |      17050 |      23577 |      57024 |      23343 |      20167 |      21496 |      32126 |      18909 |      16058 |      17211
    num misses                       |        176 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         26 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.11% |      0.10% |      0.14% |      0.06% |      0.19% |      0.14% |      0.10% |      0.05% |      0.10% |      0.12% |      0.11% |      0.07% |      0.13% |      0.15% |      0.14%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
