feature,importance
num_threads,0.0
bench_class_enc,-0.0038461538461538546
avg_ipc,0.008653846153846123
ipc_cv,0.037499999999999964
pe_ratio,0.1519230769230769
local_ratio,0.018269230769230715
remote_ratio,0.018269230769230715
l2_intensity,0.0028846153846153744
l3_intensity,0.0019230769230769162
mem_intensity,-0.0009615384615384581
read_ratio,0.005769230769230749
cpi_l3_ratio,0.0009615384615384471
cpi_dram_local_ratio,0.03749999999999996
cpi_dram_remote_ratio,0.03365384615384613
cpi_branch_ratio,-0.007692307692307709
cpi_sync_ratio,-0.0028846153846153856
uop_load_ratio,0.0019230769230769162
uop_store_ratio,-0.0028846153846153856
uop_fp_ratio,0.0
dtlb_miss_rate,0.0009615384615384581
branch_mispredict_rate,0.03942307692307691
avg_dram_latency,0.0009615384615384581
dram_queue_ratio,0.0009615384615384581
l1d_hit_ratio,0.0038461538461538325
futex_wake_per_minst,0.014423076923076872
mem_bw_mbps,-0.0019230769230769162
operational_intensity,0.0028846153846153744
itlb_miss_rate,0.022115384615384582
stlb_miss_rate,-0.0076923076923076875
load_l1_ratio,-0.0028846153846153744
