                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |   69603437 |   72004822 |   80428858 |   80594953
  Cycles                             |   34866800 |   34866800 |   34866800 |   34866800
  IPC                                |       2.00 |       2.07 |       2.31 |       2.31
  Time (ns)                          |    8716700 |    8716700 |    8716700 |    8716700
  Idle time (ns)                     |        270 |     248780 |     249882 |     250714
  Idle time (%)                      |       0.0% |       2.9% |       2.9% |       2.9%
Branch predictor stats               |            |            |            |           
  num correct                        |    2052412 |    3228060 |   12748226 |   12804085
  num incorrect                      |      27206 |      17314 |      12533 |      12423
  misprediction rate                 |      1.31% |      0.53% |      0.10% |      0.10%
  mpki                               |       0.39 |       0.24 |       0.16 |       0.15
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    6416469 |    6157103 |    4194603 |    4194455
    num misses                       |        446 |         33 |         33 |         33
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   30078541 |   29855194 |   25491995 |   25519033
    num misses                       |       8413 |       3608 |       4306 |       4714
    miss rate                        |      0.03% |      0.01% |      0.02% |      0.02%
    mpki                             |       0.12 |       0.05 |       0.05 |       0.06
  L2 TLB                             |            |            |            |           
    num accesses                     |       8859 |       3641 |       4339 |       4747
    num misses                       |        554 |        154 |        135 |        240
    miss rate                        |      6.25% |      4.23% |      3.11% |      5.06%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    6416469 |    6157103 |    4194603 |    4194455
    num cache misses                 |      69406 |      48579 |      48088 |      47991
    miss rate                        |      1.08% |      0.79% |      1.15% |      1.14%
    mpki                             |       1.00 |       0.67 |       0.60 |       0.60
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   30078541 |   29855194 |   25491995 |   25519033
    num cache misses                 |    1554588 |    1485373 |    1015311 |    1006085
    miss rate                        |      5.17% |      4.98% |      3.98% |      3.94%
    mpki                             |      22.33 |      20.63 |      12.62 |      12.48
  Cache L2                           |            |            |            |           
    num cache accesses               |    1667441 |    1578851 |    1098141 |    1090362
    num cache misses                 |     126027 |     116031 |      83280 |      83080
    miss rate                        |      7.56% |      7.35% |      7.58% |      7.62%
    mpki                             |       1.81 |       1.61 |       1.04 |       1.03
  Cache L3                           |            |            |            |           
    num cache accesses               |     193133 |     197304 |     161525 |     144843
    num cache misses                 |      13358 |       1639 |       1644 |       1683
    miss rate                        |      6.92% |      0.83% |      1.02% |      1.16%
    mpki                             |       0.19 |       0.02 |       0.02 |       0.02
DRAM summary                         |            |            |            |           
  num dram accesses                  |      18138 |          0 |          0 |          0
  average dram access latency (ns)   |     119.80 |        inf |        inf |        inf
  average dram queueing delay        |      58.55 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       6829 |         47 |         36 |         43
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
