                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  180019625 |       6311 |  215970820 |       3240 |  132282229 |       3273 |  163124464 |       3694 |  197861522 |       3126 |  229787725 |       3283 |  261519736 |       2873 |  621821541 |  414178257
  Cycles                             |  345610540 |  345610540 |  345610540 |  345610540 |  455577530 |  455577530 |  455577530 |  455577530 |  345610540 |  345610540 |  345610540 |  345610540 |  455577530 |  455577530 |  455577530 |  455577530
  IPC                                |       0.52 |       0.00 |       0.62 |       0.00 |       0.29 |       0.00 |       0.36 |       0.00 |       0.57 |       0.00 |       0.66 |       0.00 |       0.57 |       0.00 |       1.36 |       0.91
  Time (ns)                          |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700 |  157095700
  Idle time (ns)                     |  126878640 |  157091782 |  107002877 |  157094066 |  130752090 |  157093982 |  126433707 |  157093889 |  116294724 |  157093897 |  111315847 |  157093654 |  113663156 |  157093905 |   50041963 |   78185306
  Idle time (%)                      |      80.8% |     100.0% |      68.1% |     100.0% |      83.2% |     100.0% |      80.5% |     100.0% |      74.0% |     100.0% |      70.9% |     100.0% |      72.4% |     100.0% |      31.9% |      49.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4796254 |        730 |    6938457 |        315 |    4945352 |        274 |    6357778 |        320 |    7771976 |        297 |    9012261 |        269 |   10279445 |        283 |   24006471 |   14377274
  num incorrect                      |      26729 |         87 |     632725 |         57 |     275360 |         43 |     289774 |         51 |     291304 |         49 |     294001 |         42 |     302510 |         62 |    1005432 |     870074
  misprediction rate                 |      0.55% |     10.65% |      8.36% |     15.32% |      5.27% |     13.56% |      4.36% |     13.75% |      3.61% |     14.16% |      3.16% |     13.50% |      2.86% |     17.97% |      4.02% |      5.71%
  mpki                               |       0.15 |      13.79 |       2.93 |      17.59 |       2.08 |      13.14 |       1.78 |      13.81 |       1.47 |      15.67 |       1.28 |      12.79 |       1.16 |      21.58 |       1.62 |       2.10
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
