                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4830842 |    5025895 |    4928092 |    4908125 |    4661378 |    4757505 |    5264061 |    5223776 |    6132675 |    6099918 |    5349775 |    5270293
  Cycles                             |    4571560 |    4571560 |    4571560 |    4571560 |    3468080 |    3468080 |    4571560 |    4571560 |    4571560 |    4571560 |    3468080 |    3468080
  IPC                                |       1.06 |       1.10 |       1.08 |       1.07 |       1.34 |       1.37 |       1.15 |       1.14 |       1.34 |       1.33 |       1.54 |       1.52
  Time (ns)                          |    1576400 |    1576400 |    1576400 |    1576400 |    1576400 |    1576400 |    1576400 |    1576400 |    1576400 |    1576400 |    1576400 |    1576400
  Idle time (ns)                     |        376 |     418321 |     420647 |     421378 |     422108 |     422821 |     423573 |     424279 |     425022 |     425746 |     426478 |     427192
  Idle time (%)                      |       0.0% |      26.5% |      26.7% |      26.7% |      26.8% |      26.8% |      26.9% |      26.9% |      27.0% |      27.0% |      27.1% |      27.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     413165 |     656747 |     630325 |     626556 |     611770 |     667481 |     813722 |     801416 |    1265835 |    1264332 |    1054573 |    1031639
  num incorrect                      |      21073 |       4884 |       4789 |       4819 |       4352 |       3985 |       3973 |       4030 |       3747 |       3587 |       3348 |       3328
  misprediction rate                 |      4.85% |      0.74% |      0.75% |      0.76% |      0.71% |      0.59% |      0.49% |      0.50% |      0.30% |      0.28% |      0.32% |      0.32%
  mpki                               |       4.36 |       0.97 |       0.97 |       0.98 |       0.93 |       0.84 |       0.75 |       0.77 |       0.61 |       0.59 |       0.63 |       0.63
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     522007 |     371836 |     371774 |     370757 |     347833 |     335575 |     334360 |     335174 |     238389 |     235019 |     229461 |     230826
    num misses                       |        281 |         35 |         35 |         35 |         28 |         35 |         35 |         30 |         35 |         28 |         35 |         36
    miss rate                        |      0.05% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02%
    mpki                             |       0.06 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2443231 |    2032448 |    2017236 |    2010217 |    1881824 |    1849141 |    1919136 |    1915981 |    1701353 |    1684277 |    1567450 |    1557022
    num misses                       |       3142 |        368 |        387 |        460 |        437 |        359 |        346 |        284 |        252 |        193 |        195 |        117
    miss rate                        |      0.13% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.65 |       0.07 |       0.08 |       0.09 |       0.09 |       0.08 |       0.07 |       0.05 |       0.04 |       0.03 |       0.04 |       0.02
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       3423 |        403 |        422 |        495 |        465 |        394 |        381 |        314 |        287 |        221 |        230 |        153
    num misses                       |        627 |        167 |        174 |        178 |        167 |        179 |        168 |        157 |        153 |        143 |        147 |        139
    miss rate                        |     18.32% |     41.44% |     41.23% |     35.96% |     35.91% |     45.43% |     44.09% |     50.00% |     53.31% |     64.71% |     63.91% |     90.85%
    mpki                             |       0.13 |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03 |       0.03 |       0.02 |       0.02 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     522007 |     371836 |     371774 |     370757 |     347833 |     335575 |     334360 |     335174 |     238389 |     235019 |     229461 |     230826
    num cache misses                 |       7227 |        457 |        452 |        453 |        372 |        458 |        447 |        374 |        461 |        373 |        446 |        452
    miss rate                        |      1.38% |      0.12% |      0.12% |      0.12% |      0.11% |      0.14% |      0.13% |      0.11% |      0.19% |      0.16% |      0.19% |      0.20%
    mpki                             |       1.50 |       0.09 |       0.09 |       0.09 |       0.08 |       0.10 |       0.08 |       0.07 |       0.08 |       0.06 |       0.08 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2443231 |    2032448 |    2017236 |    2010217 |    1881824 |    1849141 |    1919136 |    1915981 |    1701353 |    1684277 |    1567450 |    1557022
    num cache misses                 |      53626 |      41485 |      42066 |      42918 |      51611 |      50445 |      39150 |      38491 |      26286 |      25954 |      33398 |      33139
    miss rate                        |      2.19% |      2.04% |      2.09% |      2.13% |      2.74% |      2.73% |      2.04% |      2.01% |      1.55% |      1.54% |      2.13% |      2.13%
    mpki                             |      11.10 |       8.25 |       8.54 |       8.74 |      11.07 |      10.60 |       7.44 |       7.37 |       4.29 |       4.25 |       6.24 |       6.29
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      68409 |      44088 |      43807 |      45440 |      56178 |      55090 |      42412 |      40974 |      30408 |      30801 |      36652 |      34811
    num cache misses                 |      22712 |      13402 |      15060 |      16379 |      15264 |      17024 |      17188 |      13595 |      10423 |      10569 |      11346 |      11818
    miss rate                        |     33.20% |     30.40% |     34.38% |     36.05% |     27.17% |     30.90% |     40.53% |     33.18% |     34.28% |     34.31% |     30.96% |     33.95%
    mpki                             |       4.70 |       2.67 |       3.06 |       3.34 |       3.27 |       3.58 |       3.27 |       2.60 |       1.70 |       1.73 |       2.12 |       2.24
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
