                                     | Core 0      | Core 1     
  Instructions                       |  9224790245 |  9220952259
  Cycles                             |  2988530620 |  2988530620
  IPC                                |        3.09 |        3.09
  Time (ns)                          |  1030527800 |  1030527800
  Idle time (ns)                     |         224 |      257997
  Idle time (%)                      |        0.0% |        0.0%
Branch predictor stats               |             |            
  num correct                        |    42647699 |    41741554
  num incorrect                      |      148624 |      119743
  misprediction rate                 |       0.35% |       0.29%
  mpki                               |        0.02 |        0.01
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   867707381 |   867446163
    num misses                       |         258 |          38
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  4242249822 |  4241041703
    num misses                       |     5172955 |     5160372
    miss rate                        |       0.12% |       0.12%
    mpki                             |        0.56 |        0.56
  L2 TLB                             |             |            
    num accesses                     |     5173213 |     5160410
    num misses                       |      112930 |      118560
    miss rate                        |       2.18% |       2.30%
    mpki                             |        0.01 |        0.01
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   867707381 |   867446163
    num cache misses                 |      269943 |      205089
    miss rate                        |       0.03% |       0.02%
    mpki                             |        0.03 |        0.02
  Cache L1-D                         |             |            
    num cache accesses               |  4242249822 |  4241041703
    num cache misses                 |    28963432 |    28963675
    miss rate                        |       0.68% |       0.68%
    mpki                             |        3.14 |        3.14
  Cache L2                           |             |            
    num cache accesses               |    30182162 |    30113688
    num cache misses                 |     3346438 |     3419254
    miss rate                        |      11.09% |      11.35%
    mpki                             |        0.36 |        0.37
  Cache L3                           |             |            
    num cache accesses               |     4854489 |     4936547
    num cache misses                 |     1607139 |     1602973
    miss rate                        |      33.11% |      32.47%
    mpki                             |        0.17 |        0.17
DRAM summary                         |             |            
  num dram accesses                  |       25280 |       25248
  average dram access latency (ns)   |       61.52 |       61.54
  average dram queueing delay        |        0.27 |        0.29
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |        6991 |         446
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |     1563613 |     1571055
