feature,importance
avg_ipc,0.06923076923076918
ipc_cv,0.06923076923076918
pe_ratio,0.06923076923076918
local_ratio,0.0615384615384615
remote_ratio,0.04615384615384612
l2_intensity,0.05384615384615381
l3_intensity,0.04615384615384612
mem_intensity,0.04615384615384612
read_ratio,0.08461538461538456
cpi_l3_ratio,0.04615384615384612
cpi_dram_local_ratio,0.03076923076923075
cpi_dram_remote_ratio,0.06923076923076918
cpi_branch_ratio,0.06923076923076918
cpi_sync_ratio,0.23846153846153845
uop_load_ratio,0.05384615384615381
uop_store_ratio,0.06923076923076918
uop_fp_ratio,0.05384615384615381
dtlb_miss_rate,0.04615384615384612
branch_mispredict_rate,0.06923076923076918
avg_dram_latency,0.02307692307692306
dram_queue_ratio,0.04615384615384612
l1d_hit_ratio,0.04615384615384612
futex_wake_per_minst,0.03076923076923075
mem_bw_mbps,0.06923076923076918
operational_intensity,0.06923076923076918
itlb_miss_rate,0.05384615384615381
stlb_miss_rate,0.07692307692307689
load_l1_ratio,0.06923076923076918
