                                     | Core 0      | Core 1     
  Instructions                       |  9219108324 |  9261464690
  Cycles                             |  3436232800 |  3436232800
  IPC                                |        2.68 |        2.70
  Time (ns)                          |   859058200 |   859058200
  Idle time (ns)                     |         618 |      247603
  Idle time (%)                      |        0.0% |        0.0%
Branch predictor stats               |             |            
  num correct                        |    40751124 |    55226595
  num incorrect                      |      150693 |      139322
  misprediction rate                 |       0.37% |       0.25%
  mpki                               |        0.02 |        0.02
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   867707633 |   867445962
    num misses                       |         282 |          38
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  4241303327 |  4247793221
    num misses                       |     5245119 |     5241932
    miss rate                        |       0.12% |       0.12%
    mpki                             |        0.57 |        0.57
  L2 TLB                             |             |            
    num accesses                     |     5245401 |     5241970
    num misses                       |      128748 |      127223
    miss rate                        |       2.45% |       2.43%
    mpki                             |        0.01 |        0.01
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   867707633 |   867445962
    num cache misses                 |      558888 |      434581
    miss rate                        |       0.06% |       0.05%
    mpki                             |        0.06 |        0.05
  Cache L1-D                         |             |            
    num cache accesses               |  4241303327 |  4247793221
    num cache misses                 |   144202897 |   143594459
    miss rate                        |       3.40% |       3.38%
    mpki                             |       15.64 |       15.50
  Cache L2                           |             |            
    num cache accesses               |   144768363 |   144039699
    num cache misses                 |    18967196 |    18729398
    miss rate                        |      13.10% |      13.00%
    mpki                             |        2.06 |        2.02
  Cache L3                           |             |            
    num cache accesses               |    18974071 |    18740057
    num cache misses                 |       30928 |       19647
    miss rate                        |       0.16% |       0.10%
    mpki                             |        0.00 |        0.00
DRAM summary                         |             |            
  num dram accesses                  |       50529 |           0
  average dram access latency (ns)   |      499.67 |         inf
  average dram queueing delay        |      438.42 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |       11156 |        4389
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
