                                     | Core 0      | Core 1     
  Instructions                       |  9219317989 |  9265741869
  Cycles                             |  3436861200 |  3436861200
  IPC                                |        2.68 |        2.70
  Time (ns)                          |   859215300 |   859215300
  Idle time (ns)                     |         495 |      248159
  Idle time (%)                      |        0.0% |        0.0%
Branch predictor stats               |             |            
  num correct                        |    40820760 |    56653142
  num incorrect                      |      150907 |      138517
  misprediction rate                 |       0.37% |       0.24%
  mpki                               |        0.02 |        0.01
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   867707635 |   867445957
    num misses                       |         218 |          38
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  4241338311 |  4248506065
    num misses                       |     5114696 |     5177227
    miss rate                        |       0.12% |       0.12%
    mpki                             |        0.55 |        0.56
  L2 TLB                             |             |            
    num accesses                     |     5114914 |     5177265
    num misses                       |      108812 |      126009
    miss rate                        |       2.13% |       2.43%
    mpki                             |        0.01 |        0.01
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   867707635 |   867445957
    num cache misses                 |      568511 |      435687
    miss rate                        |       0.07% |       0.05%
    mpki                             |        0.06 |        0.05
  Cache L1-D                         |             |            
    num cache accesses               |  4241338311 |  4248506065
    num cache misses                 |   144095999 |   143667729
    miss rate                        |       3.40% |       3.38%
    mpki                             |       15.63 |       15.51
  Cache L2                           |             |            
    num cache accesses               |   144671071 |   144114075
    num cache misses                 |    18979480 |    18724266
    miss rate                        |      13.12% |      12.99%
    mpki                             |        2.06 |        2.02
  Cache L3                           |             |            
    num cache accesses               |    18986462 |    18734925
    num cache misses                 |       30854 |       19700
    miss rate                        |       0.16% |       0.11%
    mpki                             |        0.00 |        0.00
DRAM summary                         |             |            
  num dram accesses                  |       50527 |           0
  average dram access latency (ns)   |      499.65 |         inf
  average dram queueing delay        |      438.40 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |       11158 |        4389
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
