                                     | Core 0     | Core 1    
  Instructions                       |  292068912 |  288014850
  Cycles                             |  419680400 |  419680400
  IPC                                |       0.70 |       0.69
  Time (ns)                          |  104920100 |  104920100
  Idle time (ns)                     |      94511 |    1175343
  Idle time (%)                      |       0.1% |       1.1%
Branch predictor stats               |            |           
  num correct                        |   24392262 |   23093257
  num incorrect                      |      10025 |       7090
  misprediction rate                 |      0.04% |      0.03%
  mpki                               |       0.03 |       0.02
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   41248350 |   41275782
    num misses                       |        117 |         24
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  106647431 |  105895795
    num misses                       |    5147583 |    5129420
    miss rate                        |      4.83% |      4.84%
    mpki                             |      17.62 |      17.81
  L2 TLB                             |            |           
    num accesses                     |    5147700 |    5129444
    num misses                       |    2097629 |    2089235
    miss rate                        |     40.75% |     40.73%
    mpki                             |       7.18 |       7.25
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   41248350 |   41275782
    num cache misses                 |       5925 |       2215
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.02 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  106647431 |  105895795
    num cache misses                 |    5582520 |    5568693
    miss rate                        |      5.23% |      5.26%
    mpki                             |      19.11 |      19.33
  Cache L2                           |            |           
    num cache accesses               |    5751007 |    5737345
    num cache misses                 |    1844542 |    1826059
    miss rate                        |     32.07% |     31.83%
    mpki                             |       6.32 |       6.34
  Cache L3                           |            |           
    num cache accesses               |    2007114 |    1992496
    num cache misses                 |    1511410 |    1496662
    miss rate                        |     75.30% |     75.11%
    mpki                             |       5.17 |       5.20
DRAM summary                         |            |           
  num dram accesses                  |    3971388 |          0
  average dram access latency (ns)   |    1190.89 |        inf
  average dram queueing delay        |    1129.63 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |    1050368 |    1019533
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
