                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  230639603 |  231493206 |  229886344 |  231588758 |          0 |          0 |          0 |  208815180 |  223026801 |  218366597 |  230189207 |  226576583 |  169463259 |  198878213 |  200019018 |          0
  Cycles                             |  230462130 |  230462130 |  230462130 |  230462130 |  174833340 |  174833340 |  174833340 |  174833340 |  230462130 |  230462130 |  230462130 |  230462130 |  174833340 |  174833340 |  174833340 |  174833340
  IPC                                |       1.00 |       1.00 |       1.00 |       1.00 |       0.00 |       0.00 |       0.00 |       1.19 |       0.97 |       0.95 |       1.00 |       0.98 |       0.97 |       1.14 |       1.14 |       0.00
  Time (ns)                          |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700 |   79469700
  Idle time (ns)                     |    3389889 |    2778179 |    2333100 |    2636345 |   79469700 |   79469700 |   79469700 |    1545971 |    1377728 |    6502658 |    1698643 |    2100157 |     163235 |    1018035 |     860205 |   79469700
  Idle time (%)                      |       4.3% |       3.5% |       2.9% |       3.3% |     100.0% |     100.0% |     100.0% |       1.9% |       1.7% |       8.2% |       2.1% |       2.6% |       0.2% |       1.3% |       1.1% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   27519648 |   27765800 |   28028630 |   28902309 |          0 |          0 |          0 |   25406438 |   25347147 |   28260866 |   28502701 |   27462626 |    9826554 |   22693521 |   22997249 |          0
  num incorrect                      |      19586 |      19394 |      18202 |      17893 |          0 |          0 |          0 |      17158 |      19524 |      16397 |      17806 |      18065 |      35851 |      16334 |      16782 |          0
  misprediction rate                 |      0.07% |      0.07% |      0.06% |      0.06% |      0.00% |      0.00% |      0.00% |      0.07% |      0.08% |      0.06% |      0.06% |      0.07% |      0.36% |      0.07% |      0.07% |      0.00%
  mpki                               |       0.08 |       0.08 |       0.08 |       0.08 |       0.00 |       0.00 |       0.00 |       0.08 |       0.09 |       0.08 |       0.08 |       0.08 |       0.21 |       0.08 |       0.08 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17625378 |   17624707 |   17308113 |   17116416 |          0 |          0 |          0 |   15734267 |   17624361 |   15675806 |   17115980 |   17119452 |   17788113 |   15675748 |   15682547 |          0
    num misses                       |         35 |         35 |         35 |         35 |          0 |          0 |          0 |         28 |         35 |         35 |         35 |         35 |        264 |         36 |         30 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
