                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10950006 |    3042693 |    2991089 |    3085860 |    2739627 |    3083090 |    3039809 |    2947042 |    2587194 |    3007281 |    3035408 |    3015991 |    2827933 |    3000364 |    3038859 |    3013442
  Cycles                             |   10970800 |   10970800 |   10970800 |   10970800 |    8228100 |    8228100 |    8228100 |    8228100 |   10970800 |   10970800 |   10970800 |   10970800 |    8228100 |    8228100 |    8228100 |    8228100
  IPC                                |       1.00 |       0.28 |       0.27 |       0.28 |       0.33 |       0.37 |       0.37 |       0.36 |       0.24 |       0.27 |       0.28 |       0.27 |       0.34 |       0.36 |       0.37 |       0.37
  Time (ns)                          |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700 |    2742700
  Idle time (ns)                     |       1445 |    2278031 |    2278416 |    2278757 |    2268725 |    2268848 |    2268909 |    2269111 |    2279234 |    2279198 |    2279426 |    2279453 |    2269382 |    2269687 |    2269640 |    2269808
  Idle time (%)                      |       0.1% |      83.1% |      83.1% |      83.1% |      82.7% |      82.7% |      82.7% |      82.7% |      83.1% |      83.1% |      83.1% |      83.1% |      82.7% |      82.8% |      82.8% |      82.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1320923 |     978231 |     958579 |     996367 |     856517 |    1001239 |     982606 |     943999 |     787231 |     964140 |     975831 |     969319 |     892985 |     966067 |     983105 |     971680
  num incorrect                      |      74056 |       3318 |       3847 |       2708 |       6758 |       1791 |       2521 |       3795 |       9602 |       3846 |       3335 |       3678 |       5598 |       3022 |       2508 |       2792
  misprediction rate                 |      5.31% |      0.34% |      0.40% |      0.27% |      0.78% |      0.18% |      0.26% |      0.40% |      1.21% |      0.40% |      0.34% |      0.38% |      0.62% |      0.31% |      0.25% |      0.29%
  mpki                               |       6.76 |       1.09 |       1.29 |       0.88 |       2.47 |       0.58 |       0.83 |       1.29 |       3.71 |       1.28 |       1.10 |       1.22 |       1.98 |       1.01 |       0.83 |       0.93
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1620063 |      14898 |      16335 |      15143 |      20695 |      13386 |      14156 |      15769 |      24089 |      15990 |      15868 |      15038 |      18394 |      15241 |      13806 |      14908
    num misses                       |        175 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.19% |      0.16% |      0.17% |      0.13% |      0.19% |      0.18% |      0.16% |      0.11% |      0.16% |      0.16% |      0.19% |      0.14% |      0.17% |      0.19% |      0.17%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2654177 |     557143 |     551723 |     562280 |     524370 |     556653 |     553206 |     543641 |     512355 |     553455 |     556520 |     553420 |     532564 |     549259 |     552242 |     550062
    num misses                       |       1985 |        134 |        148 |        149 |        133 |        121 |        121 |        125 |        139 |        128 |        137 |        111 |        121 |        128 |        124 |        129
    miss rate                        |      0.07% |      0.02% |      0.03% |      0.03% |      0.03% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.18 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2160 |        162 |        174 |        175 |        159 |        147 |        147 |        151 |        165 |        154 |        163 |        139 |        147 |        154 |        150 |        155
    num misses                       |        630 |        130 |        136 |        136 |        132 |        122 |        125 |        134 |        139 |        125 |        137 |        124 |        124 |        129 |        131 |        132
    miss rate                        |     29.17% |     80.25% |     78.16% |     77.71% |     83.02% |     82.99% |     85.03% |     88.74% |     84.24% |     81.17% |     84.05% |     89.21% |     84.35% |     83.77% |     87.33% |     85.16%
