                                     | Core 0     | Core 1    
  Instructions                       |  380559868 |  387270151
  Cycles                             |  155892800 |  155892800
  IPC                                |       2.44 |       2.48
  Time (ns)                          |   38973200 |   38973200
  Idle time (ns)                     |        419 |     234760
  Idle time (%)                      |       0.0% |       0.6%
Branch predictor stats               |            |           
  num correct                        |   20232948 |   22615619
  num incorrect                      |     157541 |     151510
  misprediction rate                 |      0.77% |      0.67%
  mpki                               |       0.41 |       0.39
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   35298307 |   35186629
    num misses                       |        267 |         25
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  123427914 |  124323828
    num misses                       |     107207 |     107486
    miss rate                        |      0.09% |      0.09%
    mpki                             |       0.28 |       0.28
  L2 TLB                             |            |           
    num accesses                     |     107474 |     107511
    num misses                       |      25116 |      23825
    miss rate                        |     23.37% |     22.16%
    mpki                             |       0.07 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   35298307 |   35186629
    num cache misses                 |      18211 |       7673
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.05 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  123427914 |  124323828
    num cache misses                 |   13924313 |   13916241
    miss rate                        |     11.28% |     11.19%
    mpki                             |      36.59 |      35.93
  Cache L2                           |            |           
    num cache accesses               |   14140124 |   14118349
    num cache misses                 |    1605917 |    1586300
    miss rate                        |     11.36% |     11.24%
    mpki                             |       4.22 |       4.10
  Cache L3                           |            |           
    num cache accesses               |    2231861 |    2181755
    num cache misses                 |    1256146 |    1203852
    miss rate                        |     56.28% |     55.18%
    mpki                             |       3.30 |       3.11
DRAM summary                         |            |           
  num dram accesses                  |    4561934 |          0
  average dram access latency (ns)   |    1122.68 |        inf
  average dram queueing delay        |    1061.42 |       0.00
  average dram bandwidth utilization |     14.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |     781795 |     744778
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
